label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes
UGC 9352,NGC 5665,BOOTES,12,spring,2.1,14 32.4,+08 05,Galaxy - ,,,pB;pL;R;gbM;r ,H II 27;Arp 49;peculiar br cond in arms 
UGC 9354,NGC 5672,BOOTES,13.5,spring,0.8,14 32.6,+31 40,Galaxy - ,,,vF;vL;iR;lbM;**p,H III 310;appears acircular;dif in blue;v red 
UGC 9353,NGC 5669,BOOTES,11.3,spring,4.2,14 32.7,+09 54,Galaxy - ,,,F;L;R;lbM;r,H II 79;short bright bar 
UGC 9357,NGC 5675,BOOTES,12.7,spring,2.8,14 32.7,+36 18,Galaxy - ,,,F;pS;E;bM ,H II 422 
UGC 9366,NGC 5676,BOOTES,11.2,spring,3.9,14 32.8,+49 27,Galaxy - ,, H ,B;L;E45;pgbM;r ,H I 189;N 5660 at 30' IC 1029 at 26';Many B knotty filam 
UGC 9360,NGC 5666,BOOTES,12.8,spring,0.9,14 33.2,+10 31,Galaxy - ,,,vF;vS;R;stellar, 
UGC 9378,NGC 5677,BOOTES,13.7,spring,0.9,14 34.2,+25 28,Galaxy - ,,,vF;vS;R;r;3*9;10 np ,H III 283;slightly asym;high surf brightn. 
UGC 9388,NGC 5682,BOOTES,14.1,spring,1.6,14 34.8,+48 40,Galaxy - ,,,F;pS;E,P w NGC 5683;disturbed 
MCG 8-27- 3,NGC 5683,BOOTES,14.8,spring,0.4,14 34.9,+48 40,Galaxy - ,,,F;vS;lE , 
UGC 9395,NGC 5687,BOOTES,11.8,spring,2.5,14 34.9,+54 29,Galaxy - ,,,pF;S;iF;resolved;*10 f ,H II 808;B diff N;eF envel 
UGC 9399,NGC 5689,BOOTES,11.9,spring,3.3,14 35.5,+48 44,Galaxy - ,, H ,cB;pL;E87;psmbM,H I 188;diff Nucl in B bulge w strong dk lane on one side 
UGC 9393,NGC 5681,BOOTES,14.3,spring,0.9,14 35.7,+08 18,Galaxy - ,,,F;S ,confused w NGC 5683 m=15.5;NGC 5689 at 15.8' 
UGC 9402,NGC 5684,BOOTES,12.7,spring,1.5,14 35.8,+36 33,Galaxy - ,,,F;cS;R;bM;p of 2,H III 421;sev faint comp in field;all 15 mag and fainter 
MCG 6-32- 75,NGC 5686,BOOTES,15.2,spring,0.4,14 36.0,+36 30,Galaxy - ,,,vF;S;R;f of 2 ,incorrectly listed as NGC 5684 in UGC Notes for UGC 9402 
UGC 9406,NGC 5693,BOOTES,13.5,spring,1.8,14 36.2,+48 35,Galaxy - ,,,F;pL;*13 att s ,one main knotty arm;strong asym; NGC 5689 at 11' 
UGC 9403,NGC 5685,BOOTES,13.3,spring,1.2,14 36.3,+29 54,Galaxy - ,,,vF;vS;R;gbMN=15m, 
IC 4471 ,NGC 5697,BOOTES,13.7,spring,0.9,14 36.5,+41 41,Galaxy - ,,,F;vS;R;bM;4B*p ,B wedge-shaped main body in asym disc 
UGC 9415,NGC 5696,BOOTES,13,spring,2,14 37.0,+41 50,Galaxy - ,,,cF;cS;R;lbM;r ,H II 648 
UGC 9423,NGC 5700,BOOTES,15.2,spring,1,14 37.0,+48 33,Galaxy - ,,,eF;S;resolvable;* sp 4' , 
UGC 9419,NGC 5698,BOOTES,13,spring,1.8,14 37.2,+38 27,Galaxy - ,,,cF;cS;lE;in tri of st,H II 700 
UGC 9421,NGC 5695,BOOTES,12.8,spring,1.5,14 37.4,+36 34,Galaxy - ,,,pB;cS;R;bM;r ,H II 423 
UGC 9428,NGC 5707,BOOTES,12.5,spring,2.5,14 37.5,+51 34,Galaxy - ,,,B;pS;R,comp 1.5' PA 26 
UGC 9431,NGC 5714,BOOTES,13.4,spring,3.2,14 38.2,+46 38,Galaxy - ,,,vF;pS;E pf;D*n;1 of 6,H III 675;NGC 5717 at 4.8' nf 0.9'X0.5' m=15.4 
NGC 5708,NGC 5704,BOOTES,13.9,spring,1.6,14 38.3,+40 27,Galaxy - ,,,F;cS;lE0 ,H II 649 
NGC 5704,NGC 5708,BOOTES,13.4,spring,1.6,14 38.3,+40 27,Galaxy - ,,,F;pL;E0;gbM,B patches;prob. v late spir 
MCG 8-27- 12,NGC 5717,BOOTES,15.4,spring,0.8,14 38.6,+46 40,Galaxy - ,,,vF;S;R;D* nr;2 of 6 , 
UGC 9439,NGC 5720,BOOTES,13.4,spring,2.1,14 38.6,+50 49,Galaxy - ,,,eeF;pS;R;bet 2*, 
NGC 5706,NGC 5699,BOOTES,15.8,spring,0.3,14 38.7,+30 28,Galaxy - ,,,eF;vS,H III 127 
NGC 5699,NGC 5706,BOOTES,15.7,spring,0.3,14 38.7,+30 28,Galaxy - ,,,vF;vS;R;vlbM , 
NGC 5709,NGC 5703,BOOTES,14.5,spring,1.6,14 38.8,+30 27,Galaxy - ,,,vF;vS;iR ,H III 128 
NGC 5703,NGC 5709,BOOTES,13.6,spring,1.6,14 38.8,+30 27,Galaxy - ,,,vF;S;iF;E pf ,NGC 5706 at 2.1' PA 311 0.4'X0.3' m=15.7;* superimp 
UGC 9434,NGC 5702,BOOTES,13.3,spring,1.1,14 38.9,+20 30,Galaxy - ,,,vF;vS,H III 894;comp 5.4' PA 254 0.6'X0.3' 
MCG 8-27- 13,NGC 5721,BOOTES,15.3,spring,0.2,14 38.9,+46 40,Galaxy - ,,,vF;S;R,P w NGC 5723 
MCG 8-27- 14,NGC 5722,BOOTES,15,spring,0.3,14 38.9,+46 40,Galaxy - ,,,vF;S;R;psbM, 
MCG 8-27- 15,NGC 5723,BOOTES,15.5,spring,0.7,14 39.0,+46 41,Galaxy - ,,,vF;S;R,P w NGC 5721 
MCG 8-27- 16,NGC 5724,BOOTES,17,spring,0.2,14 39.0,+46 42,Galaxy - ,,,vF;S;R, 
UGC 9440,NGC 5710,BOOTES,13,spring,1.2,14 39.3,+20 03,Galaxy - ,,,vF;S;vgbM;**f;p of 2,H III 895;P w NGC 5711 at 3.5' PA 155 
UGC 9445,NGC 5711,BOOTES,13.9,spring,1,14 39.4,+19 59,Galaxy - ,,,eF;vS;** att;f of 2 ,P w NGC 5710 
UGC 9456,NGC 5730,BOOTES,14.1,spring,1.8,14 39.9,+42 45,Galaxy - ,,,vF;cS;E90 ,H III 657;chaotic 
UGC 9460,NGC 5731,BOOTES,13.1,spring,1.6,14 40.2,+42 47,Galaxy - ,,,vF;eS;lE ,H III 658 
UGC 9465,NGC 5727,BOOTES,13.7,spring,2.3,14 40.4,+33 59,Galaxy - ,,,eF;pL;R;dif, 
UGC 9467,NGC 5732,BOOTES,13.5,spring,1.4,14 40.6,+38 38,Galaxy - ,,,vF;S;R;lbM,H III 686 
UGC 9486,NGC 5739,BOOTES,12.1,spring,1.9,14 42.5,+41 51,Galaxy - ,,,pB;S;R;smbM;r;* nr ,H I 171;slightly asym;main body 1.5'X1.4' 
UGC 9481,NGC 5735,BOOTES,12.3,spring,2.4,14 42.6,+28 44,Galaxy - ,,,vF;L;iR;lbM,H III 133 
UGC 9488,NGC 5737,BOOTES,13.5,spring,1.3,14 43.2,+18 53,Galaxy - ,,,vF;cS;R;vglbM ,H III 896 
MCG 2-38- 1,NGC 5736,BOOTES,14.9,spring,1.1,14 43.5,+11 12,Galaxy - ,,,eeF;S;lE;v diffic , 
UGC 9498,NGC 5751,BOOTES,13.2,spring,1.5,14 43.8,+53 24,Galaxy - ,,,F;S;vlE;tri2*10;11 ,H II 809 
IC 4493 ,NGC 5747,BOOTES,14.5,spring,1,14 44.3,+12 08,Galaxy - ,,,eF;S , 
ZwG 134. 29 ,NGC 5748,BOOTES,15.4,spring,0.8,14 45.1,+21 55,Galaxy - ,,,eF;vS, 
MCG 7-30- 60,NGC 5752,BOOTES,14.1,spring,0.5,14 45.2,+38 44,Galaxy - ,,,F;1'p 5754, 
MCG 7-30- 62,NGC 5753,BOOTES,15.1,spring,0.4,14 45.3,+38 48,Galaxy - ,,,F;bM;np 5754 , 
UGC 9505,NGC 5754,BOOTES,14.1,spring,2,14 45.3,+38 44,Galaxy - ,,,cF;cS;R;bM;2nd of 4 ,H III 687;Arp 297;v long arms w low surf br; comp w long arm ex W 
UGC 9507,NGC 5755,BOOTES,15.1,spring,1.3,14 45.4,+38 47,Galaxy - ,,,F;2' nf 5754 ,Comp to N 5754;broad asym arms w low surf brightn. bar? 
UGC 9524,NGC 5758,BOOTES,13.5,spring,1.1,14 47.0,+13 40,Galaxy - ,,,eF;pS;R;*9f 22'',comp 15mag;npp of 2 
UGC 9525,NGC 5759,BOOTES,14.9,spring,0.3,14 47.2,+13 27,Galaxy - ,,,eF;S;R,Double system w distorted bridge 
UGC 9531,NGC 5760,BOOTES,13.3,spring,1.5,14 47.7,+18 30,Galaxy - ,,,vF;vS;cE90;vglbM,H III 885;IC 4507 at 2.8' PA 183 0.8'X0.4' m=15.7 
UGC 9535,NGC 5762,BOOTES,12.7,spring,1.5,14 48.7,+12 27,Galaxy - ,,,vF;S;R;p of 2 ,B main body;comp 3.2';*RA in UGC disagrees w CGCG 
ZwG 76. 64 ,NGC 5763,BOOTES,15.3,spring,0.6,14 49.0,+12 29,Galaxy - ,,,eeF;pS;v diffic;f of 2 , 
UGC 9549,NGC 5767,BOOTES,14.1,spring,0.9,14 49.6,+47 23,Galaxy - ,,,eF;pS;R;* nr ,comp 3.4';PA318;0.3'x 0.1' 
PGC 53014,UGC 9560 ,BOOTES,14.6,spring,0.8,14 50.9,+35 35,Galaxy - ,,,,Peculiar P w UGC 9562;jets SW and NE 
PGC 53039,UGC 9562 ,BOOTES,14.4,spring,1.2,14 51.2,+35 33,Galaxy - ,,,,Strongly peculiar;eruptive jets;P w UGC 9560 
UGC 9566,NGC 5772,BOOTES,12.8,spring,2.1,14 51.6,+40 36,Galaxy - ,,,pB;pL;lE;pslbM;*8 np,vBN 0.5'X0.35';poor res 
MCG 5-35- 21,NGC 5771,BOOTES,13.6,spring,0.8,14 52.2,+29 51,Galaxy - ,,,vF;S;R;pgbM,H III 129 
UGC 9571,NGC 5773,BOOTES,13.5,spring,0.8,14 52.5,+29 48,Galaxy - ,,,vF;S;R;pgbM,H III 130;Main body 0.4'X0.4';P w NGC 5771 
MCG 1-38- 8,NGC 5769,BOOTES,14.9,spring,0.3,14 52.7,+07 56,Galaxy - ,,,vF , 
MCG 9-24- 49,NGC 5788,BOOTES,15.5,spring,0.6,14 53.3,+52 03,Galaxy - ,,,eeF;S;R;v diffic;sf of 2 , 
NGC 5785,NGC 5783,BOOTES,12.8,spring,2.9,14 53.5,+52 05,Galaxy - ,,,pB;pS;iR;F* inv, 
NGC 5783,NGC 5785,BOOTES,13.6,spring,2.9,14 53.5,+52 05,Galaxy - ,,,vF;pS;F* nr F;np of 2, 
UGC 9592,NGC 5784,BOOTES,12.4,spring,1.9,14 54.3,+42 33,Galaxy - ,,,pB;S;R;smbM;stellar ,H II 676;UGC 9585 at 4.4';PA274 -- UGC 9585 m=16 : 1.1'X0.5' 
MCG 5-35- 24,NGC 5780,BOOTES,14,spring,0.9,14 54.4,+28 56,Galaxy - ,,,vF;S;R;* nr sp , 
NGC 5825,NGC 5778,BOOTES,13.8,spring,1.2,14 54.5,+18 39,Galaxy - ,,,eeF;pS;R;pB* nr f;diff , 
NGC 5778,NGC 5825,BOOTES,15.3,spring,1.2,14 54.5,+18 39,Galaxy - ,,,eeF;pS;lE;pB* close f, 
UGC 9599,NGC 5787,BOOTES,13.1,spring,0.9,14 55.3,+42 30,Galaxy - ,,,F;cS;R;pslbM ,H II 677;sharply delineated neutral ellip. disc compact;ellip.halo. 
UGC 9602,NGC 5782,BOOTES,15.1,spring,1.3,14 55.9,+11 52,Galaxy - ,,,eF;vS;E;* nr sf, 
UGC 9610,NGC 5794,BOOTES,13.4,spring,1,14 55.9,+49 44,Galaxy - ,,,pF;S;vsbM*13;1st of 4,B core in vF halo;no S0;comp 4.8';PA185;NGC 5797 at 5.3' 
UGC 9617,NGC 5795,BOOTES,13.8,spring,1.6,14 56.3,+49 24,Galaxy - ,,,vF;pS;lE;pB* close p, 
UGC 9619,NGC 5797,BOOTES,12.8,spring,1.1,14 56.4,+49 42,Galaxy - ,,,F;S;vsbM*13;2nd of 4,H III 678 
UGC 9615,NGC 5789,BOOTES,13.7,spring,0.9,14 56.6,+30 14,Galaxy - ,,,eF;pS;iF ,H III 976;v patchy spir;B cond on sf edge;NGC 5798 at 21' PA139 
UGC 9627,NGC 5804,BOOTES,13.1,spring,1.2,14 57.1,+49 40,Galaxy - ,,,vF;vS;vsmbM;*6 nr ,H III 679;NGC 5797 at 7.1';sev small faint comps w in 10' 
 ,NGC 5805,BOOTES,15.8,spring,0.4,14 57.2,+49 38,Galaxy - ,,,S, 
UGC 9624,NGC 5790,BOOTES,13.6,spring,0.9,14 57.6,+08 17,Galaxy - ,,,eF;vS;iF;lbM , 
UGC 9628,NGC 5798,BOOTES,13.1,spring,1.4,14 57.6,+29 58,Galaxy - ,,,F;S;R;vgbM;* nf,H III 131;P w NGC 5789 
UGC 9642,NGC 5820,BOOTES,12.4,spring,2.2,14 58.7,+53 53,Galaxy - ,,,B;E90;sbM;B D*f8';brightest of 3 ,H II 756;Asym env;F streamer off SE end;D* Sh 191 8' E 
UGC 9643,NGC 5818,BOOTES,13.7,spring,1.2,14 59.0,+49 49,Galaxy - ,,,vF;pS;R;eF* inv;bet 2* , 
UGC 9648,NGC 5821,BOOTES,14.9,spring,1.8,14 59.0,+53 55,Galaxy - ,,,vF;S ,H III 811;P w NGC 5820 at 3.7';PA233 
MCG 8-27- 52,NGC 5828A ,BOOTES,14.3,spring,0.3,15 00.8,+49 59,Galaxy - ,,,eF;pS;R;bet 2 dist* , 
NGC 5828,NGC 5828B ,BOOTES,14.6,spring,0.6,15 00.8,+50 00,Galaxy - ,,,,P w comp 0.7';PA190;0.35'X0.22' 
UGC 9662,NGC 5827,BOOTES,13,spring,1.1,15 01.9,+25 58,Galaxy - ,,,pB;pL;R;bM,disturbed;sml F cond at np edge;disturbing comp? 
UGC 9670,NGC 5830,BOOTES,14.2,spring,1,15 01.9,+47 53,Galaxy - ,,,vF;S;R;B* nr f , 
UGC 9674,NGC 5835,BOOTES,14.4,spring,1.1,15 02.4,+48 53,Galaxy - ,,,vF;pS;R , 
IC 4526 ,NGC 5829,BOOTES,13.4,spring,1.7,15 02.7,+23 20,Galaxy - ,,,vF;vL;irrR;bM ,sf of 2;interacting w comp at 1.4' PA 320 .5X0.4 
 ,NGC 5840,BOOTES,99.9,spring,,15 04.3,+29 30,Non-existant - ,,,eeF;pS;lE;v diffic , 
UGC 9686,NGC 5837,BOOTES,14.5,spring,1,15 04.7,+12 38,Galaxy - ,,,vF;S;R;D* np ,Brightest in grp;comp 1.5' PA39 0.3'X0.2' 
MCG 4-36- 3,NGC 5842,BOOTES,15.2,spring,0.4,15 04.9,+21 04,Galaxy - ,,,eF;vS;R;lbM, 
UGC 9707,NGC 5853,BOOTES,14.8,spring,1.5,15 05.9,+39 31,Galaxy - ,,,pF;pS;R;mbM;r? , 
UGC 9717,NGC 5860,BOOTES,14.2,spring,0.9,15 06.6,+42 38,Galaxy - ,,,F;S;R;psbM,I Zw 102;contiguous compacts;double system 
UGC 9714,NGC 5851,BOOTES,14,spring,1,15 06.9,+12 51,Galaxy - ,,,eF;vS;np of 2 ,H III 886;In triple group w NGC 5852(brightest) 
MCG 2-38- 45,NGC 5852,BOOTES,13.5,spring,1.1,15 06.9,+12 51,Galaxy - ,,,eF;vS;sf of 2 ,H III 887 
 ,NGC 5856,BOOTES,6,spring,,15 07.3,+18 27,1 Star - ,,,neb *6? ,H IV 71 
UGC 9724,NGC 5857,BOOTES,13.1,spring,1.2,15 07.5,+19 36,Galaxy - ,,,cF;cS;E;p of Dneb ,H II 751;P w NGC 5859;many S galaxies near;vsvBN in B lens 
UGC 9728,NGC 5859,BOOTES,12.4,spring,3,15 07.6,+19 35,Galaxy - ,,,pF;pS;E;f of Dneb ,H II 752;P w NGC 5857 at 2 ' 
UGC 9736,NGC 5874,BOOTES,12.4,spring,2.3,15 07.9,+54 45,Galaxy - ,,,vF;pL;R;in tri of 3B*, 
UGC 9741,NGC 5875A ,BOOTES,14,spring,0.6,15 08.6,+52 18,Galaxy - ,,,, 
UGC 9745,NGC 5875,BOOTES,12.4,spring,2.3,15 09.2,+52 32,Galaxy - ,,,pB;pL;lE ,H II 755;comp 3.1';PA190;0.3'X0.2';F;dif 
UGC 9747,NGC 5876,BOOTES,12.7,spring,2.4,15 09.5,+54 30,Galaxy - ,,,F;S;R;mbM , 
ZwG 221. 36 ,NGC 5886,BOOTES,15.1,spring,0.9,15 12.8,+41 14,Galaxy - ,,,F;vS;R;bM , 
UGC 9771,NGC 5888,BOOTES,13.4,spring,1.3,15 13.1,+41 16,Galaxy - ,,,cF;vS;R;bM;r ,H III 659;NGC 5886 at 4.6' sp m=15.1 
 ,NGC 5884,BOOTES,99.9,spring,,15 13.2,+31 52,2 Star - ,,,only 2 F st, 
 ,NGC 5889,BOOTES,15.5,spring,0.9,15 13.3,+41 20,Galaxy - ,,,eeF;glbM ,not in CGCG 
UGC 9774,NGC 5893,BOOTES,13.1,spring,1.2,15 13.6,+41 58,Galaxy - ,,,F;S;R;r;3* nr ,H II 678;NGC 5895-6 at4'3.vF bridge;total m=15.5 
MCG 7-31- 43,NGC 5895,BOOTES,15.5,spring,0.9,15 13.8,+42 00,Galaxy - ,,,vF;S;E ns;conn w 5896, 
MCG 7-31- 44,NGC 5896,BOOTES,15.5,spring,0.2,15 13.8,+42 01,Galaxy - ,,,vF;vS;R;conn w 5895 ,Fneb 1' n of 5895 
MCG 8-28- 11,NGC 5902,BOOTES,15.4,spring,1.1,15 14.4,+50 20,Galaxy - ,,,vF;vS;stellar ,H III 737;star superimp 
 ,NGC 5901,BOOTES,99.9,spring,,15 15.0,+42 14,1 Star - ,,,nr n of 5900;eF;S , 
UGC 9789,NGC 5899,BOOTES,11.7,spring,3.3,15 15.1,+42 03,Galaxy - ,,,cB;pL;pmE;smbMN,H II 650;svBN;sev knotty branch arms;strong asym 
UGC 9790,NGC 5900,BOOTES,14,spring,1.4,15 15.1,+42 13,Galaxy - ,,,vF;S;vlE;gbM ,H III 660;NGC 5899 at 9' NGC 5901(=Ho 702b) at 1' may be a 
NGC 5914,NGC 5914A ,BOOTES,15,spring,0.8,15 18.7,+41 52,Galaxy - ,,,F;vS;R;F st inv, 
MCG 7-31- 56,NGC 5914B ,BOOTES,17,spring,0.7,15 18.8,+41 53,Galaxy - ,,,, 
UGC 9817,NGC 5918,BOOTES,13.2,spring,1.9,15 19.4,+45 53,Galaxy - ,,,cF;L;pmE;glbM;**S ,3 patches in disc may be superimp
 ,NGC 5922,BOOTES,99.9,spring,,15 21.2,+41 40,2 Star - ,,,eF;S ,H III 661 
UGC 9823,NGC 5923,BOOTES,13.1,spring,1.8,15 21.2,+41 44,Galaxy - ,,,vF;pL;vlE;vgbM , 
UGC 9851,NGC 5929,BOOTES,13,spring,0.9,15 26.1,+41 40,Galaxy - ,,,vF;vS;sp of Dneb,conn. P w NGC 5930 @ 0'5. Faint I syst. at 5'5 nf 
UGC 9852,NGC 5930,BOOTES,13,spring,1.8,15 26.1,+41 41,Galaxy - ,,,pF;pS;R;nf of Dneb ,H II 651;conn w NGC 5929 
PGC 55104,UGC 9858 ,BOOTES,12.8,spring,4.4,15 26.6,+40 34,Galaxy - ,,,, 
MCG 8-28- 33,NGC 5932,BOOTES,15.2,spring,0.8,15 26.8,+48 37,Galaxy - ,,,vF;pS;R;np of 2, 
MCG 8-28- 34,NGC 5933,BOOTES,15.7,spring,0.5,15 27.0,+48 37,Galaxy - ,,,eeF;vS;R;sf of 2, 
UGC 9862,NGC 5934,BOOTES,13.8,spring,0.7,15 28.2,+42 56,Galaxy - ,,,F;S;irR;lE ns;2* inv,interact;comp @ 4.7';PA 354;m=15.7 
MCG 7-32- 13,NGC 5935,BOOTES,15.1,spring,0.7,15 28.3,+42 57,Galaxy - ,,,*13;14 seems sl neb , 
UGC 9870,NGC 5943,BOOTES,13.2,spring,1.3,15 29.7,+42 47,Galaxy - ,,,vF;pS;dif , 
UGC 9871,NGC 5945,BOOTES,12.8,spring,2.1,15 29.7,+42 55,Galaxy - ,,,pF;pL;gmbM;S* att np, 
UGC 9877,NGC 5947,BOOTES,13.7,spring,1.2,15 30.6,+42 43,Galaxy - ,,,vF;S;dif ,prob member of clust 
UGC 9884,NGC 5950,BOOTES,13.7,spring,1.5,15 31.5,+40 26,Galaxy - ,,,vF;S;R;S* np , 
PGC 55381,UGC 9893 ,BOOTES,14.3,spring,1.1,15 32.9,+46 27,Galaxy - ,,,,Double system?;several knots w bright core 
UGC 9923,NGC 5966,BOOTES,12.2,spring,1.8,15 35.9,+39 46,Galaxy - ,,,vF;S;R;gbM;2st 8'f ,H III 634;IC 4563 at 4' nf spir m=15.1 
UGC 9928,IC 4562,BOOTES,12.6,spring,1.2,15 36.0,+43 30,Galaxy - ,,,pB;S;R;mbM, 
UGC 10003,NGC 5992,BOOTES,13.7,spring,0.9,15 44.4,+41 05,Galaxy - ,,,vF;vS;R;bM;sp of 2 ,H III 635;P w NGC 5993 
UGC 10007,NGC 5993,BOOTES,13.1,spring,1.2,15 44.5,+41 07,Galaxy - ,,,cF;vS;R;bM;nf of 2 ,H III 636;P w NGC 5992 
ESO 202-10 ,NGC 1567,CAELUM,12.5,winter,1.4,04 21.1,-48 15,Galaxy - ,,,F;S;R;bM , 
NGC 1571,NGC 1570,CAELUM,13.2,winter,2,04 22.1,-43 38,Galaxy - ,,,F;S;R;gbM , 
NGC 1570,NGC 1571,CAELUM,12.3,winter,2,04 22.1,-43 38,Galaxy - ,,,vF;S;R;gbM;** nf, 
ESO 303-14 ,NGC 1572,CAELUM,12.4,winter,2.4,04 22.7,-40 36,Galaxy - ,,,pF;S;R;*13 nf 1', 
ESO 303-18 ,NGC 1585,CAELUM,13.5,winter,1.2,04 27.6,-42 10,Galaxy - ,,,pF;S;R;gbM;*12 288 , 
ESO 202-25 ,NGC 1595,CAELUM,13.7,winter,1.3,04 28.4,-47 49,Galaxy - ,,,vF;S;R;bM , 
ESO 202-26 ,NGC 1598,CAELUM,13.8,winter,1.4,04 28.6,-47 47,Galaxy - ,,,F;S;R;bM , 
ESO 251-10 ,NGC 1616,CAELUM,12.6,winter,1.8,04 32.7,-43 43,Galaxy - ,,,F;S;E;vglbM, 
ESO 304-16 ,NGC 1658,CAELUM,13.5,winter,1.5,04 44.0,-41 28,Galaxy - ,,,F;pS;pmE;glbM , 
ESO 304-18 ,NGC 1660,CAELUM,13.9,winter,1,04 44.2,-41 30,Galaxy - ,,,vF;S;lE;glbM , 
ESO 251-30 ,NGC 1668,CAELUM,12.7,winter,1.6,04 46.1,-44 44,Galaxy - ,,,eF;R;att to*14 , 
ESO 422- 1 ,NGC 1679,CAELUM,11.5,winter,2.7,04 49.9,-31 58,Galaxy - ,,,vB;L;iR;4*1nv , 
ESO 361-13 ,NGC 1687,CAELUM,13.9,winter,1.3,04 51.4,-33 56,Galaxy - ,,,vF;S;R;vglbM , 
ESO 422-11 ,NGC 1701,CAELUM,12.8,winter,1.2,04 55.9,-29 53,Galaxy - ,,,F;S;vlE;glbM;*10 sf , 
ESO 305- 1 ,NGC 1759,CAELUM,13.1,winter,1.4,05 00.8,-38 40,Galaxy - ,,,vF;pL;vglbM, 
Sh1-118 ,PK 118+ 2.1 ,CAMELOPARDALIS,12.9,winter,120s,00 07.6,+64 58,Bright Nebula - ,,,,Typical spectrum of HII region 
 ,Stock 23,CAMELOPARDALIS,99.9,winter,15,03 16.2,+60 06,Open Cluster - 25,7.6,,13''-pB;pL;nRi;scatt;17* at 100X , 
 ,Czernik 14 ,CAMELOPARDALIS,99.9,winter,6,03 17.0,+58 36,Open Cluster - 15,,,, 
 ,King 6,CAMELOPARDALIS,99.9,winter,7,03 28.0,+56 27,Open Cluster - 35,10,,13''-pB;pL;pRi;lC; 24* mags 10..13 at 100X , 
LBN 684 ,vdB 15,CAMELOPARDALIS,99.9,winter,40,03 29.5,+58 54,Bright Nebula - ,,,, 
LBN 681 ,vdB 14,CAMELOPARDALIS,99.9,winter,46,03 30.3,+59 34,Bright Nebula - ,,,, 
 ,Berk 10,CAMELOPARDALIS,12,winter,12,03 39.6,+66 31,Open Cluster - 50,14,,13''-F;pL;nRi;C;10* at 165X , 
UGC 2824,IC 334,CAMELOPARDALIS,12.3,winter,3.7,03 45.3,+76 38,Galaxy - ,,,pB;S;*13 mag invl sf, 
UGC 2847,IC 342,CAMELOPARDALIS,12,winter,20.9,03 46.8,+68 06,Galaxy - ,, C ,F;vL;R;vsBN,Local Group Member 
 ,Tombaugh 5 ,CAMELOPARDALIS,8.4,winter,17,03 47.7,+59 05,Open Cluster - 60,11.6,,, 
PGC 13880,UGC 2855 ,CAMELOPARDALIS,12.9,winter,4.4,03 48.4,+70 08,Galaxy - ,,,,P w UGC 2866 at 10' south foll 
 ,Czernik 17 ,CAMELOPARDALIS,99.9,winter,5,03 52.3,+61 58,Open Cluster - 15,,,, 
 ,Sh2-205,CAMELOPARDALIS,99.9,winter,80,03 53.2,+53 04,Bright Nebula - ,,,, 
 ,Kemble 1,CAMELOPARDALIS,5,winter,180,03 57.5,+63 04,Asterism - 20,5,,8X42binoc-19* in chain about 4 deg long incl CL 1502 ,Kemble's Cascade; 3 deg chain of stars NW to SE; ends in NGC 1502 
UGC 2909,NGC 1469,CAMELOPARDALIS,12.7,winter,1.9,04 00.5,+68 35,Galaxy - ,,,vF;vS;R;B* nr , 
UGC 2933,NGC 1485,CAMELOPARDALIS,12.6,winter,2.1,04 05.1,+71 00,Galaxy - ,,,eF;pS;R , 
PK 144+6.1 ,NGC 1501,CAMELOPARDALIS,12,winter,56s,04 07.0,+60 55,Planetary Nebula - ,14.4,B H ,pB;pS;vlE;1'Diam,H IV 53;PK144+6.1 
UGC 2953,IC 356,CAMELOPARDALIS,10.5,winter,4.5,04 07.8,+69 49,Galaxy - ,,,pF;pL;BM;* 8.5 4' north , 
OCL 383,NGC 1502,CAMELOPARDALIS,6.9,winter,8,04 07.8,+62 20,Open Cluster - 45,6.9, H ,Cl;pRi;cC;iF ,H VII 47;Incl Struve 484 5''sep PA 130 & Struve 485 18'' 6'' 11''mul* 
M2- 2 ,PK 147+ 4.1 ,CAMELOPARDALIS,13.7,winter,6.0s,04 13.3,+56 57,Planetary Nebula - ,,,, 
 ,B 9 ,CAMELOPARDALIS,79.9,winter,150,04 18.0,+55 03,Dark Nebula - ,,,,Dark; irregular vacancy. Middle of a great vacancy runs E-W; 2.5 by 0.5 deg. 
OCL 393,IC 361,CAMELOPARDALIS,11.7,winter,6,04 18.8,+58 15,Open Cluster - 60,14.6,,F;L;neby? , 
LDN 1392,B 8 ,CAMELOPARDALIS,79.9,winter,150,04 19.0,+55 03,Dark Nebula - ,,,4''-huge dark oval with pretty good contrast ,Grouping of LDN 1392;1395;1399;1402; 3 deg north of Cl NGC 1528 
 ,Mayer 2,CAMELOPARDALIS,99.9,winter,3,04 19.8,+53 10,Open Cluster - 18,,,, 
SH2-208 ,PK 151+ 2.1 ,CAMELOPARDALIS,99.9,winter,4.0,04 19.8,+53 06,Bright Nebula - ,13.9,,,Not a PLNNB;H II region Sh 2-207 
IC 381 ,NGC 1530,CAMELOPARDALIS,11.4,winter,4.4,04 23.4,+75 18,Galaxy - ,,,pB;L ,compact core;surroundg spiral patt;broad bar;filam 
M4-18 ,PK 146+ 7.1 ,CAMELOPARDALIS,15.8,winter,4.0s,04 25.8,+60 07,Planetary Nebula - ,13.9,,,Stellar 
 ,B 11 ,CAMELOPARDALIS,79.9,winter,3,04 26.6,+55 02,Dark Nebula - ,,,,East end of irregular lane near B 8 
