IC0194,,Pisces,10.53,,1.879201958,3.083333333,2.61425,Galaxy,
IC0195,,Aries,10.28,,1.62788206,3.75,14.70927778,Galaxy,
IC0196,,Aries,9.77,,2.559257705,3.833333333,14.73913889,Galaxy,
IC0197,,Pisces,10.85,,1.14061387,4.083333333,2.786833333,Galaxy,
IC0198,,Pisces,11.09,,1.154859299,6.05,9.295555556,Galaxy,
IC0199,,Pisces,10.97,,1.397139936,6.316666667,9.227416667,Galaxy,
IC0200,,Triangulum,10.1,,1.740114939,5.45,31.17533333,Galaxy,
IC0201,,Cetus,12.34,,0.73593478,7.25,9.115055556,Galaxy,
IC0202,,Cetus,11.04,,1.397175723,7.483333333,9.168305556,Galaxy,
IC0203,,Cetus,11.85,,0.787464285,7.5,9.122638889,Galaxy,
IC0204,,Cetus,11.69,,0.657343137,7.45,-1.430194444,Galaxy,
IC0205,,Cetus,11.03,,1.23239604,7.45,-2.091277778,Galaxy,
IC0206,,Cetus,11.55,,1.28082005,9.516666667,-6.968388889,Galaxy,
IC0207,,Cetus,10.17,,1.865100533,9.65,-6.922194444,Galaxy,
IC0208,,Cetus,10.68,,1.737613306,8.466666667,6.394916667,Galaxy,
IC0209,,Cetus,10.27,,1.827840256,8.983333333,-7.058916667,Galaxy,
IC0210,,Cetus,9.37,,2.438237068,9.466666667,-9.680333333,Galaxy,
IC0211,,Cetus,11.48,,1.825705343,11.13333333,3.8525,Galaxy,
IC0212,,Aries,11.78,,0.956922149,13.63333333,16.59394444,Galaxy,
IC0213,,Aries,10.14,,1.75071414,14.06666667,16.45588889,Galaxy,
IC0214,,Cetus,11,,0.734098086,14.1,5.17325,Galaxy,
IC0215,,Cetus,11.13,,0.861220065,14.15,-6.806333333,Galaxy,
IC0216,,Cetus,12.43,,0.593632883,15.93333333,-2.015111111,Galaxy,
IC0217,,Cetus,10.75,,2.05,16.16666667,-11.92672222,Galaxy,
IC0218,,Cetus,11.37,,0.958175349,17.11666667,1.282333333,Galaxy,
IC0219,,Cetus,9.98,,1.962065238,18.65,-6.903333333,Galaxy,
IC0220,,Cetus,10.96,,0.742495791,19.2,-12.78163889,Galaxy,
IC0221,,Triangulum,9.89,,1.946201428,22.68333333,28.25697222,Galaxy,
IC0222,,Aries,10.72,,1.06212052,22.8,11.63833333,Galaxy,
IC0223,,Cetus,14.09,,1.292516924,22.01666667,-20.74591667,Galaxy,
IC0224,,Cetus,11.08,,1.042928569,24.75,-12.56447222,Galaxy,
IC0225,,Cetus,11.97,,1.352811886,26.46666667,1.160527778,Galaxy,
IC0226,,Triangulum,10.21,,1.083743512,27.76666667,28.20883333,Galaxy,
IC0227,,Triangulum,9.49,,2.678245694,28.06666667,28.17533333,Galaxy,
IC0228, NGC944,Cetus,0,,0,26.7,-14.51563889,DELETE,
IC0229,,Cetus,0,,0,27.36666667,-23.813,Other,Nothing here; nominal position.
IC0230,,Cetus,11.7,,0.765506368,28.78333333,-10.83136111,Galaxy,
IC0231,,Cetus,11,,0.810246876,29.93333333,1.179083333,Galaxy,
IC0232,,Cetus,10.31,,1.287982919,31.2,1.265638889,Galaxy,
IC0233,,Cetus,12.65,,0.420119031,31.68333333,2.809916667,Galaxy,
IC0234,,Cetus,11.75,,0.773692445,31.63333333,-0.14025,Galaxy,
IC0235,,Aries,11.74,,0.492036584,32.85,20.64125,Galaxy,
IC0236,,Cetus,11.54,,0.827345152,32.93333333,-0.13125,Galaxy,
IC0237,,Cetus,11.26,,0.742765104,33.53333333,1.139888889,Galaxy,
IC0238,,Aries,9.52,,1.590125781,35.38333333,12.83772222,Galaxy,
IC0239,,Andromeda,8.78,,5.84316695,36.46666667,38.96991667,Galaxy,
IC0240,,Perseus,0,,0,38.98333333,41.71941667,Other,Line of 3-4 Galactic stars.
IC0241,,Cetus,10.56,,1.076150547,37.9,2.328027778,Galaxy,
IC0242,,Cetus,0,,0,38.4,-6.933944444,**,IC 0242 is a Galactic double star.
IC0243,,Cetus,10.53,,1.406556078,38.53333333,-6.902138889,Galaxy,
IC0244,,Cetus,11.75,,0.84314886,39.41666667,2.728805556,Galaxy,
IC0245,,Cetus,11.34,,1.1472576,38.91666667,-14.30555556,Galaxy,
IC0246,,Cetus,10.79,,0.920977741,40.48333333,2.478638889,Galaxy,
IC0247,,Cetus,10.55,,1.088117641,40.15,-11.73377778,Galaxy,
IC0248,,Aries,9.98,,1.236001618,41.43333333,17.81222222,Galaxy,
IC0249, NGC961,Cetus,0,,0,41.03333333,-6.935916667,DELETE,
