label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,,,
NGC890,UGC1823,TRIANGULUM AUSTRALE,11.2,summer,2.9,35.5,33.26666667,Galaxy,B;S;R;bM;3F* sp,,,
NGC917,UGC1890,TRIANGULUM AUSTRALE,14.5,summer,2.5,36.525,31.91666667,Galaxy,vF;S;R;4* nr;(vS Cl),,,
NGC925,UGC1913,TRIANGULUM AUSTRALE,10.1,summer,10.9,36.825,33.58333333,Galaxy,cF;cL;E;vgbM;2*13 np,,,
NGC931,UGC1935,TRIANGULUM AUSTRALE,12.8,summer,3.9,37.05,31.31666667,Galaxy,F;pL;iR ,,,
NGC940,UGC1964,TRIANGULUM AUSTRALE,12.4,summer,1.2,37.375,31.63333333,Galaxy,F;S;R;bM ,,,
NGC949,UGC1983,TRIANGULUM AUSTRALE,11.8,summer,2.7,37.7,37.13333333,Galaxy,cB;L;E;vgbM,,,
NGC953,UGC1991,TRIANGULUM AUSTRALE,13.5,summer,1.5,37.8,29.58333333,Galaxy,pF;S;R;mbM,,,
NGC952,,TRIANGULUM AUSTRALE,99.9,summer,,37.825,34.75,Non-existant,vF;vS;R;bM,,,
NGC959,UGC2002,TRIANGULUM AUSTRALE,12.4,summer,2.3,38.1,35.5,Galaxy,eF;pL;lE;lbM ,,,
UGC2023,PGC9726,TRIANGULUM AUSTRALE,13.9,summer,2,38.325,33.5,Galaxy,,,,
NGC968,UGC2040,TRIANGULUM AUSTRALE,12.2,summer,3.6,38.525,34.48333333,Galaxy,pF;pS;R;bM,,,
NGC969,UGC2039,TRIANGULUM AUSTRALE,12.3,summer,1.7,38.525,32.95,Galaxy,S;R;psbM;0.0666667t of 5 ,,,
NGC970,MCG5-7-9,TRIANGULUM AUSTRALE,15.5,summer,0.7,38.55,32.98333333,Galaxy,vF;vS;R;2nd of 5,,,
NGC971,,TRIANGULUM AUSTRALE,99.9,summer,,38.575,32.98333333,1 Star,vF;vS;R;3rd of 5,,,
NGC973,UGC2048,TRIANGULUM AUSTRALE,12.8,summer,3.7,38.575,32.5,Galaxy,eeF;S;mE;pB* nr sp ,,,
NGC974,UGC2049,TRIANGULUM AUSTRALE,12.7,summer,3,38.6,32.95,Galaxy,vF;R;bM;4th of 5,,,
NGC978A,NGC978,TRIANGULUM AUSTRALE,14,summer,2,38.7,32.85,Galaxy,pB;R;5th of 5 ,,,
NGC978B,MCG5-7-17,TRIANGULUM AUSTRALE,15,summer,0.4,38.7,32.85,Galaxy,,,,
NGC987,UGC2093,TRIANGULUM AUSTRALE,12.4,summer,1.3,39.2,33.33333333,Galaxy,F;S;vlE;bM;r;2*14 np,,,
UGC2105,Mrk1050,TRIANGULUM AUSTRALE,13.5,summer,1.5,39.425,34.43333333,Galaxy,,,,
NGC983,NGC1002,TRIANGULUM AUSTRALE,14,summer,1.2,39.725,34.61666667,Galaxy,eF;vS;R;bM,,,
NGC1002,NGC983,TRIANGULUM AUSTRALE,13.1,summer,1.2,39.725,34.61666667,Galaxy,vF;vS;iR;bMN ,,,
NGC1057,UGC2184,TRIANGULUM AUSTRALE,14.2,summer,1.2,40.75,32.48333333,Galaxy,vF;double ,,,
NGC1060,UGC2191,TRIANGULUM AUSTRALE,11.8,summer,2.3,40.825,32.41666667,Galaxy,F;pL;R;lbM;*F4.1;3's,,,
NGC1061,MCG5-7-36,TRIANGULUM AUSTRALE,14,summer,0.9,40.825,32.46666667,Galaxy,vF;S;R;bM ,,,
NGC1062,,TRIANGULUM AUSTRALE,14.9,summer,,40.85,32.46666667,1 Star,eeF ,,,
NGC1066,UGC2203,TRIANGULUM AUSTRALE,13.3,summer,1.7,40.95,32.48333333,Galaxy,vF;pL;R;lbM;s of 2 ,,,
NGC1067,UGC2204,TRIANGULUM AUSTRALE,13.7,summer,1.1,40.95,32.51666667,Galaxy,eF;S;n of 2,,,
NGC1093,UGC2274,TRIANGULUM AUSTRALE,13.1,summer,1.8,42.075,34.41666667,Galaxy,ef;vS,,,
NGC7823,ESO111-12,TUCANA,13.4,autumn,1.1,1.2,-61.93333333,Galaxy,F;S;R;gbM ,,,
NGC53,ESO111-20,TUCANA,13.5,autumn,2,3.675,-59.66666667,Galaxy,eF;S;R;bM ,,,
NGC104,47Tucanae,TUCANA,4,autumn,30,6.025,-71.91666667,Globular Clu.,!! vB;vL;eRi;vmCM , C ,,
NGC121,ESO50-SC12,TUCANA,10.6,autumn,1.5,6.7,-70.46666667,Glob. Cluster SMC,pB;pS;lE;vgbM ,,,
NGC152,ESO28-SC24,TUCANA,12,autumn,30,8.225,-72.88333333,Glob. Cluster SMC,vF;L;R;vglbM ,,,
NGC176,ESO29-SC2,TUCANA,12,autumn,,9,-72.83333333,Open Clus SMC,eF;S;vlE;r;*8 nr,,,
NGC220,ESO29-SC3,TUCANA,11.5,autumn,,10.125,-72.6,Open Clus SMC,F;iR;vgbM;0.0666667t of several ,,,
NGC222,ESO29-SC4,TUCANA,11.5,autumn,,10.175,-72.61666667,Open Clus SMC,vF;R;2nd of several ,,,
NGC231,ESO29-SC5,TUCANA,12,autumn,,10.275,-72.65,Open Clus SMC,in train of st and neb ,,,
NGC241,ESO29-SC6,TUCANA,12,autumn,,10.875,-72.56666667,Open Cluster,vF;R ,,,
NGC242,ESO29-SC6,TUCANA,12,autumn,,10.9,-72.55,Open Clus SMC,vF;S;bi-N ,,,
NGC248,ESO29-EN8,TUCANA,99.9,autumn,1,11.35,-72.61666667,Diffuse Clus. SMC,F;S;E or bi-N;vglbM ,,,
NGC249,ESO29-EN9,TUCANA,13.8,autumn,2,11.375,-72.91666667,Diffuse Clus. SMC,F;pL;vlE;r,,,
NGC256,ESO29-SC11,TUCANA,12,autumn,,11.475,-72.5,Nebula Cluster SMC,F;S;R;gbM;* 9 nf 40'',,,
NGC261,ESO29-EN12,TUCANA,13,autumn,1.9,11.625,-72.9,Diffuse Clus. SMC,F;pL;R;gbM13,,,
NGC265,ESO29-SC14,TUCANA,12,autumn,,11.8,-72.51666667,Glob. Cluster SMC,F;pS;R,,,
NGC267,ESO29-SC15,TUCANA,99.9,autumn,2.5,12,-72.73333333,Nebula Cluster SMC,Cl;F;pL;st vS ,,,
NGC269,ESO29-SC16,TUCANA,12,autumn,,12.1,-72.46666667,Glob. Cluster SMC,vF;S;R,,,
NGC290,ESO29-SC19,TUCANA,12,autumn,,12.8,-72.83333333,Open Clus SMC,eF ,,,
NGC292,SmallMagellancCl,TUCANA,2.3,autumn,319,13.15,-71.2,Galaxy,!!!vvB;eeL;iR;st 12...18 ,,,
NGC294,ESO29-SC22,TUCANA,99.9,autumn,,13.275,-72.61666667,Diffuse Clus. SMC,vF;pL;R;vglbM;r,,,
NGC299,ESO51-SC5,TUCANA,11.5,autumn,,13.35,-71.8,Nebula Cluster SMC,pB;vS;R;gvlbM;r,,,
NGC306,ESO29-SC23,TUCANA,12.5,autumn,,13.575,-71.75,Nebula Cluster SMC,F;vS ,,,
NGC330,ESO29-SC24,TUCANA,9.6,autumn,1.9,14.075,-71.53333333,Glob. Cluster SMC,vB;S;lE;st 13...15 ,,,
NGC339,ESO29-SC25,TUCANA,11.9,autumn,2.2,14.425,-73.53333333,Glob. Cluster SMC,F;L;R;vgbM,,,
NGC346,ESO51-SC10,TUCANA,10.3,autumn,5.2,14.775,-71.81666667,Nebula Cluster SMC,B;L;viF;mbMD*;r,,,
NGC361,ESO51-SC12,TUCANA,11.8,autumn,1.5,15.55,-70.4,Glob. Cluster SMC,vvF;pL;vlE;vgbM,,,
NGC360,ESO79-14,TUCANA,13.4,autumn,3.6,15.725,-64.38333333,Galaxy,eF;vmE 145 degrees;vlbM ,,,
NGC362,Dunlop62,TUCANA,6.8,autumn,12.9,15.8,-69.15,Globular Clu.,vB;vL;vC;vmbM , C ,,
NGC371,ESO51-SC14,TUCANA,13.8,autumn,7.5,15.875,-71.95,Nebula Cluster SMC,Cl;F;L;R;pC;st 14...16 ,,,
NGC376,ESO29-SC29,TUCANA,11.8,autumn,7.9,15.975,-71.18333333,Glob. Cluster SMC,B;S;R,,,
NGC395,ESO51-SC16,TUCANA,99.9,autumn,17,16.275,-72,Nebula Cluster SMC,vF;pL;R;glbM ,,,
NGC406,ESO51-18,TUCANA,12.5,autumn,3,16.85,-68.11666667,Galaxy,F;vL;R;vglbM ,,,
NGC411,ESO51-SC19,TUCANA,11,autumn,,16.975,-70.23333333,Glob. Cluster SMC,eF;pL;R;gvlbM ,,,
NGC416,ESO29-SC32,TUCANA,11,autumn,1.1,17,-71.65,Glob. Cluster SMC,F;pS;R;gbM,,,
NGC419,ESO29-SC33,TUCANA,10,autumn,2.6,17.075,-71.11666667,Glob. Cluster SMC,pB;pL;R;gbM,,,
NGC422,ESO51-SC22,TUCANA,12.5,autumn,,17.35,-70.23333333,Open Clus SMC,vF;(in Nubec. minor),,,
NGC432,ESO113-22,TUCANA,14,autumn,1.3,17.95,-60.46666667,Galaxy,F;S;R;gbM;* 12 f,,,
NGC434,ESO113-23,TUCANA,12,autumn,2.2,18.05,-57.75,Galaxy,B;S;R;psbM,,,
NGC434A,ESO113-24,TUCANA,14.7,autumn,1.2,18.125,-57.78333333,Galaxy,,,,
NGC440,ESO113-25,TUCANA,13.2,autumn,1.2,18.2,-57.71666667,Galaxy,F;vS;R,,,
NGC456,ESO29-SC38,TUCANA,99.9,autumn,15,18.425,-72.7,Nebula Cluster SMC,pF;pL;iR;r;0.0666667t of sev,,,
NGC460,ESO29-SC39,TUCANA,99.9,autumn,,18.65,-72.73333333,Nebula Cluster SMC,F;pL;iR;gbM;2nd of sev ,,,
NGC458,ESO51-SC26,TUCANA,10.5,autumn,,18.725,-70.45,Glob. Cluster SMC,pF;L;R;vgbM,,,
NGC465,ESO29-SC40,TUCANA,99.9,autumn,91,18.925,-72.68333333,Open Clus SMC,pB;pL;iF;3rd of sev ,,,
NGC466,ESO113-34,TUCANA,13.6,autumn,1.7,19.3,-57.08333333,Galaxy,vF;pS;R;gbM,,,
NGC484,ESO113-36,TUCANA,12.2,autumn,1.9,19.9,-57.46666667,Galaxy,vB;S;lE;psmbM ,,,
NGC7219,ESO108-19,TUCANA,12.5,autumn,1.7,333.275,-63.15,Galaxy,pB;S;R;0.0333333t nr ,,,
NGC7278,ESO146-27,TUCANA,15.2,autumn,0.8,337.1,-59.83333333,Galaxy,eeF;lE;vgvlbM;3 st sf,,,
NGC7329,ESO109-12,TUCANA,11.3,autumn,3.7,340.1,-65.51666667,Galaxy,pB;pS;mE90,,,
NGC7358,ESO109-18,TUCANA,12.8,autumn,1.9,341.4,-64.88333333,Galaxy,F;S;R;bM ,,,
NGC7408,ESO109-26,TUCANA,12.6,autumn,1.6,343.975,-62.3,Galaxy,pB;pS;R;vglbM ,,,
NGC7417,ESO109-28,TUCANA,12.3,autumn,1.9,344.45,-64.96666667,Galaxy,pB;cS;R;gpmbM ,,,
NGC7622,ESO148-G008,TUCANA,13.4,autumn,1.2,350.4,-61.88333333,Galaxy,cF;eS;am 5 st (doubtful) ,,,
NGC7650,ESO148-10,TUCANA,12.7,autumn,1.4,351.325,-56.2,Galaxy,pF;pS;R;glbM;np of 2,,,
NGC7652,ESO148-11,TUCANA,13.6,autumn,1.2,351.4,-56.11666667,Galaxy,eF;S;R;sf of 2 ,,,
NGC7657,ESO148-12,TUCANA,14.2,autumn,1.4,351.7,-56.2,Galaxy,eF;R ,,,
NGC7661,ESO110-11,TUCANA,14.1,autumn,1.8,351.8,-64.73333333,Galaxy,eF;cL;R;vgvlbM ,,,
NGC7676,ESO148-16,TUCANA,12.5,autumn,1.6,352.25,-58.28333333,Galaxy,B;S;lE;vsvmbM *11 ,,,
NGC7697,IC5333,TUCANA,13.5,autumn,1.6,353.725,-64.6,Galaxy,eeF;pL,,,
NGC7733,ESO110-22,TUCANA,14.3,autumn,1.3,355.625,-64.05,Galaxy,eF;S;R;p of 2 ,,,
NGC7734,ESO110-23,TUCANA,13.9,autumn,1.4,355.675,-64.05,Galaxy,eF;cS;R;f of 2 ,,,
UGC4305,HolmbergII,URSA MAJOR,11.1,any,7.6,124.8,70.71666667,Galaxy,,,,
UGC4459,PGC24050,URSA MAJOR,14.4,any,1.7,128.525,66.16666667,Galaxy,,,,
NGC2602,,URSA MAJOR,15.5,any,0.3,128.625,52.83333333,Galaxy,eF;S;R;* 95 deg,,,
NGC2600,UGC4475,URSA MAJOR,14.2,any,1.2,128.675,52.71666667,Galaxy,no description ,,,
NGC2603,,URSA MAJOR,15,any,0.4,128.725,52.8,Galaxy,eF;vS,,,
NGC2605,MCG9-14-69,URSA MAJOR,15.7,any,0.3,128.775,52.83333333,Galaxy,F;S;lbM ,,,
NGC2606,MCG9-14-72,URSA MAJOR,15,any,0.7,128.9,52.78333333,Galaxy,cF;S;R;* nf (310 deg),,,
UGC4499,PGC24242,URSA MAJOR,13,any,2.6,129.4,51.65,Galaxy,,,,
PK158+37.1,Abell28,URSA MAJOR,14.6,any,4.7,130.4,58.21666667,Planetary Nebula,,,,
NGC2614,UGC4523,URSA MAJOR,12.9,any,2.4,130.7,72.98333333,Galaxy,eF;pS;R ,,,
NGC2639,UGC4544,URSA MAJOR,11.6,any,1.8,130.9,50.2,Galaxy,cB;S;E130;psmbM,,,
NGC2630,,URSA MAJOR,99.9,any,,131.625,73,Non-existant,0.0666667t of 2 vF;vS;vnr 2629 ,,,
NGC2631,,URSA MAJOR,99.9,any,,131.625,73,Non-existant,2nd of 2 vF;vS;vnr 2629 ,,,
NGC2629,UGC4569,URSA MAJOR,12.3,any,2.3,131.825,72.98333333,Galaxy,vF;S;stellar ,,,
NGC2656,MCG9-15-25,URSA MAJOR,13.8,any,1.3,131.975,53.88333333,Galaxy,eF;psbM ,,,
NGC2641,UGC4577,URSA MAJOR,13.6,any,1.3,132,72.9,Galaxy,vF;S;stellar ,,,
NGC2654,UGC4605,URSA MAJOR,11.8,any,4.2,132.3,60.21666667,Galaxy,pF;S;F* in M;F* close sp ,,,
NGC2650,UGC4603,URSA MAJOR,13.3,any,1.6,132.5,70.3,Galaxy,pB;pL;iF;eR,,,
NGC2666,,URSA MAJOR,99.9,any,,132.5,47.05,Non-existant,Cl;lC,,,
NGC2676,UGC4627,URSA MAJOR,13.1,any,1.2,132.9,47.55,Galaxy,eeF;pS;R;4pB* nf,,,
NGC2675,UGC4629,URSA MAJOR,13.3,any,1.5,133.025,53.61666667,Galaxy,vF;R;*15p 10.0333333 ,,,
NGC2681,UGC4645,URSA MAJOR,10.3,any,3.7,133.375,51.31666667,Galaxy,vB;vL;vg;vsmbM *10 , H ,,
NGC2684,UGC4662,URSA MAJOR,12.9,any,0.9,133.725,49.16666667,Galaxy,F;pL;R;gbM;.066666667* nr ,,,
NGC2686A,NGC2686-1,URSA MAJOR,16,any,0.2,133.75,49.15,Galaxy,vF;vS;D or* close f ,,,
NGC2686B,NGC2686-2,URSA MAJOR,16,any,0.1,133.75,49.15,Galaxy,,,,
NGC2687A,NGC2687-1,URSA MAJOR,17,any,0.2,133.775,49.15,Galaxy,vS ,,,
NGC2687B,NGC2687-2,URSA MAJOR,16,any,0.3,133.775,49.15,Galaxy,vS ,,,
NGC2688,MCG8-16-40,URSA MAJOR,16,any,0.3,133.8,49.11666667,Galaxy,vvF;S,,,
NGC2689,,URSA MAJOR,16.9,any,0.3,133.85,49.11666667,Galaxy,vvF;S,,,
NGC2685,UGC4666,URSA MAJOR,11.3,any,4.6,133.9,58.73333333,Galaxy,pF;R;F* in centre ,,,
NGC2692,UGC4675,URSA MAJOR,13.3,any,1.3,134.25,52.06666667,Galaxy,vF;S;R;psbM,,,
NGC2693,UGC4674,URSA MAJOR,11.9,any,3,134.25,51.35,Galaxy,pB;lE;psmbM,,,
NGC2694,MCG9-15-56,URSA MAJOR,14.4,any,0.3,134.25,51.33333333,Galaxy,vF;vS;1's of 2693 ,,,
UGC4687,PGC25227,URSA MAJOR,13.7,any,0.8,134.725,66.46666667,Galaxy,,,,
NGC2701,UGC4695,URSA MAJOR,12.3,any,2.2,134.775,53.76666667,Galaxy,pB;fan-shaped;*11 att,,,
NGC2710,UGC4705,URSA MAJOR,12.9,any,2,134.95,55.7,Galaxy,vF;S ,,,
UGC4749,PGC25473,URSA MAJOR,13.5,any,0.9,136.125,51.61666667,Galaxy,,,,
NGC2726,UGC4750,URSA MAJOR,12.5,any,1.6,136.225,59.93333333,Galaxy,cF;pS;iR;er,,,
NGC2739,MCG9-15-85,URSA MAJOR,15.5,any,0.9,136.5,51.75,Galaxy,vF;S;R;np 2740 ,,,
NGC2740,MCG9-15-86,URSA MAJOR,13.9,any,1,136.525,51.73333333,Galaxy,vF;pS;R ,,,
MCG+10-13-057,,URSA MAJOR,12.1,any,1.3,136.9,60.46666667,Galaxy,Inner Regions Very Black--MCG ,,,
NGC2742,NGC2816,URSA MAJOR,11.4,any,3,136.9,60.48333333,Galaxy,cB;cL;E 90 deg;er , H ,,
NGC2816,NGC2742,URSA MAJOR,12.1,any,3,136.9,60.48333333,Galaxy,F;pmE,,,
NGC2756,UGC4796,URSA MAJOR,12.4,any,1.7,137.25,53.85,Galaxy,pB;pS;E;vgbM ,,,
NGC2762,MCG8-17-45,URSA MAJOR,15.5,any,0.3,137.475,50.41666667,Galaxy,vvF;S;R;0.0666667t of 4,,,
NGC2742A,UGC4803,URSA MAJOR,13.2,any,1.6,137.5,62.25,Galaxy,,,,
NGC2767,UGC4813,URSA MAJOR,13.8,any,0.4,137.55,50.4,Galaxy,vF;sbM *15;2nd of 4 ,,,
NGC2769,UGC4816,URSA MAJOR,13,any,1.8,137.625,50.43333333,Galaxy,pF;S;E;pslbM;3rd of 4,,,
NGC2771,UGC4817,URSA MAJOR,12.7,any,2.3,137.675,50.38333333,Galaxy,vF;S;lE;4th of 4,,,
NGC2768,UGC4821,URSA MAJOR,9.9,any,8.2,137.9,60.03333333,Galaxy,cB;cL;lE;psbM;LBN , H ,,
NGC2800,UGC4920,URSA MAJOR,12.8,any,1.4,139.65,52.51666667,Galaxy,vF;S;lE;* att;* inv ,,,
UGC4922,PGC26304,URSA MAJOR,13.4,any,3.9,139.65,47.86666667,Galaxy,,,,
NGC2787,UGC4914,URSA MAJOR,10.8,any,3.1,139.825,69.2,Galaxy,B;pL;lE 90 deg;mbM;r;vS* sf inv, H ,,
NGC2805,UGC4936,URSA MAJOR,11,any,6.3,140.075,64.1,Galaxy,vF;L;R;mbM,,,
NGC2814,UGC4952,URSA MAJOR,13.7,any,1.1,140.3,64.25,Galaxy,F;S;iF;0.0666667t of 2,,,
NGC2820A,IC2458,URSA MAJOR,15,any,0.5,140.375,64.23333333,Galaxy,,,,
NGC2820,UGC4961,URSA MAJOR,12.8,any,4.1,140.45,64.25,Galaxy,F;S;E;2nd of 2 ,,,
NGC2810B,,URSA MAJOR,15.5,any,0.2,140.5,71.86666667,Galaxy,,,,
NGC2841,UGC4966,URSA MAJOR,9.2,any,7.7,140.5,50.98333333,Galaxy,vB;L;vmE151;vsmbM = *10 ,B H ,,
NGC2810A,NGC2810,URSA MAJOR,13.5,any,1.7,140.525,71.85,Galaxy,F;cS;bM ,,,
NGC2854,UGC4995,URSA MAJOR,13,any,1.6,141,49.2,Galaxy,cF;cS;vlE;pglbM,,,
NGC2856,UGC4997,URSA MAJOR,13.1,any,1.1,141.075,49.25,Galaxy,cF;cS;lE;bM,,,
NGC2857,UGC5000,URSA MAJOR,12.3,any,2.2,141.15,49.35,Galaxy,vF;pL;4 st p ,,,
UGC5028,PGC26849,URSA MAJOR,13.8,any,0.7,141.95,68.41666667,Galaxy,,,,
NGC2870,UGC5034,URSA MAJOR,13,any,2.5,141.975,57.38333333,Galaxy,cF;S;E;vglbM ,,,
NGC2880,UGC5051,URSA MAJOR,11.5,any,2.4,142.4,62.48333333,Galaxy,B;cS;R;mbM;am st;in field of 23 Ursa Majoris ,,,
NGC2895,MCG10-14-18,URSA MAJOR,14.5,any,0.8,143.1,57.48333333,Galaxy,vF;vS;R;vgbM;D* 7's ,,,
NGC2892,UGC5073,URSA MAJOR,13.1,any,1.4,143.225,67.61666667,Galaxy,pF;pS;R;lbM,,,
NGC2909,,URSA MAJOR,14,any,,144.25,65.93333333,2 Star,eF;S;psbM ,,,
UGC5139,HolmbergI,URSA MAJOR,12.5,any,3.5,145.125,71.18333333,Galaxy,,,,
UGC5172,PGC27709,URSA MAJOR,14.4,any,1.5,145.475,48.66666667,Galaxy,,,,
NGC2950,UGC5176,URSA MAJOR,10.9,any,2.7,145.65,58.85,Galaxy,B;pS;R;vgvmbMN , H ,,
NGC2959,UGC5202,URSA MAJOR,12.8,any,1.3,146.275,68.6,Galaxy,F;pL;R;vglbM;st n ,,,
NGC2961,MCG12-9-63,URSA MAJOR,14.7,any,0.8,146.35,68.61666667,Galaxy,cF;S;lE;nf 2959,,,
NGC2976,UGC5221,URSA MAJOR,10.2,any,6.2,146.8,67.91666667,Galaxy,B;vL;mE152;st inv , H ,,
NGC2998,UGC5250,URSA MAJOR,12.5,any,2.7,147.175,44.08333333,Galaxy,pF;pL;E51;bMN;r,,,
NGC3000,,URSA MAJOR,99.9,any,,147.225,44.13333333,2 Star,vF;S;iR;r ,,,
NGC3002,,URSA MAJOR,16,any,,147.25,44.05,1 Star,eeF;vS,,,
NGC3004,,URSA MAJOR,99.9,any,,147.25,44.11666667,1 Star,eF;suspected ,,,
NGC3005,MCG7-20-54,URSA MAJOR,16,any,1.1,147.3,44.13333333,Galaxy,vF;pS;E nnp ssf,,,
NGC3006,MCG7-20-55,URSA MAJOR,15.6,any,0.7,147.325,44.03333333,Galaxy,vF;S;stellar ,,,
NGC3008,MCG7-20-59,URSA MAJOR,15.4,any,0.5,147.4,44.1,Galaxy,pF;S;E;*13-14 p 1' ,,,
NGC3009,UGC5264,URSA MAJOR,13.5,any,0.8,147.55,44.3,Galaxy,pF;R;bM;r;p of 2,,,
NGC2985,UGC5253,URSA MAJOR,10.4,any,4.6,147.6,72.28333333,Galaxy,vB;cL;R;psmbM;* inv f, H ,,
NGC3010,UGC5273,URSA MAJOR,14.3,any,0.7,147.65,44.31666667,Galaxy,F;psbM;rr;f of 2,,,
NGC3031,M81,URSA MAJOR,6.9,any,24.9,148.9,69.06666667,Galaxy,! eB;eL;E 156;gsvmbM;BN , M,,
NGC3027,UGC5316,URSA MAJOR,11.8,any,4.2,148.925,72.2,Galaxy,vF;vL;lE;r,,,
NGC3034,M82,URSA MAJOR,8.4,any,10.5,148.975,69.68333333,Galaxy,vB;vL;vmE(ray) , HM,,
NGC3043,UGC5327,URSA MAJOR,12.6,any,1.7,149.05,59.3,Galaxy,cF;pS;lE;vgbM;*10 n 7' ,,,
NGC3073,UGC5374,URSA MAJOR,13.4,any,1.2,150.225,55.61666667,Galaxy,vF;S;vglbM,,,
NGC3063,,URSA MAJOR,99.9,any,,150.425,72.11666667,2 Star,F;pS;R,,,
NGC3065,UGC5375,URSA MAJOR,12.5,any,1.8,150.475,72.16666667,Galaxy,pF;vS;R;bM;*11 nr ,,,
NGC3079,UGC5387,URSA MAJOR,10.9,any,8.1,150.5,55.68333333,Galaxy,vB;L;mE 135;long streak ,B H ,,
NGC3066,UGC5379,URSA MAJOR,12.9,any,1.1,150.55,72.13333333,Galaxy,vF;vS;vglbM,,,
NGC3077,UGC5398,URSA MAJOR,9.9,any,5.2,150.825,68.73333333,Galaxy,cB;cL;mbM;R w ray ,B H ,,
UGC5408,Mrk25,URSA MAJOR,14.1,any,0.6,150.975,59.43333333,Galaxy,,,,
NGC3097,,URSA MAJOR,99.9,any,,151.075,60.13333333,Non-existant,neb ,,,
NGC3102,UGC5418,URSA MAJOR,13.3,any,0.9,151.125,60.1,Galaxy,vF;vS;R;bM;*11;142 ,,,
UGC5423,PGC29284,URSA MAJOR,14.7,any,1.2,151.375,70.36666667,Galaxy,,,,
NGC3111,UGC5441,URSA MAJOR,13,any,0.9,151.525,47.26666667,Galaxy,pB;S;R;smbM *12,,,
UGC5459,MCG+09-17-027,URSA MAJOR,12.6,any,4.2,152.025,53.08333333,Galaxy,,,,
UGC5460,PGC29469,URSA MAJOR,12.9,any,2.5,152.025,51.83333333,Galaxy,,,,
NGC3135,UGC5486,URSA MAJOR,13.4,any,0.9,152.725,45.95,Galaxy,F;S;R;gbM ,,,
NGC3148,,URSA MAJOR,16,any,,153.425,50.5,1 Star,*7 in photosphere 2' or 3' d ,,,
NGC3164,UGC5527,URSA MAJOR,13.6,any,0.9,153.8,56.66666667,Galaxy,eF;S;R;vglbM ,,,
NGC3170,,URSA MAJOR,99.9,any,,154.05,46.61666667,2 Star,F;S;R,,,
NGC3168,UGC5536,URSA MAJOR,13.4,any,1,154.1,60.23333333,Galaxy,F;psbM;stellar;*7-8 np 5',,,
NGC3179,UGC5555,URSA MAJOR,13.1,any,1.8,154.5,41.11666667,Galaxy,S;R;bMN;in line w 2 st ,,,
NGC3180,,URSA MAJOR,99.9,any,,154.55,41.45,Diffuse Nebula,vF;E;connected w 3184,,,
NGC3181,,URSA MAJOR,99.9,any,,154.55,41.41666667,Diffuse Nebula,vF;E;connected w 3184,,,
NGC3184,UGC5557,URSA MAJOR,9.8,any,7.6,154.575,41.41666667,Galaxy,pB;vL;R;vgbM ,B H ,,
NGC3191,NGC3192,URSA MAJOR,13.3,any,0.8,154.775,46.45,Galaxy,F;S;R;bM ,,,
NGC3192,NGC3191,URSA MAJOR,16,any,0.8,154.775,46.45,Galaxy,eF;vS;(=3191) ,,,
NGC3182,UGC5568,URSA MAJOR,12.1,any,2.1,154.9,58.2,Galaxy,cB;cL;iR;vgbM ,,,
NGC3188,UGC5569,URSA MAJOR,13.7,any,0.9,154.925,57.41666667,Galaxy,vF;pL;R ,,,
NGC3198,UGC5572,URSA MAJOR,10.3,any,8.1,154.975,45.55,Galaxy,pB;vL;mE 45;vgbM, H ,,
NGC3202,UGC5581,URSA MAJOR,13.2,any,1.2,155.125,43.01666667,Galaxy,cF;S;R;vgbM;0.0666667t of 3,,,
NGC3205,UGC5585,URSA MAJOR,13.2,any,1.4,155.2,42.96666667,Galaxy,cF;S;R;vgbM;2nd of 3,,,
NGC3207,UGC5587,URSA MAJOR,13.2,any,1.3,155.25,42.98333333,Galaxy,cF;S;R;stellar;3rd of 3 ,,,
NGC3206,UGC5589,URSA MAJOR,11.9,any,2.9,155.45,56.93333333,Galaxy,pB;cL;E;vglbM ,,,
NGC3214,MCG10-15-71,URSA MAJOR,13.9,any,0.7,155.775,57.03333333,Galaxy,cB;vS;R;sbM;5' p 3220,,,
NGC3220,IC604,URSA MAJOR,13,any,1.3,155.925,57.03333333,Galaxy,pF;cL;E 92;*9 f 9'.5,,,
UGC5612,PGC30484,URSA MAJOR,12.1,any,3.4,156,70.88333333,Galaxy,,,,
NGC3225,UGC5631,URSA MAJOR,12.6,any,2,156.3,58.15,Galaxy,cF;pL;lE;vgbM ,,,
NGC3237,UGC5640,URSA MAJOR,13,any,1.3,156.425,39.65,Galaxy,vF;vS;R;pgbM ,,,
NGC3238,UGC5649,URSA MAJOR,12.9,any,1.3,156.675,57.23333333,Galaxy,F;S;R;pslbM,,,
NGC3236,MCG10-15-81,URSA MAJOR,15.3,any,0.6,156.7,61.26666667,Galaxy,eF;vS;psbM;2 st 11-12 f ,,,
NGC3231,,URSA MAJOR,99.9,any,4,156.75,66.81666667,Open Cluster,Cl;cL;P;lC;*10...12 ,,,
UGC5688,PGC30983,URSA MAJOR,13.2,any,3.6,157.6,70.06666667,Galaxy,,,,
UGC5707,MCG+07-22-016,URSA MAJOR,13.4,any,2.5,157.825,43.13333333,Galaxy,,,,
NGC3264,UGC5719,URSA MAJOR,12,any,2.9,158.075,56.08333333,Galaxy,eF;bet 2 S st ,,,
