label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,,,
NGC3576,ESO129-EN5,CANES VENATICI,99.9,spring,3,167.875,-60.63333333,Bright Nebula,F;lE;0.0666667t of 6 ,,,
Cr240,,CANES VENATICI,3.9,spring,25,167.925,-59.68333333,Open Cluster30,,,,
NGC3579,ESO129-EN8,CANES VENATICI,99.9,spring,,168,-60.75,Bright Nebula,F;lE;sbM;2nd of 6 ,,,
NGC3581,ESO129-EN9,CANES VENATICI,99.9,spring,,168,-60.7,Bright Nebula,*12 w fan-shaped neb att;3rd of 6 ,,,
NGC3582,ESO129-EN10,CANES VENATICI,99.9,spring,,168.05,-60.73333333,Bright Nebula,B;bM*;4th of 6 ,,,
Hogg12,,CANES VENATICI,8.8,spring,3,168.075,-59.25,Open Cluster10,,,,
NGC3584,ESO129-EN12,CANES VENATICI,99.9,spring,,168.075,-60.76666667,Bright Nebula,F;L;E 0;bM;5th of 6 ,,,
NGC3586,ESO129-EN13,CANES VENATICI,99.9,spring,,168.125,-60.65,Bright Nebula,eF;S;E 160;6th of 6 ,,,
NGC3590,OCL852,CANES VENATICI,8.2,spring,4,168.25,-59.21666667,Open Cluster25,Cl;pRi;C;E,,,
Stock13,,CANES VENATICI,7,spring,3,168.275,-57.08333333,Open Cluster15,,,,
Tr19,Cr243,CANES VENATICI,9.6,spring,10,168.575,-56.41666667,Open Cluster40,,,,
NGC3603,OCL854,CANES VENATICI,9.1,spring,2.5,168.775,-60.73333333,Open Cluster30,globular and neb;st 15...18 ,,,
Hogg13,,CANES VENATICI,99.9,spring,3,169.075,-59.73333333,Open Cluster15,,,,
PK295-9.1,He2-62,CANES VENATICI,13.8,spring,0.166666667,169.45,-69.16666667,Planetary Nebula,,,,
Mel105,Cr246,CANES VENATICI,8.5,spring,4,169.9,-62.5,Open Cluster70,,,,
Berk58,,CANIS MAJOR,9.7,winter,8,0.05,60.96666667,Open Cluster30,,,,
NGC7801,,CANIS MAJOR,99.9,winter,,0.075,50.73333333,Asterism,Cl;pRi;pC;st 9... ,,,
Stock18,,CANIS MAJOR,99.9,winter,5,0.4,64.61666667,Open Cluster,6''-F; S; 640mm_bahtinov.svg mags 11 and fainter; not well detached clu,,,
Berk104,,CANIS MAJOR,99.9,winter,4,0.85,63.6,Open Cluster15,,,,
Stock19,,CANIS MAJOR,99.9,winter,3,1.1,56.08333333,Open Cluster6,13''-pF; S; nRi; nC at 165X; 640mm_bahtinov.svg mags 8 to 11 ,,,
Czernik1,,CANIS MAJOR,99.9,winter,9,1.95,61.48333333,Open Cluster12,,,,
Berk1,,CANIS MAJOR,99.9,winter,5,2.425,60.48333333,Open Cluster10,,,,
King13,,CANIS MAJOR,99.9,winter,7,2.55,61.18333333,Open Cluster30,,,,
vdB1,LBN578,CANIS MAJOR,99.9,winter,5,2.65,58.76666667,Bright Nebula,13''-F; pL; E 2X1 in PA 30; 640mm_bahtinov.svg and F nebula ,,,
Berk60,,CANIS MAJOR,99.9,winter,4,4.4,60.95,Open Cluster20,,,,
PK118-8.1,Vy1-1,CANIS MAJOR,12.5,winter,0.083333333,4.675,53.88333333,Planetary Nebula,,,,
PK119+0.1,BV5-1,CANIS MAJOR,14.7,winter,0.833333333,4.975,62.98333333,Planetary Nebula,,,,
King1,,CANIS MAJOR,99.9,winter,7,5.475,64.38333333,Open Cluster100,,,,
Mayer1,,CANIS MAJOR,99.9,winter,8,5.475,61.75,Open Cluster20,,,,
Berk2,,CANIS MAJOR,99.9,winter,4,6.3,60.4,Open Cluster30,,,,
Stock20,,CANIS MAJOR,99.9,winter,1,6.3,62.65,Open Cluster,,,,
NGC103,OCL291,CANIS MAJOR,9.8,winter,5,6.325,61.31666667,Open Cluster30,Cl;pS;pC;st 11...18 ,,,
NGC110,OCL300,CANIS MAJOR,99.9,winter,19,6.85,71.4,Open Cluster100,Cl;pR;lC;st 9...12 ,,,
PK119-6.1,Hu1-1,CANIS MAJOR,13.3,winter,0.083333333,7.05,55.95,Planetary Nebula,,,,
NGC129,OCL294,CANIS MAJOR,6.5,winter,21,7.5,60.21666667,Open Cluster35,Cl;vL;pRi;lC;st 9...13 , H ,,
Stock21,,CANIS MAJOR,99.9,winter,5,7.625,57.93333333,Open Cluster10,,,,
NGC133,OCL296,CANIS MAJOR,9.4,winter,7,7.825,63.35,Open Cluster5,Cl;pL;st 10...;Dinv ,,,
NGC136,OCL295,CANIS MAJOR,11.5,winter,1.2,7.875,61.51666667,Open Cluster20,vF;S;eC , H ,,
King14,,CANIS MAJOR,8.5,winter,7,7.975,63.16666667,Open Cluster20,13''-pB;pL;E; 20* nice dark lanes invl at 100X,,,
NGC146,OCL299,CANIS MAJOR,9.1,winter,7,8.225,63.31666667,Open Cluster20,Cl;pL;lC;st 11-12;D*,,,
King15,,CANIS MAJOR,99.9,winter,1.5,8.275,61.86666667,Open Cluster12,,,,
NGC147,UGC326;DDO3,CANIS MAJOR,9.5,winter,13.5,8.3,48.5,Galaxy,vF;vL;iR;gsmbM;*11 , C ,,
PK121-2.1,,CANIS MAJOR,99.9,winter,0.65,9.675,60.28333333,Bright Nebula,13''-could not find on 8/10 night in Arizona ,,,
NGC185,UGC396,CANIS MAJOR,9.2,winter,12.5,9.75,48.33333333,Galaxy,pB;vL;iR;vgmbM;r,BCH ,,
NGC189,OCL301,CANIS MAJOR,8.8,winter,3.7,9.9,61.08333333,Open Cluster15,Cl;pL;R;st 11...15 ,,,
Stock24,Berk3,CANIS MAJOR,8.8,winter,4,9.925,61.95,Open Cluster20,13''-pB; S; C; 9* 11 to 13; dbl* in center ,,,
PK121+0.1,,CANIS MAJOR,15.4,winter,0.666666667,10.075,62.86666667,Planetary Nebula,,,,
Do12,,CANIS MAJOR,99.9,winter,18,10.2,60.85,Open Cluster,,,,
Czernik2,,CANIS MAJOR,99.9,winter,10,10.9,60.2,Open Cluster30,,,,
NGC225,OCL305,CANIS MAJOR,7,winter,12,10.9,61.76666667,Open Cluster15,Cl;L;lC;st 9...10 , H ,,
King16,,CANIS MAJOR,10.3,winter,3,10.925,64.18333333,Open Cluster35,,,,
Berk4,,CANIS MAJOR,10.6,winter,5,11.3,64.4,Open Cluster25,,,,
PK122-4.1,Abell2,CANIS MAJOR,16.3,winter,0.55,11.4,57.95,Planetary Nebula,,,,
Berk61,,CANIS MAJOR,99.9,winter,4,12.05,67.2,Open Cluster15,,,,
Do13,,CANIS MAJOR,99.9,winter,12,12.5,64.13333333,Open Cluster30,,,,
King2,,CANIS MAJOR,99.9,winter,5,12.725,58.18333333,Open Cluster40,,,,
NGC278,UGC528,CANIS MAJOR,10.8,winter,2.4,13.025,47.55,Galaxy,cB;pL;R;2 st 10 nr , H ,,
NGC281,IC11,CANIS MAJOR,7.4,winter,4,13.25,56.61666667,Cluster+Nebula,F;vL;dif;S tripleon np edge,B ,,
Berk62,,CANIS MAJOR,9.3,winter,10,15.3,63.95,Open Cluster50,11'' F; pS; nRi; 11* in two rows ,,,
Czernik3,OCL315,CANIS MAJOR,9.9,winter,3,15.775,62.8,Open Cluster8,,,,
NGC358,,CANIS MAJOR,99.9,winter,3,16.3,62.01666667,Asterism,Cl ,,,
NGC366,OCL316,CANIS MAJOR,12,winter,3,16.6,62.23333333,Open Cluster30,Cl;S ,,,
NGC381,OCL317,CANIS MAJOR,9.3,winter,6,17.1,61.58333333,Open Cluster50,Cl;pC, H ,,
Stock3,,CANIS MAJOR,99.9,winter,2,18,62.26666667,Open Cluster8,,,,
NGC433,OCL319,CANIS MAJOR,9,winter,2.5,18.8,60.13333333,Open Cluster15,Cl;S;lC ,,,
NGC436,OCL320,CANIS MAJOR,8.8,winter,6,19,58.81666667,Open Cluster30,Cl;S;iF;pC, H ,,
NGC457,OCL321,CANIS MAJOR,6.4,winter,13,19.875,58.28333333,Open Cluster80,Cl;B;L;pRi;*7;8;10 ,BCH ,,
NGC559,OCL322,CANIS MAJOR,9.5,winter,4.4,22.375,63.31666667,Open Cluster60,Cl;B;pL;pRi, CH ,,
Sh2-188,LBN633,CANIS MAJOR,99.9,winter,10,22.65,58.38333333,Bright Nebula,13''-vF;pL;E 3X1;2* invol at 100X with UHC ,,,
NGC581,M103,CANIS MAJOR,7.4,winter,6,23.35,60.65,Open Cluster40,Cl;pL;B;R;Ri;*10..11, M,,
Czernik4,,CANIS MAJOR,99.9,winter,3,23.9,61.48333333,Open Cluster10,,,,
Tr1,Cr15,CANIS MAJOR,8.1,winter,4.5,23.925,61.28333333,Open Cluster20,S;pC; 13''-pF; sC; 17* mags 12 and fainter ,,,
NGC609,OCL325,CANIS MAJOR,11,winter,3,24.1,64.53333333,Open Cluster77,Cl;S;pRi;*14...,,,
NGC629,,CANIS MAJOR,99.9,winter,,24.75,72.86666667,Asterism,iF;3*+ neb,,,
NGC637,OCL329,CANIS MAJOR,8.2,winter,3.5,25.775,64.03333333,Open Cluster20,Cl;pS;B & vF stars , H ,,
NGC657,OCL337,CANIS MAJOR,99.9,winter,7,25.95,55.88333333,Open Cluster40,Cl;pRi;st12,,,
NGC654,OCL330,CANIS MAJOR,6.5,winter,5,26,61.88333333,Open Cluster60,Cl;iF;Ri;1*6.7m, H ,,
NGC659,OCL332,CANIS MAJOR,7.9,winter,5,26.1,60.66666667,Open Cluster40,Cl;lRi;st B, H ,,
Cr463,,CANIS MAJOR,5.7,winter,36,26.425,71.81666667,Open Cluster40,13''-B;vL;nC; 44* at 60X ,,,
NGC663,OCL333,CANIS MAJOR,7.1,winter,16,26.5,61.25,Open Cluster80,Cl;B;L;eRi;st pL,BCH ,,
Berk5,,CANIS MAJOR,99.9,winter,3,26.925,62.93333333,Open Cluster15,,,,
Berk6,,CANIS MAJOR,99.9,winter,5,27.8,61.06666667,Open Cluster20,,,,
PK131-5.1,BV3,CANIS MAJOR,14.2,winter,0.4,28.425,56.41666667,Planetary Nebula,13''-eF; S; R; vlBM at 200X ,,,
Berk7,,CANIS MAJOR,99.9,winter,4,28.75,62.36666667,Open Cluster18,,,,
Czernik5,,CANIS MAJOR,99.9,winter,7,28.925,61.35,Open Cluster10,,,,
NGC743,OCL343,CANIS MAJOR,9.5,winter,5,29.625,60.16666667,Open Cluster12,Cl;not Ri;D* ,,,
Berk8,,CANIS MAJOR,99.9,winter,7,30.5,75.5,Open Cluster40,,,,
Czernik6,,CANIS MAJOR,99.9,winter,3,30.5,62.85,Open Cluster12,,,,
Czernik7,,CANIS MAJOR,99.9,winter,5,30.75,62.25,Open Cluster20,,,,
NGC771,50CAS,CANIS MAJOR,4,winter,,30.85,72.41666667,1 Star,suspected neb,,,
Stock5,,CANIS MAJOR,7,winter,15,31.125,64.38333333,Open Cluster25,13''-B;pL;nRi;nC at 100X; 17*; just naked eye,,,
PK131+2.1,Abell3,CANIS MAJOR,18.2,winter,1,33.05,64.15,Planetary Nebula,,,,
Stock2,,CANIS MAJOR,4.4,winter,60,33.675,59.48333333,Open Cluster166,13''-vB;vL;nC;vRi at 60X; 88*; nice chains ,,,
Berk63,,CANIS MAJOR,99.9,winter,4,34.875,63.71666667,Open Cluster12,,,,
Berk64,,CANIS MAJOR,99.9,winter,4,35.425,65.9,Open Cluster30,,,,
NGC886,Stock6,CANIS MAJOR,99.9,winter,8,35.875,63.78333333,Open Cluster20,Cl;L;lC;sC;st9...13 ,,,
NGC896,SG14,CANIS MAJOR,99.9,winter,27,36.375,62.01666667,Bright Nebula,eF;pL;iF ,,,
Tombaugh4,,CANIS MAJOR,99.9,winter,2.5,37.3,61.78333333,Open Cluster40,13''-vF; S; nRi; 4 arcmin glow,,,
Mrk6,,CANIS MAJOR,7.1,winter,4.5,37.4,60.65,Open Cluster6,13''-9 pB* and 6 pF* in Small grp at 100X,,,
Mel15,Cr26,CANIS MAJOR,6.6,winter,21,38.15,61.45,Open Cluster40,13''-B;pL;pRi;pC; 20* at 135X; some neby to S,,,
Czernik9,,CANIS MAJOR,99.9,winter,5,38.4,59.88333333,Open Cluster12,,,,
Czernik10,,CANIS MAJOR,99.9,winter,3,38.5,60.18333333,Open Cluster15,,,,
King4,,CANIS MAJOR,10.5,winter,3,38.75,59.01666667,Open Cluster20,,,,
Maffei1,,CANIS MAJOR,11.4,winter,5,39.075,59.65,Galaxy,vF;pS,,,
Czernik11,,CANIS MAJOR,99.9,winter,7,39.15,59.65,Open Cluster20,,,,
Berk65,,CANIS MAJOR,10.2,winter,5,39.75,60.4,Open Cluster20,,,,
NGC1027,OCL357,CANIS MAJOR,6.7,winter,20,40.65,61.6,Open Cluster40,Cl;L;scatt stars; one 10th mag, H ,,
Czernik13,,CANIS MAJOR,10.4,winter,6,41.175,62.33333333,Open Cluster10,,,,
vdB8,LBN643,CANIS MAJOR,99.9,winter,3.6,42.875,67.81666667,Bright Nebula,,,,
PK136+4.1,Abell6,CANIS MAJOR,15.5,winter,3.1,44.725,64.5,Planetary Nebula,13''-eF;pS;R at 135X; only seen with UHC filtr,,,
Cr33,,CANIS MAJOR,5.9,winter,40,44.825,60.4,Open Cluster25,11'' pB; vL; scattered; dbl* on N side ,,,
Cr34,,CANIS MAJOR,6.8,winter,25,44.85,60.56666667,Open Cluster,11''-pB; vL; scatt; 31* counted; dbl* on N side ,,,
Berk66,,CANIS MAJOR,99.9,winter,6,46.025,58.76666667,Open Cluster30,,,,
Tr3,Cr36;Harvard1,CANIS MAJOR,7,winter,23,47.975,63.18333333,Open Cluster30,L;nC; 13''-B; pRi; 25* mags 11 to 13,,,
NGC1343,UGC2792,CANIS MAJOR,12.7,winter,2.6,54.45,72.56666667,Galaxy,F;vS;iR;gbM;D*vnr ,,,
NGC7438,,CANIS MAJOR,99.9,winter,,344.35,54.36666667,Asterism,Cl;vL;E ,,,
Sh2-157,,CANIS MAJOR,99.9,winter,60,349.025,60.03333333,Bright Nebula,,,,
NGC7635,LBN549,CANIS MAJOR,11,winter,15,350.05,61.18333333,Bright Nebula,vF;*8 inv l excentric, C ,,
Do46,,CANIS MAJOR,99.9,winter,12,350.475,55.76666667,Open Cluster,,,,
NGC7654,M52,CANIS MAJOR,6.9,winter,13,351.05,61.58333333,Open Cluster200,L;Ri;mCM;*9..13, M,,
Czernik43,,CANIS MAJOR,99.9,winter,14,351.45,61.31666667,Open Cluster15,13''-pF; pL; nRi; nC; 14* mags 11 and fainter,,,
PK111-2.1,Hubble12,CANIS MAJOR,14,winter,0.016666667,351.725,58.18333333,Planetary Nebula,,,,
Stock11,,CANIS MAJOR,99.9,winter,10,352.725,55.75,Open Cluster,13''-pF; pS; nRi; nC; 12 F* at 100X,,,
King20,,CANIS MAJOR,99.9,winter,4,353.3,58.48333333,Open Cluster20,13''-pF; L; pRi; pC at 165X; 12* rr,,,
Czernik44,,CANIS MAJOR,99.9,winter,5,353.375,61.96666667,Open Cluster20,,,,
Stock12,,CANIS MAJOR,99.9,winter,20,354.1,52.55,Open Cluster9,13''-pB; pL; pRi; lC; 22* at 100X; Bl+Yell dbl* S side ,,,
Berk102,,CANIS MAJOR,99.9,winter,5,354.675,56.65,Open Cluster,,,,
Stock17,,CANIS MAJOR,99.9,winter,1,355.925,62.16666667,Open Cluster,,,,
Berk103,,CANIS MAJOR,99.9,winter,4,356.3,59.31666667,Open Cluster20,,,,
PK114-4.1,Abell82,CANIS MAJOR,15.2,winter,1.566666667,356.45,57.06666667,Planetary Nebula,13''-F;pS;R;nBM at 135X; visual size=10 arcsec,,,
PK113-6.1,Abell83,CANIS MAJOR,17.6,winter,0.783333333,356.7,54.75,Planetary Nebula,,,,
PK112-10.1,Abell84,CANIS MAJOR,14.4,winter,2.5,356.925,51.4,Planetary Nebula,,,,
King21,,CANIS MAJOR,9.8,winter,2.5,357.475,62.71666667,Open Cluster20,13''-pF;pS; 17* at 135X ,,,
King12,,CANIS MAJOR,10,winter,2,358.25,61.96666667,Open Cluster15,13''-pB;S;sE; 15* at 135X; D* invol,,,
Harvard21,,CANIS MAJOR,9,winter,4,358.575,61.73333333,Open Cluster6,pRi;C; 13''-12* at 100X; mags 12 and fainter.,,,
Czernik45,,CANIS MAJOR,99.9,winter,3,358.95,64.61666667,Open Cluster8,,,,
NGC7788,OCL275,CANIS MAJOR,9.4,winter,9,359.175,61.4,Open Cluster20,Cl;S;pRi;vC;st 10;13.. ,,,
Frolov1,,CANIS MAJOR,9.2,winter,,359.35,61.63333333,Open Cluster26,13''-pF; pS; 5* at 100X; not much ,,,
NGC7789,OCL269,CANIS MAJOR,6.7,winter,16,359.35,56.71666667,Open Cluster300,Cl;vL;vRi;vmC;st 11...18 ,B H ,,
NGC7790,OCL276,CANIS MAJOR,8.5,winter,17,359.6,61.21666667,Open Cluster40,Cl;pRi;pC , H ,,
NGC7795,,CANIS MAJOR,12,winter,10,359.675,60.01666667,Open Cluster,Cl;vL;P;lC;st 7;10...,,,
NGC3533,NGC3557A,CANIS MINOR,12.9,winter,2.8,166.775,-36.83333333,Galaxy,eeF;vS* att,,,
NGC3557A,NGC3533,CANIS MINOR,13.8,winter,2.8,166.775,-36.83333333,Galaxy,B;S;R;pgmbM;0.0666667t of 3,,,
NGC3557B,ESO377-15,CANIS MINOR,12.6,winter,2,167.375,-36.65,Galaxy,,,,
NGC3557,ESO377-16,CANIS MINOR,10.4,winter,4,167.5,-36.46666667,Galaxy,B;S;R;pgmbM;0.0666667t of 3,,,
NGC3564,ESO377-18,CANIS MINOR,12.1,winter,1.7,167.65,-36.45,Galaxy,pF;S;R;bM;2nd of 3 ,,,
NGC3568,ESO377-20,CANIS MINOR,12.3,winter,2.5,167.7,-36.55,Galaxy,vF;pL;R;* inv;3 B st nr;3rd of 3 ,,,
NGC3573,ESO377-22,CANIS MINOR,12.3,winter,3.6,167.825,-35.11666667,Galaxy,eF;S;R;glbM;3 st 11 f,,,
PK289+7.1,He2-63,CANIS MINOR,14.7,winter,0.05,170.975,-51.13333333,Planetary Nebula,,,,
NGC3680,OCL823,CANIS MINOR,7.6,winter,6,171.4,-42.75,Open Cluster30,Cl;cL;pRi;lC;*10..14,,,
PK291+3.1,He2-64,CANIS MINOR,14.1,winter,0.15,171.85,-56.7,Planetary Nebula,,,,
NGC3699,PK292+1.1,CANIS MINOR,14,winter,1.116666667,172,-58.05,Planetary Nebula,B;pL;iR;pgpmbM ,,,
PK290+7.1,Fleming1,CANIS MINOR,11.4,winter,0.5,172.15,-51.06666667,Planetary Nebula,,,,
PK292+1.2,He2-67,CANIS MINOR,13.8,winter,0.083333333,172.2,-59.88333333,Planetary Nebula,,,,
Gum39,RCW60,CANIS MINOR,99.9,winter,19.8,172.225,-61.4,Bright Nebula,,,,
NGC3706,ESO378-6,CANIS MINOR,11.3,winter,3.1,172.425,-35.6,Galaxy,pB;cS;R;psmbM ,,,
Gum41,RCW61,CANIS MINOR,99.9,winter,15,172.6,-62.2,Bright Nebula,,,,
Ru94,,CANIS MINOR,99.9,winter,21,172.6,-62.58333333,Open Cluster60,,,,
PK292+4.1,PB8,CANIS MINOR,12.8,winter,0.083333333,173.35,-56.9,Planetary Nebula,,,,
PK293+1.1,He2-70,CANIS MINOR,13.8,winter,0.583333333,173.8,-59.71666667,Planetary Nebula,,,,
NGC3742,ESO320-6,CANIS MINOR,12.1,winter,2.4,173.875,-36.05,Galaxy,pF;pL;vlE;glbM ,,,
NGC3749,ESO320-8,CANIS MINOR,12.3,winter,3.2,173.975,-38,Galaxy,F;cS;lE;gvlbM ,,,
NGC3766,OCL860,CANIS MINOR,5.3,winter,12,174.05,-60.38333333,Open Cluster100,Cl;pL;pRi;pC;st 8...13 , C ,,
RCW59,,CANIS MINOR,99.9,winter,180,174.25,-57,Bright Nebula,,,,
NGC3778,ESO216-26,CANIS MINOR,14.1,winter,1.2,174.6,-49.28333333,Galaxy,eF;S;R;am 50 S st ,,,
NGC3783,ESO378-14,CANIS MINOR,11.7,winter,1.9,174.75,-36.26666667,Galaxy,cB;R;sbMN *;*9 sf ,,,
PK294-0.1,He2-72,CANIS MINOR,14.7,winter,1.083333333,175.425,-61.51666667,Planetary Nebula,,,,
Ru95,,CANIS MINOR,99.9,winter,5,175.925,-60.86666667,Open Cluster30,,,,
Stock14,,CANIS MINOR,6.3,winter,4,175.95,-61.46666667,Open Cluster20,,,,
NGC3882,ESO170-11,CANIS MINOR,13.3,winter,2.3,176.525,-55.61666667,Galaxy,vF;lE;2 st inv ,,,
PK296-3.1,He2-73,CANIS MINOR,12.9,winter,0.083333333,177.15,-64.86666667,Planetary Nebula,,,,
NGC3903,ESO378-24,CANIS MINOR,12.8,winter,1.1,177.275,-36.48333333,Galaxy,pB;cS;vlE;lbM ,,,
NGC3909,ESO217-SC8,CANIS MINOR,99.9,winter,20,177.525,-47.76666667,Open Cluster,Cl;vL;lC;st 9...14 ,,,
NGC3918,PK294+4.1,CANIS MINOR,8.4,winter,0.2,177.575,-56.81666667,Planetary Nebula,!;S;R;blue;= *7;d = 1'.5 ,,,
NGC3960,Mel108,CANIS MINOR,8.3,winter,7,177.65,-54.31666667,Open Cluster45,Cl;pL;pRi;gpmbM;st 13,,,
Ru96,,CANIS MINOR,99.9,winter,5,177.725,-59.86666667,Open Cluster15,,,,
NGC4112,ESO321-6,CANIS MINOR,12,winter,1.6,181.8,-39.78333333,Galaxy,F;S;vlE;glbM;3B* nr ,,,
NGC4219,ESO267-37,CANIS MINOR,11.9,winter,4.2,184.125,-42.68333333,Galaxy,pF;pL;pmE;vglbM,,,
NGC4230,OCL874,CANIS MINOR,9.4,winter,6,184.325,-54.91666667,Open Cluster15,Cl;F;pL;iF;* 13...15,,,
NGC4219A,ESO267-38,CANIS MINOR,13.7,winter,1.3,184.5,-42.46666667,Galaxy,,,,
NGC4373,ESO322-6,CANIS MINOR,10.9,winter,3.6,186.325,-38.23333333,Galaxy,pB;S;R;pgvmbM ,,,
NGC4373A,ESO322-8,CANIS MINOR,11.6,winter,2.6,186.4,-38.68333333,Galaxy,,,,
NGC4373B,ESO322-10,CANIS MINOR,14.5,winter,1,186.675,-38.86666667,Galaxy,,,,
NGC4444,ESO268-10,CANIS MINOR,12.3,winter,2.5,187.15,-42.73333333,Galaxy,eF;L;R;vgbM,,,
NGC4499,ESO322-22,CANIS MINOR,13.2,winter,1.8,188.025,-38.01666667,Galaxy,vF;L;R;vglbM ,,,
NGC4507,ESO322-29,CANIS MINOR,12.1,winter,1.6,188.9,-38.08333333,Galaxy,pB;S;R;psmbM *16,,,
NGC4553,ESO322-30,CANIS MINOR,12.2,winter,2.4,189.025,-38.56666667,Galaxy,F;vlE;glbM,,,
NGC4573,ESO268-26,CANIS MINOR,13,winter,2.5,189.425,-42.38333333,Galaxy,vF;S;*10 n 30'',,,
NGC4574,ESO380-49,CANIS MINOR,13,winter,1.8,189.425,-34.48333333,Galaxy,vF;L;lE;vglbM ,,,
NGC4575,ESO322-36,CANIS MINOR,12.6,winter,2,189.475,-39.46666667,Galaxy,F;S;pmE;2p ,,,
Ru106,,CANIS MINOR,10.9,winter,2,189.675,-50.85,Globular Clu.,,,,
NGC4603A,ESO322-44,CANIS MINOR,13.5,winter,1.9,189.9,-39.26666667,Galaxy,,,,
NGC4603B,ESO322-48,CANIS MINOR,14.4,winter,1.4,190.125,-40.93333333,Galaxy,,,,
NGC4603C,ESO322-49,CANIS MINOR,13.1,winter,1.7,190.175,-39.23333333,Galaxy,,,,
NGC4601,ESO322-50,CANIS MINOR,13.5,winter,1.7,190.2,-39.1,Galaxy,eF;L;R;pslbM;p of 2 ,,,
NGC4603,ESO322-52,CANIS MINOR,11.6,winter,2.3,190.225,-39.01666667,Galaxy,F;L;R;vgbM;r ,,,
NGC4603D,ESO322-55,CANIS MINOR,13.2,winter,1.5,190.525,-39.18333333,Galaxy,,,,
NGC4616,ESO322-56,CANIS MINOR,13.4,winter,0.9,190.575,-39.35,Galaxy,eF;vS;R;* att nf;p of 2 ,,,
NGC4622,ESO322-57,CANIS MINOR,12.2,winter,1.7,190.65,-39.25,Galaxy,pF;S;R;pslbM;f of 2 ,,,
NGC4645A,ESO322-59,CANIS MINOR,12.2,winter,2.8,190.775,-40.63333333,Galaxy,,,,
NGC4645B,ESO322-60,CANIS MINOR,12.1,winter,1.9,190.875,-40.63333333,Galaxy,,,,
NGC4622A,ESO322-64,CANIS MINOR,13.5,winter,0.6,190.95,-39.28333333,Galaxy,,,,
NGC4622B,ESO322-64A,CANIS MINOR,13.9,winter,1.1,190.95,-39.28333333,Galaxy,,,,
NGC4645,ESO322-66,CANIS MINOR,11.8,winter,2.2,191.05,-40.25,Galaxy,pB;S;psbM ,,,
NGC4650,ESO322-67,CANIS MINOR,11.6,winter,3.2,191.075,-39.26666667,Galaxy,vF;R;bM;r ,,,
NGC4650A,ESO322-69,CANIS MINOR,12.9,winter,1.6,191.2,-39.28333333,Galaxy,,,,
NGC4650B,NGC4661,CANIS MINOR,14.5,winter,1.2,191.3,-39.16666667,Galaxy,,,,
NGC4661,NGC4650B,CANIS MINOR,13.5,winter,1.2,191.3,-39.16666667,Galaxy,F;pL;R;gbM,,,
NGC4672,ESO322-73,CANIS MINOR,13.2,winter,2.2,191.575,-40.3,Galaxy,eF;S;R;vgbM,,,
NGC4696A,ESO322-77,CANIS MINOR,13.7,winter,1.3,191.725,-40.5,Galaxy,,,,
NGC4677,ESO322-78,CANIS MINOR,12.8,winter,1.6,191.75,-40.41666667,Galaxy,eF;lE;vgbM,,,
NGC4696B,ESO322-81,CANIS MINOR,12.7,winter,1.2,191.85,-40.76666667,Galaxy,,,,
NGC4679,ESO322-82,CANIS MINOR,12.4,winter,1.6,191.875,-38.43333333,Galaxy,eeF;pL;R ,,,
NGC4681,ESO268-40,CANIS MINOR,12.6,winter,1.4,191.875,-42.66666667,Galaxy,pF;S;R;gbM,,,
NGC4683,ESO322-83,CANIS MINOR,12.7,winter,1.3,191.925,-40.46666667,Galaxy,eF;pS;R;vgbM;S* sp ,,,
NGC4696C,ESO322-87,CANIS MINOR,13.8,winter,1.8,192,-39.18333333,Galaxy,,,,
NGC4696D,ESO322-88,CANIS MINOR,13,winter,1.6,192.1,-40.28333333,Galaxy,,,,
NGC4696E,ESO322-90,CANIS MINOR,13.5,winter,1.5,192.1,-39.06666667,Galaxy,,,,
NGC4696,ESO322-91,CANIS MINOR,10.4,winter,4.7,192.2,-40.68333333,Galaxy,pB;L;R;gbM;r ,,,
NGC4706,ESO323-1,CANIS MINOR,12.9,winter,1.3,192.475,-40.71666667,Galaxy,vF;vS;R;psbM ,,,
NGC4709,ESO323-3,CANIS MINOR,10.9,winter,2.3,192.525,-40.61666667,Galaxy,pB;cS;R;gbM,,,
NGC4729,ESO323-16,CANIS MINOR,12.3,winter,1.5,192.95,-40.86666667,Galaxy,neb;1 of 3;p & little s of 4744,,,
NGC4730,ESO323-17,CANIS MINOR,12.9,winter,1.2,193,-40.85,Galaxy,2 of 3,,,
NGC4743,ESO323-21,CANIS MINOR,13,winter,1.4,193.075,-40.61666667,Galaxy,F;R;gbM ,,,
NGC4744,ESO323-22,CANIS MINOR,12.6,winter,2.1,193.075,-40.93333333,Galaxy,F;L;E;gbM;3 of 3,,,
NGC4751,ESO323-29,CANIS MINOR,11.8,winter,3,193.2,-41.33333333,Galaxy,B;pS;R;vg;vsmbM,,,
NGC4767A,ESO323-31,CANIS MINOR,15.6,winter,0.8,193.25,-38.16666667,Galaxy,,,,
NGC4785,ESO219-4,CANIS MINOR,12.4,winter,2,193.375,-47.25,Galaxy,vF;S;R;glbM,,,
NGC4767,ESO323-36,CANIS MINOR,11.5,winter,2.6,193.475,-38.28333333,Galaxy,B;pS;lE;mbM,,,
NGC4767B,ESO323-41,CANIS MINOR,13.1,winter,1.3,193.675,-38.15,Galaxy,,,,
