label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,
NGC5785,NGC 5783,BOOTES,13.6,spring,2.9,14.89166667,52.08333333,Galaxy,vF;pS;F* nr F;np of 2,
NGC5784,UGC 9592,BOOTES,12.4,spring,1.9,14.905,42.55,Galaxy,pB;S;R;smbM;stellar ,
NGC5780,MCG 5-35- 24,BOOTES,14,spring,0.9,14.90666667,28.93333333,Galaxy,vF;S;R;* nr sp ,
NGC5778,NGC 5825,BOOTES,13.8,spring,1.2,14.90833333,18.65,Galaxy,eeF;pS;R;pB* nr f;diff ,
NGC5825,NGC 5778,BOOTES,15.3,spring,1.2,14.90833333,18.65,Galaxy,eeF;pS;lE;pB* close f,
NGC5787,UGC 9599,BOOTES,13.1,spring,0.9,14.92166667,42.5,Galaxy,F;cS;R;pslbM ,
NGC5782,UGC 9602,BOOTES,15.1,spring,1.3,14.93166667,11.86666667,Galaxy,eF;vS;E;* nr sf,
NGC5794,UGC 9610,BOOTES,13.4,spring,1,14.93166667,49.73333333,Galaxy,pF;S;vsbM*13;1st of 4,
NGC5795,UGC 9617,BOOTES,13.8,spring,1.6,14.93833333,49.4,Galaxy,vF;pS;lE;pB* close p,
NGC5797,UGC 9619,BOOTES,12.8,spring,1.1,14.94,49.7,Galaxy,F;S;vsbM*13;2nd of 4,
NGC5789,UGC 9615,BOOTES,13.7,spring,0.9,14.94333333,30.23333333,Galaxy,eF;pS;iF ,
NGC5804,UGC 9627,BOOTES,13.1,spring,1.2,14.95166667,49.66666667,Galaxy,vF;vS;vsmbM;*6 nr ,
NGC5805, ,BOOTES,15.8,spring,0.4,14.95333333,49.63333333,Galaxy,S,
NGC5790,UGC 9624,BOOTES,13.6,spring,0.9,14.96,8.283333333,Galaxy,eF;vS;iF;lbM ,
NGC5798,UGC 9628,BOOTES,13.1,spring,1.4,14.96,29.96666667,Galaxy,F;S;R;vgbM;* nf,
NGC5820,UGC 9642,BOOTES,12.4,spring,2.2,14.97833333,53.88333333,Galaxy,B;E90;sbM;B D*f8';brightest of 3 ,
NGC5818,UGC 9643,BOOTES,13.7,spring,1.2,14.98333333,49.81666667,Galaxy,vF;pS;R;eF* inv;bet 2* ,
NGC5821,UGC 9648,BOOTES,14.9,spring,1.8,14.98333333,53.91666667,Galaxy,vF;S ,
NGC5828A,MCG 8-27- 52,BOOTES,14.3,spring,0.3,15.01333333,49.98333333,Galaxy,eF;pS;R;bet 2 dist* ,
NGC5828B,NGC 5828,BOOTES,14.6,spring,0.6,15.01333333,50,Galaxy,,
NGC5827,UGC 9662,BOOTES,13,spring,1.1,15.03166667,25.96666667,Galaxy,pB;pL;R;bM,
NGC5830,UGC 9670,BOOTES,14.2,spring,1,15.03166667,47.88333333,Galaxy,vF;S;R;B* nr f ,
NGC5835,UGC 9674,BOOTES,14.4,spring,1.1,15.04,48.88333333,Galaxy,vF;pS;R ,
NGC5829,IC 4526 ,BOOTES,13.4,spring,1.7,15.045,23.33333333,Galaxy,vF;vL;irrR;bM ,
NGC5840, ,BOOTES,99.9,spring,,15.07166667,29.5,Non-existant - ,eeF;pS;lE;v diffic ,
NGC5837,UGC 9686,BOOTES,14.5,spring,1,15.07833333,12.63333333,Galaxy,vF;S;R;D* np ,
NGC5842,MCG 4-36- 3,BOOTES,15.2,spring,0.4,15.08166667,21.06666667,Galaxy,eF;vS;R;lbM,
NGC5853,UGC 9707,BOOTES,14.8,spring,1.5,15.09833333,39.51666667,Galaxy,pF;pS;R;mbM;r? ,
NGC5860,UGC 9717,BOOTES,14.2,spring,0.9,15.11,42.63333333,Galaxy,F;S;R;psbM,
NGC5851,UGC 9714,BOOTES,14,spring,1,15.115,12.85,Galaxy,eF;vS;np of 2 ,
NGC5852,MCG 2-38- 45,BOOTES,13.5,spring,1.1,15.115,12.85,Galaxy,eF;vS;sf of 2 ,
NGC5856, ,BOOTES,6,spring,,15.12166667,18.45,1 Star - ,neb *6? ,
NGC5857,UGC 9724,BOOTES,13.1,spring,1.2,15.125,19.6,Galaxy,cF;cS;E;p of Dneb ,
NGC5859,UGC 9728,BOOTES,12.4,spring,3,15.12666667,19.58333333,Galaxy,pF;pS;E;f of Dneb ,
NGC5874,UGC 9736,BOOTES,12.4,spring,2.3,15.13166667,54.75,Galaxy,vF;pL;R;in tri of 3B*,
NGC5875A,UGC 9741,BOOTES,14,spring,0.6,15.14333333,52.3,Galaxy,,
NGC5875,UGC 9745,BOOTES,12.4,spring,2.3,15.15333333,52.53333333,Galaxy,pB;pL;lE ,
NGC5876,UGC 9747,BOOTES,12.7,spring,2.4,15.15833333,54.5,Galaxy,F;S;R;mbM ,
NGC5886,ZwG 221. 36 ,BOOTES,15.1,spring,0.9,15.21333333,41.23333333,Galaxy,F;vS;R;bM ,
NGC5888,UGC 9771,BOOTES,13.4,spring,1.3,15.21833333,41.26666667,Galaxy,cF;vS;R;bM;r ,
NGC5884, ,BOOTES,99.9,spring,,15.22,31.86666667,2 Star - ,only 2 F st,
NGC5889, ,BOOTES,15.5,spring,0.9,15.22166667,41.33333333,Galaxy,eeF;glbM ,
NGC5893,UGC 9774,BOOTES,13.1,spring,1.2,15.22666667,41.96666667,Galaxy,F;S;R;r;3* nr ,
NGC5895,MCG 7-31- 43,BOOTES,15.5,spring,0.9,15.23,42,Galaxy,vF;S;E ns;conn w 5896,
NGC5896,MCG 7-31- 44,BOOTES,15.5,spring,0.2,15.23,42.01666667,Galaxy,vF;vS;R;conn w 5895 ,
NGC5902,MCG 8-28- 11,BOOTES,15.4,spring,1.1,15.24,50.33333333,Galaxy,vF;vS;stellar ,
NGC5901, ,BOOTES,99.9,spring,,15.25,42.23333333,1 Star - ,nr n of 5900;eF;S ,
NGC5899,UGC 9789,BOOTES,11.7,spring,3.3,15.25166667,42.05,Galaxy,cB;pL;pmE;smbMN,
NGC5900,UGC 9790,BOOTES,14,spring,1.4,15.25166667,42.21666667,Galaxy,vF;S;vlE;gbM ,
NGC5914A,NGC 5914,BOOTES,15,spring,0.8,15.31166667,41.86666667,Galaxy,F;vS;R;F st inv,
NGC5914B,MCG 7-31- 56,BOOTES,17,spring,0.7,15.31333333,41.88333333,Galaxy,,
NGC5918,UGC 9817,BOOTES,13.2,spring,1.9,15.32333333,45.88333333,Galaxy,cF;L;pmE;glbM;**S ,
NGC5922, ,BOOTES,99.9,spring,,15.35333333,41.66666667,2 Star - ,eF;S ,
NGC5923,UGC 9823,BOOTES,13.1,spring,1.8,15.35333333,41.73333333,Galaxy,vF;pL;vlE;vgbM ,
NGC5929,UGC 9851,BOOTES,13,spring,0.9,15.435,41.66666667,Galaxy,vF;vS;sp of Dneb,
NGC5930,UGC 9852,BOOTES,13,spring,1.8,15.435,41.68333333,Galaxy,pF;pS;R;nf of Dneb ,
UGC9858,PGC 55104,BOOTES,12.8,spring,4.4,15.44333333,40.56666667,Galaxy,,
NGC5932,MCG 8-28- 33,BOOTES,15.2,spring,0.8,15.44666667,48.61666667,Galaxy,vF;pS;R;np of 2,
NGC5933,MCG 8-28- 34,BOOTES,15.7,spring,0.5,15.45,48.61666667,Galaxy,eeF;vS;R;sf of 2,
NGC5934,UGC 9862,BOOTES,13.8,spring,0.7,15.47,42.93333333,Galaxy,F;S;irR;lE ns;2* inv,
NGC5935,MCG 7-32- 13,BOOTES,15.1,spring,0.7,15.47166667,42.95,Galaxy,*13;14 seems sl neb ,
NGC5943,UGC 9870,BOOTES,13.2,spring,1.3,15.495,42.78333333,Galaxy,vF;pS;dif ,
NGC5945,UGC 9871,BOOTES,12.8,spring,2.1,15.495,42.91666667,Galaxy,pF;pL;gmbM;S* att np,
NGC5947,UGC 9877,BOOTES,13.7,spring,1.2,15.51,42.71666667,Galaxy,vF;S;dif ,
NGC5950,UGC 9884,BOOTES,13.7,spring,1.5,15.525,40.43333333,Galaxy,vF;S;R;S* np ,
UGC9893,PGC 55381,BOOTES,14.3,spring,1.1,15.54833333,46.45,Galaxy,,
NGC5966,UGC 9923,BOOTES,12.2,spring,1.8,15.59833333,39.76666667,Galaxy,vF;S;R;gbM;2st 8'f ,
IC4562,UGC 9928,BOOTES,12.6,spring,1.2,15.6,43.5,Galaxy,pB;S;R;mbM,
NGC5992,UGC 10003,BOOTES,13.7,spring,0.9,15.74,41.08333333,Galaxy,vF;vS;R;bM;sp of 2 ,
NGC5993,UGC 10007,BOOTES,13.1,spring,1.2,15.74166667,41.11666667,Galaxy,cF;vS;R;bM;nf of 2 ,
NGC1567,ESO 202-10 ,CAELUM,12.5,winter,1.4,4.351666667,-47.75,Galaxy,F;S;R;bM ,
NGC1570,NGC 1571,CAELUM,13.2,winter,2,4.368333333,-42.36666667,Galaxy,F;S;R;gbM ,
NGC1571,NGC 1570,CAELUM,12.3,winter,2,4.368333333,-42.36666667,Galaxy,vF;S;R;gbM;** nf,
NGC1572,ESO 303-14 ,CAELUM,12.4,winter,2.4,4.378333333,-39.4,Galaxy,pF;S;R;*13 nf 1',
NGC1585,ESO 303-18 ,CAELUM,13.5,winter,1.2,4.46,-41.83333333,Galaxy,pF;S;R;gbM;*12 288 ,
NGC1595,ESO 202-25 ,CAELUM,13.7,winter,1.3,4.473333333,-46.18333333,Galaxy,vF;S;R;bM ,
NGC1598,ESO 202-26 ,CAELUM,13.8,winter,1.4,4.476666667,-46.21666667,Galaxy,F;S;R;bM ,
NGC1616,ESO 251-10 ,CAELUM,12.6,winter,1.8,4.545,-42.28333333,Galaxy,F;S;E;vglbM,
NGC1658,ESO 304-16 ,CAELUM,13.5,winter,1.5,4.733333333,-40.53333333,Galaxy,F;pS;pmE;glbM ,
NGC1660,ESO 304-18 ,CAELUM,13.9,winter,1,4.736666667,-40.5,Galaxy,vF;S;lE;glbM ,
NGC1668,ESO 251-30 ,CAELUM,12.7,winter,1.6,4.768333333,-43.26666667,Galaxy,eF;R;att to*14 ,
NGC1679,ESO 422- 1 ,CAELUM,11.5,winter,2.7,4.831666667,-30.03333333,Galaxy,vB;L;iR;4*1nv ,
NGC1687,ESO 361-13 ,CAELUM,13.9,winter,1.3,4.856666667,-32.06666667,Galaxy,vF;S;R;vglbM ,
NGC1701,ESO 422-11 ,CAELUM,12.8,winter,1.2,4.931666667,-28.11666667,Galaxy,F;S;vlE;glbM;*10 sf ,
NGC1759,ESO 305- 1 ,CAELUM,13.1,winter,1.4,5.013333333,-37.33333333,Galaxy,vF;pL;vglbM,
PK118+2.1,Sh1-118 ,CAMELOPARDALIS,12.9,winter,120s,0.126666667,64.96666667,Bright Nebula - ,,
Stock23, ,CAMELOPARDALIS,99.9,winter,15,3.27,60.1,Open Cluster - 25,13''-pB;pL;nRi;scatt;17* at 100X ,
Czernik14, ,CAMELOPARDALIS,99.9,winter,6,3.283333333,58.6,Open Cluster - 15,,
King6, ,CAMELOPARDALIS,99.9,winter,7,3.466666667,56.45,Open Cluster - 35,13''-pB;pL;pRi;lC; 24* mags 10..13 at 100X ,
vdB15,LBN 684 ,CAMELOPARDALIS,99.9,winter,40,3.491666667,58.9,Bright Nebula - ,,
vdB14,LBN 681 ,CAMELOPARDALIS,99.9,winter,46,3.505,59.56666667,Bright Nebula - ,,
Berk10, ,CAMELOPARDALIS,12,winter,12,3.66,66.51666667,Open Cluster - 50,13''-F;pL;nRi;C;10* at 165X ,
IC334,UGC 2824,CAMELOPARDALIS,12.3,winter,3.7,3.755,76.63333333,Galaxy,pB;S;*13 mag invl sf,
IC342,UGC 2847,CAMELOPARDALIS,12,winter,20.9,3.78,68.1,Galaxy,F;vL;R;vsBN, C 
Tombaugh5, ,CAMELOPARDALIS,8.4,winter,17,3.795,59.08333333,Open Cluster - 60,,
UGC2855,PGC 13880,CAMELOPARDALIS,12.9,winter,4.4,3.806666667,70.13333333,Galaxy,,
Czernik17, ,CAMELOPARDALIS,99.9,winter,5,3.871666667,61.96666667,Open Cluster - 15,,
Sh2-205, ,CAMELOPARDALIS,99.9,winter,80,3.886666667,53.06666667,Bright Nebula - ,,
Kemble1, ,CAMELOPARDALIS,5,winter,180,3.958333333,63.06666667,Asterism - 20,8X42binoc-19* in chain about 4 deg long incl CL 1502 ,
NGC1469,UGC 2909,CAMELOPARDALIS,12.7,winter,1.9,4.008333333,68.58333333,Galaxy,vF;vS;R;B* nr ,
NGC1485,UGC 2933,CAMELOPARDALIS,12.6,winter,2.1,4.085,71,Galaxy,eF;pS;R ,
NGC1501,PK 144+6.1 ,CAMELOPARDALIS,12,winter,56s,4.116666667,60.91666667,Planetary Nebula - ,pB;pS;vlE;1'Diam,B H 
IC356,UGC 2953,CAMELOPARDALIS,10.5,winter,4.5,4.13,69.81666667,Galaxy,pF;pL;BM;* 8.5 4' north ,
NGC1502,OCL 383,CAMELOPARDALIS,6.9,winter,8,4.13,62.33333333,Open Cluster - 45,Cl;pRi;cC;iF , H 
PK147+4.1,M2- 2 ,CAMELOPARDALIS,13.7,winter,6.0s,4.221666667,56.95,Planetary Nebula - ,,
B9, ,CAMELOPARDALIS,79.9,winter,150,4.3,55.05,Dark Nebula - ,,
IC361,OCL 393,CAMELOPARDALIS,11.7,winter,6,4.313333333,58.25,Open Cluster - 60,F;L;neby? ,
B8,LDN 1392,CAMELOPARDALIS,79.9,winter,150,4.316666667,55.05,Dark Nebula - ,4''-huge dark oval with pretty good contrast ,
Mayer2, ,CAMELOPARDALIS,99.9,winter,3,4.33,53.16666667,Open Cluster - 18,,
PK151+2.1,SH2-208 ,CAMELOPARDALIS,99.9,winter,4,4.33,53.1,Bright Nebula - ,,
NGC1530,IC 381 ,CAMELOPARDALIS,11.4,winter,4.4,4.39,75.3,Galaxy,pB;L ,
PK146+7.1,M4-18 ,CAMELOPARDALIS,15.8,winter,4.0s,4.43,60.11666667,Planetary Nebula - ,,
B11, ,CAMELOPARDALIS,79.9,winter,3,4.443333333,55.03333333,Dark Nebula - ,,
B12,LDN 1407,CAMELOPARDALIS,79.9,winter,24,4.5,54.28333333,Dark Nebula - ,4''-nothing at this location ,
NGC1569,UGC 3056,CAMELOPARDALIS,11,winter,3.7,4.513333333,64.85,Galaxy,pB;S;lE;BNM;*9.5n1' ,
B13, ,CAMELOPARDALIS,79.9,winter,11,4.521666667,54.88333333,Dark Nebula - ,,
NGC1560,IC 2062 ,CAMELOPARDALIS,11.4,winter,9.8,4.546666667,71.88333333,Galaxy,vF;L;E;*9.3 sp ,
NGC1573,UGC 3077? ,CAMELOPARDALIS,11.7,winter,1.9,4.585,73.26666667,Galaxy,vF;S;*9.5f,
B21, ,CAMELOPARDALIS,79.9,winter,10,4.631666667,55.35,Dark Nebula - ,,
UGC3137,PGC 15967,CAMELOPARDALIS,14.2,winter,3.5,4.771666667,76.43333333,Galaxy,,
UGC3144,PGC 16030,CAMELOPARDALIS,14.4,winter,2.1,4.796666667,74.91666667,Galaxy,,
NGC1573A,ZwG 328 21 ,CAMELOPARDALIS,14.5,winter,1.6,4.806666667,73.46666667,Galaxy,,
Berk13, ,CAMELOPARDALIS,99.9,winter,7,4.93,52.81666667,Open Cluster - ,,
NGC1708, ,CAMELOPARDALIS,99.9,winter,20,5.056666667,52.83333333,Open Cluster - 10,Cl;vL;pRi;lC;st L&S ,
Cr464, ,CAMELOPARDALIS,4.2,winter,120,5.21,73.96666667,Open Cluster - 50,,
NGC1961,IC 2133 ,CAMELOPARDALIS,11,winter,4.5,5.701666667,69.38333333,Galaxy,cF;pL;iF;mbM;er;* inv, H 
NGC2128,UGC 3392,CAMELOPARDALIS,12.6,winter,1.5,6.076666667,57.63333333,Galaxy,vF;vS;vlE ,
NGC2146,3C120 ,CAMELOPARDALIS,10.6,winter,5.7,6.31,78.35,Galaxy,pB;2'l;lE ,
NGC2146A,UGC 3439,CAMELOPARDALIS,12.9,winter,3,6.398333333,78.53333333,Galaxy,,
NGC2253,UGC 3511,CAMELOPARDALIS,13.1,winter,1.4,6.728333333,65.2,Open Cluster - ,vF;* eS ,
NGC2256,UGC 3519,CAMELOPARDALIS,12.5,winter,2.3,6.786666667,74.23333333,Galaxy,F;R;*9.5 3' sf ,
NGC2258,UGC 3523,CAMELOPARDALIS,11.9,winter,2.3,6.796666667,74.48333333,Galaxy,F;2* 10-11 f ,
UGC3580,PGC 19867,CAMELOPARDALIS,11.8,winter,3.4,6.925,69.58333333,Galaxy,,
NGC2314,UGC 3677,CAMELOPARDALIS,12.2,winter,1.7,7.175,75.33333333,Galaxy,vF;S;R,
UGC3697,PGC 20348,CAMELOPARDALIS,13.5,winter,3.5,7.19,71.83333333,Galaxy,,
NGC2268,UGC 3653,CAMELOPARDALIS,11.5,winter,3.3,7.238333333,84.38333333,Galaxy,pF;pL;lE ,
UGC3730,PGC 20460,CAMELOPARDALIS,12.5,winter,2.7,7.238333333,73.48333333,Galaxy,,
IC2179,UGC 3750,CAMELOPARDALIS,12.4,winter,1.7,7.258333333,64.93333333,Galaxy,*13 IN vF;vS Neb,
NGC2347,UGC 3759,CAMELOPARDALIS,12.4,winter,1.8,7.268333333,64.71666667,Galaxy,vF;S;R;lbM,
UGC3826,PGC 20927,CAMELOPARDALIS,13.5,winter,3.5,7.408333333,61.7,Galaxy,,
NGC2336,UGC 3809,CAMELOPARDALIS,10.4,winter,6.8,7.451666667,80.18333333,Galaxy,pB;pL;R;2*11 nr,
NGC2363,UGC 3847,CAMELOPARDALIS,15.5,winter,1.6,7.475,69.2,Galaxy,neb* or vFvS;2366 sf,
NGC2366,UGC 3851,CAMELOPARDALIS,11.1,winter,7.8,7.481666667,69.21666667,Galaxy,vF;pL;mbM;vS*inv;curved tails ,
NGC2403,UGC 3918,CAMELOPARDALIS,8.5,winter,23.4,7.613333333,65.6,Galaxy,!! cB;eL;vmE;vgmbMN ,BCH 
NGC2404, ,CAMELOPARDALIS,99.9,winter,,7.618333333,65.61666667,Diffuse Nebula - ,vF;vS,
NGC2408, ,CAMELOPARDALIS,99.9,winter,10,7.663333333,71.66666667,Asterism - ,Cl;vlC,
UGC3975,PGC 21698,CAMELOPARDALIS,13.6,winter,1.4,7.746666667,72.8,Galaxy,,
UGC4013,Mrk 10 ,CAMELOPARDALIS,13.3,winter,2,7.791666667,60.93333333,Galaxy,,
NGC2441,UGC 4036,CAMELOPARDALIS,12.2,winter,2,7.865,73.01666667,Galaxy,vF;pS,
NGC2336A,UGC 4066,CAMELOPARDALIS,14,winter,1.7,7.938333333,78.01666667,Galaxy,,
NGC2460,UGC 4097,CAMELOPARDALIS,11.8,winter,2.2,7.948333333,60.35,Galaxy,F;S;R;S* in centre ,
NGC2523A,UGC 4166,CAMELOPARDALIS,13.8,winter,1,8.068333333,74.05,Galaxy,,
UGC4173,PGC 22783,CAMELOPARDALIS,14.8,winter,1.9,8.111666667,80.11666667,Galaxy,,
UGC4238,MCG +13-06-018,CAMELOPARDALIS,12.7,winter,2.4,8.191666667,76.43333333,Galaxy,,
NGC2523B,UGC 4259,CAMELOPARDALIS,13.9,winter,2,8.215,73.56666667,Galaxy,,
NGC2523,UGC 4271,CAMELOPARDALIS,11.9,winter,2.9,8.25,73.58333333,Galaxy,pB;pL;lE;lbM;* nr;Theta shape ,
NGC2523C,UGC 4290,CAMELOPARDALIS,12.9,winter,1.5,8.295,73.31666667,Galaxy,,
NGC2544,UGC 4327,CAMELOPARDALIS,12.9,winter,1.1,8.361666667,73.98333333,Galaxy,eeF;pS;R;sev B*around,
NGC2550,UGC 4359,CAMELOPARDALIS,12.8,winter,1,8.41,74.01666667,Galaxy,eeF;pS;cE ,
NGC2551,UGC 4362,CAMELOPARDALIS,12.1,winter,1.6,8.413333333,73.41666667,Galaxy,vF;S;F*in centre,
UGC4390,PGC 23731,CAMELOPARDALIS,14.2,winter,2.3,8.463333333,73.51666667,Galaxy,,
NGC2550A,UGC 4397,CAMELOPARDALIS,12.7,winter,1.6,8.478333333,73.75,Galaxy,,
NGC2591,UGC 4472,CAMELOPARDALIS,12.3,winter,3,8.623333333,78.03333333,Galaxy,F;S;E;lbM ,
NGC2633,UGC 4574,CAMELOPARDALIS,12.2,winter,2.3,8.801666667,74.1,Galaxy,F;S;lE,
NGC2634,UGC 4581,CAMELOPARDALIS,12,winter,2,8.806666667,73.96666667,Galaxy,F;S;lE,
NGC2636,UGC 4583,CAMELOPARDALIS,13.8,winter,0.3,8.806666667,73.66666667,Galaxy,vF;S;2*11-12 f ,
NGC2634A,UGC 4585,CAMELOPARDALIS,13.6,winter,1.8,8.81,73.93333333,Galaxy,,
NGC2646,UGC 4604,CAMELOPARDALIS,12.1,winter,1.5,8.84,73.46666667,Galaxy,vF;S;2 F* 2'.5 sf ,
MCG+13-07-007, ,CAMELOPARDALIS,12,winter,0.9,8.886666667,76.5,Galaxy,Inner Regions Very Black--MCG ,
NGC2653, ,CAMELOPARDALIS,99.9,winter,,8.915,78.4,2 Star - ,vF;vS;F* close n;2655 s ,
NGC2655,UGC 4637,CAMELOPARDALIS,10.1,winter,4.9,8.926666667,78.21666667,Galaxy,vB;cL;lE 90;gsvmbM;diff ,B H 
NGC2715,UGC 4759,CAMELOPARDALIS,11.2,winter,4.8,9.135,78.08333333,Galaxy,pB;L;E,
NGC2732,UGC 4818,CAMELOPARDALIS,11.9,winter,2.1,9.223333333,79.18333333,Galaxy,pB;S;E 45 deg;*13 nf;lenticular,
NGC2748,UGC 4825,CAMELOPARDALIS,11.7,winter,3.1,9.228333333,76.48333333,Galaxy,pB;pL;E;vglbM ,
UGC4841,MCG +12-09-032,CAMELOPARDALIS,12.4,winter,2.8,9.246666667,74.23333333,Galaxy,,
NGC2760,MCG+13-07-027,CAMELOPARDALIS,14,winter,0.5,9.403333333,76.53333333,Galaxy,vF;S;R;nearly bet *8 & *9,
NGC3901,UGC 6675,CAMELOPARDALIS,13.7,winter,1.8,11.71333333,77.36666667,Galaxy,pF;pL;r;place doubtful ,
NGC4127,UGC 7122,CAMELOPARDALIS,12.6,winter,2.5,12.14,76.8,Galaxy,F;pL;vlE;glbM ,
IC3568,PK 123+34.1 ,CAMELOPARDALIS,11.6,winter,18s,12.55166667,82.56666667,Planetary Nebula - ,planetary or neb *9.5;*13 p 15'' ,
NGC5295,MCG 13-10- 9,CAMELOPARDALIS,14.9,winter,0.6,13.645,79.46666667,Galaxy,vF;vS;R ,
NGC5640,ZwG 353. 35 ,CAMELOPARDALIS,15.4,winter,0.9,14.345,80.11666667,Galaxy,eF;S;lE ,
NGC6897,MCG - 2-52- 1,CANCER,15,spring,0.9,20.35,-11.75,Galaxy,vF;S ,
NGC6898,MCG - 2-52- 2,CANCER,14,spring,1.2,20.35166667,-11.63333333,Galaxy,F;S;iR,
NGC6903,ESO 596-29 ,CANCER,11.9,spring,2.6,20.395,-18.66666667,Galaxy,Cl;E;bM*17;*10 att N,
NGC6907,ESO 528- 3 ,CANCER,11.2,spring,3.4,20.41833333,-23.18333333,Galaxy,cF;cL;vlE;vglbM;3st p,
NGC6908, ,CANCER,15.5,spring,0.5,20.41833333,-23.18333333,Galaxy,eF;vS;lE;6907 p,
NGC6912,ESO 596-38 ,CANCER,13.1,spring,1.4,20.44833333,-17.38333333,Galaxy,vF;2*14;15 np;*8f ,
NGC6924,ESO 528-16 ,CANCER,12.8,spring,2,20.555,-24.51666667,Galaxy,vF;pS;R;sbMN ,
NGC6931,MCG - 2-52- 16,CANCER,14,spring,1,20.56166667,-10.63333333,Galaxy,eF;pS;E120;gbM ,
NGC6936,ESO 528-22 ,CANCER,12.8,spring,1.8,20.59833333,-24.71666667,Galaxy,vF;vS;R;slBM ,
NGC6993,ESO 529-11 ,CANCER,13.8,spring,1.2,20.89833333,-24.53333333,Galaxy,vF;vS;R;sbMN ,
NGC6986,ESO 598- 7 ,CANCER,13.6,spring,1,20.94166667,-17.43333333,Galaxy,vF;vS;R;glbMN ,
NGC7019,ESO 529-22 ,CANCER,14.9,spring,0.6,21.10666667,-23.58333333,Galaxy,vF;vS;R;sbMN ,
NGC7016,ESO 529-25 ,CANCER,15,spring,0.7,21.12166667,-24.53333333,Galaxy,vF;eS;R;bMN;1st of 3,
NGC7017,ESO 529-26 ,CANCER,15,spring,0.6,21.12166667,-24.51666667,Galaxy,eF;vS;R;bMN;2nd of 3,
NGC7018,ESO 529-27 ,CANCER,14,spring,1.3,21.12333333,-24.56666667,Galaxy,vF;vS;vlE;glbM;3rd of 3 ,
NGC7035,ESO 530-15 ,CANCER,15,spring,0.7,21.18,-22.86666667,Galaxy,eF;S;iR ,
NGC7030,ESO 598-28 ,CANCER,13.7,spring,0.9,21.18666667,-19.51666667,Galaxy,vF;vS;iR;bMN ,
NGC7073,MCG - 2-54- 10,CANCER,14,spring,0.9,21.49,-10.51666667,Galaxy,vF;vS;iR ,
NGC7103,ESO 531-15 ,CANCER,15,spring,1.4,21.665,-21.53333333,Galaxy,vF;vS;R;gbM;1st of 2,
NGC7104,ESO 531-18 ,CANCER,15,spring,0.7,21.66833333,-21.56666667,Galaxy,vF;vS;iR;gbMN;2nd of 2 ,
NGC7105, ,CANCER,99.9,spring,,21.67166667,-9.616666667,2 Star - ,F;vS;E130;smbMN;* np,
NGC7099,M 30 ,CANCER,6.9,spring,8.9,21.67333333,-22.81666667,Globular Clu. - ,!;B;L;lE;gpmbM;st 12...16, M
NGC7122, ,CANCER,99.9,spring,,21.76333333,-7.166666667,2 Star - ,nebulous10-11 or vS Cl,
Pal12, ,CANCER,11.7,spring,2.9,21.775,-20.75,Globular Clu. - ,13''-eF; S; R at 100X; triangle of 11mto SW,
NGC7131,MCG - 2-55- 2,CANCER,14,spring,1.7,21.79333333,-12.81666667,Galaxy,vF;S;vlE;vgbM ,
NGC7134, ,CANCER,99.9,spring,,21.815,-11.03333333,Asterism - ,pF;vS;*11n,
NGC7136, ,CANCER,99.9,spring,,21.82833333,-10.2,2 Star - ,eF;vS;R;neb?;*9.5 f 2' ,
NGC7158, ,CANCER,99.9,spring,,21.95833333,-10.4,3 Star - ,vF neb *;*9.5 nf 3' ,
NGC2191,ESO 160-14 ,CANES VENATICI,12.4,spring,1.7,6.14,-51.48333333,Galaxy,pB;vS;E;vsbM;*9 p 5s,
NGC2369,ESO 122-18 ,CANES VENATICI,12.3,spring,3.2,7.276666667,-61.65,Galaxy,pB;pL;iE;glbM ,
NGC2369A,ESO 88- 8 ,CANES VENATICI,12.9,spring,1.8,7.311666667,-61.06666667,Galaxy,,
NGC2381,ESO 88-10 ,CANES VENATICI,13.4,spring,1.6,7.333333333,-62.93333333,Galaxy,vF;vS;R;am st ,
NGC2369B,ESO 123- 5 ,CANES VENATICI,13.4,spring,1.5,7.341666667,-61.95,Galaxy,,
NGC2417,ESO 123-15 ,CANES VENATICI,12,spring,2.8,7.503333333,-61.75,Galaxy,vF;L;R;gbM;r ,
PK264-12.1,He2- 5 ,CANES VENATICI,12.3,spring,3.0s,7.79,-50.73333333,Planetary Nebula - ,,
NGC2502,ESO 209- 8 ,CANES VENATICI,13.2,spring,2.1,7.931666667,-51.7,Galaxy,pF;S;R;vgpmbM ,
NGC2516,OCL 776,CANES VENATICI,3.8,spring,21,7.968333333,-59.25,Open Cluster - 80,Cl;vB;vL;pRi;*7...13, C 
NGC2609,ESO 124-SC17 ,CANES VENATICI,99.9,spring,,8.491666667,-60.88333333,Open Cluster - ,Cl;pS;lRi;lC ,
NGC2640,ESO 165- 2 ,CANES VENATICI,12.7,spring,2.2,8.623333333,-54.88333333,Galaxy,pB;S;R;3 or 4 vSp nr ,
NGC2714,ESO 125- 7 ,CANES VENATICI,14,spring,0.9,8.891666667,-58.78333333,Galaxy,eF;S;R;pslbM ,
NGC2788B,ESO 60-25 ,CANES VENATICI,13.7,spring,1.5,9.06,-66.03333333,Galaxy,,
IC2448,PK 285-14.1 ,CANES VENATICI,11.5,spring,8s,9.118333333,-68.05,Planetary Nebula - ,vS;R;nearly stellar ,
