,NGC 2595,Cnc,12.3,,3.2x2.4,08 27 42.0,+21 28 44,GX,"vF,pL,iF,R,D* sp 2'",III 599
,NGC 2599,Cnc,12.2,,1.9x1.7,08 32 11.3,+22 33 37,GX,"vF,S,stellar",III 234
,NGC 2613,Pyx,10.3,,7.2x1.8,08 33 22.6,-22 58 21,GX,"cB,L,vmE 110 deg",II 266
,NGC 2604,Cnc,12.3,,2.1x2.1,08 33 22.9,+29 32 17,GX,"vF,pL,R,lbM,r,D* nr",III 292
,NGC 2610,Hya,13,,"50""x47""",08 33 23.4,-16 08 57,PN,"F,S,att to *13,*7 nf",IV 35
,NGC 2608,Cnc,12.3,,2.3x1.4,08 35 17.2,+28 28 23,GX,"F,vlE,mbM,r",II 318
,NGC 2618,Hya,12.1,,2.4x1.9,08 35 53.5,+00 42 26,GX,"eF,pL,iF",III 257
,NGC 2627,Pyx,,,11,08 37 15,-29 57.0,OC,"Cl,cL,pRi,pC,*11..13",VII 63
,NGC 2619,Cnc,12.4,,2.3x1.4,08 37 32.7,+28 42 18,GX,"F,pS,R,bM,r",II 319
,NGC 2628,Cnc,13.3,,1.1x1.1,08 40 22.7,+23 32 22,GX,"eF,S",III 235
,NGC 2648,Cnc,11.8,,3.2x1.1,08 42 39.9,+14 17 09,GX,"F,S,vlE135,psbM",III 49
,NGC 2639,UMa,11.6,,1.8x1.1,08 43 38.0,+50 12 20,GX,"cB,S,E130,psmbM",I 204
,NGC 2649,Lyn,12.3,,1.6x1.5,08 44 08.3,+34 43 02,GX,"F,L,R,r",II 727
,NGC 2661,Cnc,12.8,,1.4x1.3,08 45 59.5,+12 37 15,GX,"eF,cL,R,lbM",III 50
,NGC 2629,UMa,12.3,,1.8x1.5,08 47 15.8,+72 59 08,GX,"vF,S,stellar",III 982
,NGC 2641,UMa,13.6,,1.3x1.1,08 47 57.5,+72 53 45,GX,"vF,S,stellar",III 983
,NGC 2672,Cnc,11.7,,3.0x2.8,08 49 21.9,+19 04 29,GX,"pB,pL,iR,mbM",II 80=II 48
,NGC 2650,UMa,13.3,,1.6x1.2,08 49 58.4,+70 17 58,GX,"pB,pL,iF,eR",II 908
,NGC 2677,Cnc,14.2,,0.6x0.3,08 50 01.3,+19 00 35,GX,"eF,vS,rr (vS Cl)",II 48?
,NGC 2678,Cnc,,,10,08 50 03,+11 20.3,AST,"Cl,vlC,P",VIII 10
,NGC 2679,Cnc,13.3,,1.8x1.8,08 51 32.8,+30 51 52,GX,"pF,pS,R,bM,P w 2680",III 294
,NGC 2683,Lyn,9.8,,9.3x2.2,08 52 41.4,+33 25 14,GX,"vB,vL,vmE39,gmbM",I 200
,NGC 2681,UMa,10.3,,3.6x3.3,08 53 32.8,+51 18 50,GX,"vB,vL,vg,vsmbM *10",I 242
,NGC 2695,Hya,11.9,,1.7x1.2,08 54 27.0,-03 04 01,GX,"pF,cS,R",II 280
,NGC 2691,Lyn,13.1,,1.2x0.8,08 54 46.3,+39 32 19,GX,"pF,vS,mbM",II 658
,NGC 2684,UMa,12.9,,0.9x0.8,08 54 54.1,+49 09 38,GX,"F,pL,R,gbM,4S* nr",III 712
,NGC 2655,Cam,10.1,,4.9x4.1,08 55 38.5,+78 13 25,GX,"vB,cL,lE 90,gsvmbM,diff",I 288
,NGC 2708,Hya,12,,2.6x1.3,08 56 07.9,-03 21 37,GX,"pF,pS,E,2* nr",II 281
,NGC 2704,Lyn,13.4,,1.0x1.0,08 56 47.7,+39 22 56,GX,"vF,vS",III 625
,NGC 2692,UMa,13.3,,1.3x0.5,08 56 58.0,+52 03 57,GX,"vF,S,R,psbM",III 831
,NGC 2693,UMa,11.9,,2.6x1.8,08 56 59.3,+51 20 51,GX,"pB,lE,psmbM",II 823
,NGC 2722,Hya,12.6,,1.9x1.2,08 58 46.1,-03 42 37,GX,"vF,vS,stellar",III 264
,NGC 2718,Hya,11.8,,2.1x2.1,08 58 50.4,+06 17 35,GX,"F,pL,E,am 3*",II 557
,NGC 2721,Hya,11.7,,2.6x1.8,08 58 56.5,-04 54 07,GX,"cF,pL,R,vgbM",II 529
,NGC 2701,UMa,12.3,,2.2x1.6,08 59 05.4,+53 46 13,GX,"pB,fan-shaped,*11 att",IV 66
,NGC 2710,UMa,12.9,,2.0x1.0,08 59 48.4,+55 42 23,GX,"vF,S",III 841
,NGC 2719,Lyn,13.1,,1.3x0.3,09 00 15.7,+35 43 39,GX,"vF,S,E 110 deg,2 vF * inv",III 540
,NGC 2744,Cnc,13.5,,1.7x1.1,09 04 39.1,+18 27 53,GX,"vF,S,R,r,D* nr",III 60
,NGC 2743,Cnc,13.7,,1.1x0.8,09 04 54.3,+25 00 14,GX,"eF,S,R,vlbM",III 608
,NGC 2726,UMa,12.5,,1.6x0.5,09 04 56.8,+59 55 58,GX,"cF,pS,iR,er",II 834
,NGC 2750,Cnc,11.9,,2.2x1.9,09 05 48.0,+25 26 13,GX,"vF,cL,R,bMN,2 c * p",III 291
,NGC 2746,Lyn,13.1,,1.6x1.5,09 05 59.5,+35 22 38,GX,"eF,S,R,vglbM,*12 nnp 50''",III 825
,NGC 2763,Hya,12,,2.3x2.0,09 06 49.1,-15 30 00,GX,"vF,pS,bM,S* 30'' n",III 275
,NGC 2742,UMa,11.4,,3.0x1.5,09 07 33.2,+60 28 46,GX,"cB,cL,E 90 deg,er",I 249
,NGC 2765,Hya,12.1,,2.1x1.1,09 07 36.6,+03 23 34,GX,"vF,pL,E,gbM,er",II 520
,NGC 2755,Lyn,13.2,,1.2x0.8,09 07 58.3,+41 42 32,GX,"vF,S,iF,lbM,r",III 626
,NGC 2764,Cnc,12.9,,1.5x0.9,09 08 17.5,+21 26 37,GX,"cF,vS,R,er,bet 2 pB *",III 236
,NGC 2759,Lyn,13,,1.0x0.7,09 08 37.3,+37 37 17,GX,"vF,cS,R",III 647
,NGC 2756,UMa,12.4,,1.7x1.1,09 09 01.1,+53 50 58,GX,"pB,pS,E,vgbM",II 828
,NGC 2770,Lyn,12.2,,3.8x1.1,09 09 33.6,+33 07 26,GX,"F,L,mE150,r,2* n",II 490
,NGC 2775,Cnc,10.1,,4.3x3.3,09 10 20.2,+07 02 16,GX,"cB,cL,R,vgvsmbM,r",I 2
,NGC 2774,Cnc,13.7,,0.9x0.9,09 10 40.0,+18 41 47,GX,"vF,S,R,am 5 S *",III 61
,NGC 2781,Hya,11.6,,3.0x1.5,09 11 27.4,-14 49 01,GX,"B,S,vlE,psmbM",I 66
,NGC 2768,UMa,9.9,,8.1x4.3,09 11 37.6,+60 02 15,GX,"cB,cL,lE,psbM,LBN",I 250
,NGC 2784,Hya,10.2,,5.5x2.2,09 12 19.2,-24 10 18,GX,"B,L,mE 64 deg,gmbM",I 59
,NGC 2778,Lyn,12.4,,1.4x1.0,09 12 24.3,+35 01 39,GX,"pB,S,R,psmbM",II 564
,NGC 2780,Lyn,13.3,,0.9x0.7,09 12 44.3,+34 55 32,GX,"vF,S,R,S D* p",III 826
,NGC 2783,Cnc,12.6,,2.1x1.5,09 13 39.5,+29 59 34,GX,"vF,vS,R,2 pB* sp",III 295
,NGC 2782,Lyn,11.6,,3.5x2.6,09 14 05.2,+40 06 48,GX,"cB,R,mbMBN",I 167
,NGC 2811,Hya,11.3,,2.5x0.9,09 16 11.1,-16 18 46,GX,"pB,pS,E,psmbM",II 505
,NGC 2815,Hya,11.9,,3.5x1.1,09 16 19.6,-23 38 00,GX,"F,S,lE,gbM",III 242
,NGC 2802,Cnc,14.5,,0.9x0.9,09 16 41.4,+18 57 48,GX,"vF,S,R,r,np of 2",III 62
,NGC 2796,Cnc,13.8,,1.3x0.8,09 16 41.8,+30 54 57,GX,"eF,S,R,lbM",III 296
,NGC 2803,Cnc,14.3,,1.3x1.3,09 16 43.9,+18 57 16,GX,"vF,S,R,r,sf of 2",III 63
,NGC 2798,Lyn,12.3,,2.6x1.0,09 17 22.8,+42 00 00,GX,"pB,S,stellar",II 708
,NGC 2800,UMa,12.8,,1.4x0.9,09 18 35.2,+52 30 52,GX,"vF,S,lE,* att,* inv",III 832
,NGC 2787,UMa,10.8,,3.2x2.0,09 19 18.5,+69 12 11,GX,"B,pL,lE 90 deg,mbM,r,vS* sf inv",I 216
,NGC 2832,Lyn,11.9,,2.3x1.9,09 19 46.8,+33 44 59,GX,"cB,cL,E,3rd of 3",I 113
,NGC 2848,Hya,11.8,,2.7x1.7,09 20 09.8,-16 31 34,GX,"vF,cL,E 45 deg,glbM,*11 nf 3'",III 488
,NGC 2805,UMa,11,,6.3x4.8,09 20 20.4,+64 06 10,GX,"vF,L,R,mbM",III 878
,NGC 2843,Cnc,15.5,,0.4x0.2,09 20 28.7,+18 55 34,GX,S* and neb,III 64
,NGC 2838,Lyn,13.6,,0.6x0.6,09 20 43.0,+39 18 56,GX,"vF,vS,R",III 627
,NGC 2840,Lyn,13.8,,1.0x0.9,09 20 52.7,+35 22 06,GX,"cF,S,R,*10 np 2'",III 827
,NGC 2814,UMa,13.7,,1.2x0.3,09 21 11.5,+64 15 06,GX,"F,S,iF,1st of 2",II 868
,NGC 2855,Hya,11.6,,2.5x2.2,09 21 27.5,-11 54 37,GX,"pB,pL,R,gmbMN",I 132
,NGC 2820,UMa,12.8,,4.1x0.5,09 21 45.6,+64 15 29,GX,"F,S,E,2nd of 2",II 869
,NGC 2844,Lyn,13,,1.5x0.8,09 21 48.0,+40 09 05,GX,"cF,cS",III 628
,NGC 2841,UMa,9.2,,8.1x3.5,09 22 02.3,+50 58 35,GX,"vB,L,vmE151,vsmbM = *10",I 205
,NGC 2810,UMa,12.2,,1.7x1.7,09 22 04.5,+71 50 38,GX,"F,cS,bM",III 749
,NGC 2852,Lyn,13.2,,0.9x0.8,09 23 14.6,+40 09 49,GX,"vF,cS,R,*10 p2',1st of 2",III 629
,NGC 2853,Lyn,13.3,,1.7x0.9,09 23 17.4,+40 12 00,GX,"vF,S,vgbM,2nd of 2",III 630
,NGC 2863,Hya,12.7,,1.1x0.8,09 23 36.5,-10 26 00,GX,"cF,S,E,bet 2* 12,16",III 520
,NGC 2854,UMa,13,,1.7x0.6,09 24 03.1,+49 12 15,GX,"cF,cS,vlE,pglbM",III 714
,NGC 2856,UMa,13.1,,1.1x0.5,09 24 16.0,+49 14 57,GX,"cF,cS,lE,bM",III 713
,NGC 2859,LMi,10.9,,4.3x3.8,09 24 18.6,+34 30 48,GX,"vB,pL,R,smbM",I 137
,NGC 2872,Leo,11.9,,2.1x1.8,09 25 42.5,+11 25 55,GX,"pF,pS,R,bM",II 57=II 546
,NGC 2874,Leo,12.5,,2.4x0.7,09 25 47.3,+11 25 27,GX,"vF,pL,mE",II 58=II 547
,NGC 2889,Hya,11.7,,2.2x1.9,09 27 12.5,-11 38 37,GX,"pF,pS,vlE,vglbM,r",II 555
,NGC 2870,UMa,13,,2.5x0.6,09 27 53.5,+57 22 33,GX,"cF,S,E,vglbM",III 846
,NGC 2894,Leo,12.4,,1.9x1.0,09 29 30.4,+07 43 06,GX,"vF,E,er,2 or 3* inv",III 8
,NGC 2880,UMa,11.5,,2.0x1.2,09 29 34.5,+62 29 27,GX,"B,cS,R,mbM,am st,in field of 23 Ursa Majoris",I 260
,NGC 2893,Leo,13.2,,1.1x1.0,09 30 17.0,+29 32 24,GX,"vF,S,R,vsbM *12",III 297
,NGC 2902,Hya,12.2,,1.4x1.2,09 30 52.8,-14 44 07,GX,"vF,vS,stellar",III 276
,NGC 2907,Hya,11.6,,1.8x1.1,09 31 36.6,-16 44 07,GX,"pF,S,lE,mb sf",II 506
,NGC 2906,Leo,12.7,,1.4x0.9,09 32 06.3,+08 26 30,GX,"F,pS,lE,gbM",II 495
,NGC 2903,Leo,9,,12.6x6.0,09 32 10.0,+21 30 02,GX,"cB,vL,E,gmbM,r,sp of 2",I 56
,NGC 2905,Leo,,,,09 32 11.9,+21 31 05,KNT,"vF,cL,R,psbM,r,nf of 2",I 57
,NGC 2911,Leo,11.5,,4.1x3.2,09 33 46.1,+10 09 09,GX,"F,pL,R,gbM,p of 2",II 40
,NGC 2914,Leo,13.2,,1.0x0.7,09 34 02.8,+10 06 31,GX,"vF,S,R,bMN,f of 2",III 513
,NGC 2921,Hya,12,,2.8x1.0,09 34 31.3,-20 55 13,GX,"vF,pS,lE,vglbM,f of 2",III 597
,NGC 2916,Leo,12.1,,2.5x1.7,09 34 57.7,+21 42 19,GX,"F,S,vlE",II 260
,NGC 2918,Leo,12.6,,1.4x1.0,09 35 44.1,+31 42 20,GX,"vF,cS,R,sbMN",III 298
,NGC 2935,Hya,11.4,,3.6x2.8,09 36 44.8,-21 07 41,GX,"pB,pS,vlE,gmbM",II 556
,NGC 2939,Leo,12.5,,2.5x0.9,09 38 08.1,+09 31 23,GX,"vF,S,vlE,bM,triangle st nf",III 4
,NGC 2938,Dra,13.5,,1.7x1.0,09 38 24.0,+76 19 10,GX,"eF,S,iF,D* f 3'",III 963?
,NGC 2948,Leo,12.9,,1.4x0.9,09 38 59.2,+06 57 19,GX,"vF,pL,vgbM",III 519
,NGC 2955,LMi,12.9,,1.7x0.9,09 41 16.6,+35 52 56,GX,"cF,pS,iR,glbM,r",III 541
,NGC 2969,Sex,13.1,,1.3x1.2,09 41 54.5,-08 36 11,GX,"vF,pS,iR,vglbM",III 527
,NGC 2967,Sex,11.6,,3.0x2.8,09 42 03.7,+00 20 08,GX,"pF,pL,R,vglbM",II 275
,NGC 2974,Sex,10.9,,3.5x2.0,09 42 33.0,-03 41 59,GX,"B,cS,iR,bM,*9 sp 43''",I 61
,NGC 2950,UMa,10.9,,2.7x1.8,09 42 35.1,+58 51 04,GX,"B,pS,R,vgvmbMN",IV 68
,NGC 2964,Leo,11.3,,2.9x1.6,09 42 54.3,+31 50 50,GX,"B,vL,lE,vgbM,sp of 3",I 114
,NGC 2979,Sex,12.8,,1.7x1.0,09 43 08.6,-10 23 01,GX,"pF,pS,vlE,psbM",III 521
,NGC 2968,Leo,11.7,,2.3x1.6,09 43 12.0,+31 55 44,GX,"pB,pL,lE,vglbM,2nd of 3",II 491
,NGC 2980,Sex,13,,1.6x0.9,09 43 12.0,-09 36 47,GX,"vF,pS,lE 0 deg,vglbM",III 528
,NGC 2965,LMi,13.4,,1.2x0.9,09 43 19.1,+36 14 52,GX,"eF,vS,R,bM,r",III 751
,NGC 2908,Dra,14.1,,0.8x0.8,09 43 31.6,+79 42 05,GX,"eF,vS",III 977
,NGC 2984,Leo,13.4,,0.7x0.7,09 43 40.4,+11 03 39,GX,"eF,vS,R,bM",III 34
,NGC 2983,Hya,11.8,,2.5x1.5,09 43 41.1,-20 28 38,GX,"F,pS,R,bM,r,stellar",III 289
,NGC 2977,Dra,12.5,,1.8x0.8,09 43 46.7,+74 51 35,GX,"cB,pL,iF",I 282
,NGC 2986,Hya,10.8,,3.2x2.8,09 44 15.9,-21 16 41,GX,"pB,pS,iR,mbM",II 311
,NGC 2997,Ant,9.4,,8.9x6.8,09 45 38.6,-31 11 25,GX,"! vF,vL,vgvsbMN 4'',19s.5 d",V 50
,NGC 2992,Hya,12.2,,3.5x1.1,09 45 41.9,-14 19 37,GX,"cF,S,R,bM,stellar,p of 2",III 277
,NGC 2993,Hya,12.6,,1.3x0.9,09 45 48.3,-14 22 07,GX,"cF,S,R,bM,stellar,f of 2",III 278
,NGC 2990,Sex,12.7,,1.3x0.7,09 46 17.2,+05 42 31,GX,"F,pS,lE 90 deg",II 624
,NGC 2976,UMa,10.2,,5.9x2.7,09 47 15.3,+67 55 00,GX,"B,vL,mE152,st inv",I 285
,NGC 2963,Dra,13.5,,1.2x0.6,09 47 50.4,+72 57 52,GX,"vF,vS,R,bM",III 315
,NGC 3003,LMi,11.9,,5.8x1.3,09 48 35.6,+33 25 17,GX,"!,cB,L,vmE90",V 26
,NGC 2998,UMa,12.5,,2.9x1.3,09 48 43.6,+44 04 52,GX,"pF,pL,E51,bMN,r",II 717
,NGC 3020,Leo,11.9,,3.2x1.6,09 50 06.6,+12 48 48,GX,"eF,pS,lE 0,r",III 51
,NGC 2985,UMa,10.4,,4.6x3.6,09 50 22.1,+72 16 44,GX,"vB,cL,R,psmbM,* inv f",I 78
,NGC 3024,Leo,13.1,,2.1x0.5,09 50 27.3,+12 45 57,GX,"eF,pL,E,r",III 52
,NGC 3021,LMi,12.1,,1.6x0.9,09 50 57.2,+33 33 15,GX,"pB,pS,vlE,mbM,*10 sp",I 115
,NGC 3041,Leo,11.5,,3.7x2.4,09 53 07.2,+16 40 40,GX,"F,L,R,vglbM,rr,2 B st sp",II 98
,NGC 3044,Sex,11.9,,4.9x0.7,09 53 40.8,+01 34 46,GX,"vF,vL,vmE 122",III 254
,NGC 3052,Hya,12.2,,2.0x1.3,09 54 28.0,-18 38 21,GX,"F,pL,R,glbM,nf of 2",III 272
,NGC 3055,Sex,12.1,,2.1x1.3,09 55 18.1,+04 16 11,GX,"F,pL,vlE,vgbM,rr,*7 f 92",VI 4
,NGC 3053,Leo,12.7,,1.8x0.9,09 55 33.6,+16 25 58,GX,"vF,S,vlE,gbM",III 600
,NGC 3027,UMa,11.8,,4.3x2.0,09 55 40.5,+72 12 13,GX,"vF,vL,lE,r",III 52
,NGC 3034,UMa,8.4,,11.2x4.3,09 55 53.5,+69 40 54,GX,"vB,vL,vmE(ray)",IV 79=4 H O N
,NGC 3061,Dra,12.8,,1.7x1.5,09 56 11.9,+75 51 59,GX,"vF,pL,r",II 903?
,NGC 3043,UMa,12.6,,1.7x0.6,09 56 14.6,+59 18 25,GX,"cF,pS,lE,vgbM,*10 n 7'",II 835
,NGC 3060,Leo,13,,2.2x0.6,09 56 19.2,+16 49 52,GX,"vF,cS,vlE,eR",III 601
,NGC 3072,Hya,12.7,,1.9x0.6,09 57 23.9,-19 21 18,GX,"vF,pS,lE,glbM",III 273
,NGC 3070,Leo,12.3,,1.4x1.4,09 58 06.9,+10 21 35,GX,"pB,pS,R,gmbMN,am 3 st",II 59
,NGC 3067,Leo,12.1,,2.5x0.9,09 58 21.3,+32 22 10,GX,"pB,pL,E 106,gbM,*9 4' E",II 492
,NGC 3078,Hya,11.1,,2.5x2.1,09 58 24.5,-26 55 36,GX,"pB,S,R,mbM",II 268
,NGC 3068,Leo,14.3,,1.1x0.9,09 58 40.1,+28 52 39,GX,"eeF,eS,stellar (?)",III 293
,NGC 3081,Hya,12,,2.1x1.6,09 59 29.5,-22 49 35,GX,"vF,cS,lbM,tri S st np",III 596
,NGC 3074,LMi,12.7,,2.3x2.1,09 59 41.2,+35 23 34,GX,"vF,pL,iR,vgvlbM",III 542
,NGC 3080,Leo,13.4,,0.9x0.8,09 59 55.9,+13 02 37,GX,vF,III 934
,NGC 3091,Hya,11.1,,3.0x1.9,10 00 14.1,-19 38 11,GX,"pB,pS,iR,bM,p of 2",II 293
,NGC 3073,UMa,13.4,,1.3x1.2,10 00 52.0,+55 37 07,GX,"vF,S,vglbM",III 853
,NGC 3088,Leo,13.7,,0.6x0.4,10 01 08.4,+22 24 20,GX,"vF,S",III 24
,NGC 3063,UMa,,,,10 01 41.6,+72 07 05,**,"F,pS,R",II 909?
,NGC 3065,UMa,12.5,,1.7x1.7,10 01 55.3,+72 10 13,GX,"pF,vS,R,bM,*11 nr",II 333
,NGC 3079,UMa,10.9,,7.9x1.4,10 01 57.3,+55 40 54,GX,"vB,L,mE 135,long streak",V 47
,NGC 3066,UMa,12.9,,1.1x1.0,10 02 11.0,+72 07 31,GX,"vF,vS,vglbM",II 334=II 909?
,NGC 3099,LMi,14.8,,0.5x0.5,10 02 36.5,+32 42 25,GX,"eF,S",III 478
,NGC 3077,UMa,9.9,,5.4x4.5,10 03 19.1,+68 43 59,GX,"cB,cL,mbM,R w ray",I 286
,NGC 3104,LMi,13.1,,3.3x2.2,10 03 57.3,+40 45 25,GX,"eF,pL,E,vf * inv",IV 48
,NGC 3122,Sex,,,,10 04 02.0,-06 28 29,Dup,"F,S,lE,er",II 305
,NGC 3106,LMi,12.4,,1.8x1.8,10 04 05.2,+31 11 07,GX,"F,S,R,sbM",II 320
,NGC 3107,Leo,13.4,,0.7x0.6,10 04 22.4,+13 37 17,GX,"pF,pL,iR,*8 148,112''",II 898
,NGC 3102,UMa,13.3,,0.8x0.8,10 04 31.7,+60 06 29,GX,"vF,vS,R,bM,*11,142°",III 916
,NGC 3115,Sex,8.9,,7.2x2.5,10 05 14.1,-07 43 07,GX,"vB,L,vmE 46,vgsmbMEN",I 163
,NGC 3057,Dra,13,,2.2x1.3,10 05 39.5,+80 17 09,GX,"eF,pL,vlbM,2 S * s",III 978
,NGC 3129,Leo,,,,10 08 19.2,+18 25 51,**,"eF,cS,vlE,r",III 35
,NGC 3145,Hya,11.7,,3.1x1.6,10 10 10.0,-12 26 02,GX,"F,pL,R,vgslbM",III 518
,NGC 3156,Sex,12.3,,1.9x1.1,10 12 41.2,+03 07 45,GX,"F,cS,R,psbM,*9-10 sf 2'",III 255
,NGC 3153,Leo,12.6,,2.1x0.9,10 12 50.5,+12 39 59,GX,"eF,pL,vlE,R,st inv",III 53
,NGC 3162,Leo,11.6,,3.0x2.5,10 13 31.6,+22 44 15,GX,"pF,cL,R,vglbM,R,S* inv",II 43
,NGC 3166,Sex,10.4,,4.8x2.3,10 13 44.9,+03 25 31,GX,"B,pS,R,psmbM,2nd of 3",I 3
,NGC 3158,LMi,11.9,,2.0x1.8,10 13 50.5,+38 45 53,GX,"cB,cS,R,psbM,R",II 639
,NGC 3163,LMi,13.3,,1.1x1.1,10 14 07.1,+38 39 09,GX,"F,S,R,gbM",II 640
,NGC 3169,Sex,10.2,,4.4x2.8,10 14 14.8,+03 28 00,GX,"B,pL,vlE,pgmbM,*11,78,80'',3rd of 3",I 4
,NGC 3197,Dra,13.5,,1.3x1.0,10 14 27.7,+77 49 13,GX,"vF,vS",III 966
,NGC 3174,Dra,,,,10 15 32.0,+74 13 14,Dup,"cF,S,stellar,S* f nr",III 964
,NGC 3177,Leo,12.4,,1.4x1.2,10 16 34.1,+21 07 23,GX,"cF,S,R,psbM",III 255
,NGC 3147,Dra,10.6,,3.9x3.5,10 16 53.5,+73 24 02,GX,"vB,L,R,vgvsvmbM",I 79
,NGC 3194,Dra,,,,10 17 39.9,+74 20 51,Dup,"vF,vS",III 965
,NGC 3190,Leo,11.1,,4.4x1.5,10 18 05.7,+21 49 57,GX,"B,pS,E,psbMN",II 44
,NGC 3184,UMa,9.8,,7.4x6.9,10 18 17.0,+41 25 27,GX,"pB,vL,R,vgbM",I 168
,NGC 3193,Leo,10.9,,3.0x2.7,10 18 25.0,+21 53 37,GX,"B,S,vlE,pslbM,*9.5,354,80''",II 45
,NGC 3196,Leo,15.7,,0.4x0.2,10 18 49.1,+27 40 08,GX,"eeF,pS,lE",III 348
,NGC 3192,UMa,,,,10 19 05.1,+46 27 15,Dup,"eF,vS,(=3191)",III 704
,NGC 3182,UMa,12.1,,1.8x1.5,10 19 33.0,+58 12 21,GX,"cB,cL,iR,vgbM",I 265
,NGC 3188,UMa,13.7,,0.9x0.9,10 19 42.9,+57 25 24,GX,"vF,pL,R",III 910
,NGC 3198,UMa,10.3,,8.5x3.3,10 19 54.8,+45 32 59,GX,"pB,vL,mE 45,vgbM",I 199
,NGC 3202,UMa,13.2,,1.2x0.8,10 20 31.7,+43 01 18,GX,"cF,S,R,vgbM,1st of 3",II 720
,NGC 3205,UMa,13.2,,1.4x1.1,10 20 50.0,+42 58 19,GX,"cF,S,R,vgbM,2nd of 3",II 721
,NGC 3207,UMa,13.2,,1.3x0.8,10 21 00.6,+42 59 07,GX,"cF,S,R,stellar,3rd of 3",II 722
,NGC 3216,Leo,13.4,,1.3x1.0,10 21 41.2,+23 55 23,GX,"vF,pS,R,bM",III 330
,NGC 3206,UMa,11.9,,3.0x1.9,10 21 47.6,+56 55 50,GX,"pB,cL,E,vglbM",I 266
,NGC 3218,Dra,11.9,,2.3x1.4,10 21 49.4,+74 10 37,Dup,"cB,cL,er [place??]",I 283
,NGC 3226,Leo,11.4,,3.2x2.8,10 23 27.0,+19 53 54,GX,"pB,cL,R,D",II 28
,NGC 3227,Leo,10.3,,5.4x3.6,10 23 30.6,+19 51 55,GX,"pB,cL,R,D",II 29
,NGC 3220,UMa,13,,1.7x0.6,10 23 45.2,+57 01 38,GX,"pF,cL,E 92,*9 f 9'.5",III 911
,NGC 3242,Hya,7.3,,"40""x35""",10 24 46.1,-18 38 32,PN,"! vB,lE 147,45'' d,blue",IV 27
,NGC 3239,Leo,11.3,,5.0x3.3,10 25 05.5,+17 09 35,GX,"vF,*9 inv nr M",IV 10
,NGC 3225,UMa,12.6,,2.0x1.0,10 25 10.0,+58 09 00,GX,"cF,pL,lE,vgbM",II 882
,NGC 3237,UMa,13,,1.3x1.3,10 25 43.3,+39 38 47,GX,"vF,vS,R,pgbM",III 631
,NGC 3238,UMa,12.9,,1.4x1.3,10 26 43.0,+57 13 35,GX,"F,S,R,pslbM",II 883
,NGC 3245,LMi,10.8,,3.2x1.8,10 27 18.4,+28 30 26,GX,"vB,pL,E 0,smbMEN",I 86
,NGC 3248,Leo,12.4,,2.5x1.1,10 27 45.4,+22 50 49,GX,"pB,S,R,psbM",II 347
,NGC 3210,Dra,,,"24""",10 27 58.9,+79 49 57,**,"stellar,1st of 3 in line,1' apart",III 979
,NGC 3212,Dra,13.1,,1.5x1.1,10 28 16.1,+79 49 23,GX,"vF,S,2nd of 3",III 980
,NGC 3215,Dra,13,,1.1x1.0,10 28 40.4,+79 48 46,GX,"vF,S,3rd of 3",III 981
,NGC 3254,LMi,11.7,,5.0x1.6,10 29 19.9,+29 29 30,GX,"cB,L,mE 45,psmbMN",I 72
,NGC 3265,LMi,12.9,,1.3x1.0,10 31 06.8,+28 47 48,GX,"pF,S,R,psbM,* sf",III 349
,NGC 3270,Leo,13.1,,3.2x0.8,10 31 30.0,+24 52 10,GX,"cF,vS,E,glbM",III 331
,NGC 3274,Leo,12.8,,2.1x1.0,10 32 17.1,+27 40 07,GX,"F,pL,R,glbM,D* f",II 358
,NGC 3259,UMa,12.1,,2.2x1.2,10 32 34.8,+65 02 28,GX,"F,S,R,gbM",II 870
,NGC 3277,LMi,11.7,,1.9x1.7,10 32 55.4,+28 30 42,GX,"cB,cS,R,pgmbM",II 359
,NGC 3266,UMa,12.4,,1.5x1.3,10 33 17.6,+64 44 57,GX,"cF,vS,R,psmbM *",II 871
,NGC 3252,Dra,13.5,,2.0x0.6,10 34 22.6,+73 45 51,GX,"eF,pS,mE,r",III 316
,NGC 3294,LMi,11.8,,3.5x1.8,10 36 16.1,+37 19 30,GX,"cB,L,mE 135,glbM",I 164
,NGC 3284,UMa,,,,10 36 21.3,+58 37 13,Dup,"eF,vS",III 912
,NGC 3286,UMa,13.6,,0.8x0.5,10 36 21.3,+58 37 13,GX,"vF,pS,R,pslbM",III 917
,NGC 3299,Leo,12.8,,2.2x1.7,10 36 23.8,+12 42 24,GX,"eF,cL,R,vgbM,r",III 54
,NGC 3288,UMa,14,,1.1x0.9,10 36 25.8,+58 33 23,GX,"eF,cS,R,vglbM",III 918
,NGC 3300,Leo,12.1,,1.9x1.0,10 36 38.5,+14 10 15,GX,"cF,cS,R,pmbM,r,am B st",III 55
,NGC 3301,Leo,11.4,,3.5x1.0,10 36 56.0,+21 52 55,GX,"cB,S,lE 53,psbM,r",II 46
,NGC 3303,Leo,13.5,,3.5x2.4,10 37 00.0,+18 08 09,GX,"vF,vS,vlE,glbM,r",III 66
,NGC 3298,UMa,14,,0.9x0.6,10 37 12.3,+50 07 15,GX,"vF,pS,iE",III 767
,NGC 3304,LMi,13.4,,1.7x0.6,10 37 37.9,+37 27 20,GX,"vF,cS,psbM,er",III 615
