,NGC 4128,Dra,12,,2.6x0.9,12 08 32.4,+68 46 04,GX,"cB,lE,bM,svBN,spindle shape",I 263
,NGC 4126,Com,13.4,,1.0x0.8,12 08 37.4,+16 08 34,GX,"vF,S,R,pslbM,bet 2 vS*",III 68
,NGC 4131,Com,13.2,,1.3x0.7,12 08 47.3,+29 18 17,GX,"cF,S,R,1st OF 3",III 356
,NGC 4133,Dra,12.3,,1.8x1.3,12 08 49.9,+74 54 15,GX,"pB,cL,R,gmbM",I 278
,NGC 4129,Vir,12.5,,2.3x0.6,12 08 53.3,-09 02 12,GX,"F,pL,pmE95,vglbM",II 548
,NGC 4132,Com,13.9,,1.1x0.3,12 09 01.4,+29 15 01,GX,"cF,S,iR,2nd of 3",III 357
,NGC 4134,Com,12.8,,2.2x0.9,12 09 10.0,+29 10 37,GX,"pF,pL,lE,3rd of 3",II 371
,NGC 4136,Com,11,,4.0x3.7,12 09 17.7,+29 55 39,GX,"F,vL,vgmbM",II 321
,NGC 4138,CVn,11.3,,2.6x1.7,12 09 29.9,+43 41 07,GX,"B,pL,lE,vgbM,* np",I 196
,NGC 4142,UMa,13.3,,2.2x1.2,12 09 30.2,+53 06 18,GX,"vF,S,iF,vglbM,er",III 814
,NGC 4143,CVn,10.7,,2.3x1.4,12 09 36.1,+42 32 03,GX,"cB,R,vg,vsbMN",IV 54
,NGC 4141,UMa,13.7,,1.3x0.9,12 09 47.5,+58 50 57,GX,"vF,pS,lE,gbM,r",III 795
,NGC 4144,UMa,11.6,,6.0x1.3,12 09 58.5,+46 27 28,GX,"pF,cL,vmE109,vgbM,BM no BN",II 747
,NGC 4145,CVn,11.3,,5.9x4.3,12 10 01.6,+39 52 58,GX,"B,vL,vglbM",I 169
,NGC 4147,Com,10.2,,4.7,12 10 06.2,+18 32 32,GC,"vB,pL,R,gbM,rrr",I 19
,NGC 4153,Com,,,,12 10 06.2,+18 32 32,Dup,"B,pL,E,bM",I 11
,NGC 4146,Com,12.7,,1.4x1.3,12 10 18.3,+26 25 51,GX,"vF,pS",III 327
,NGC 4151,CVn,10.8,,6.3x4.5,12 10 31.4,+39 23 19,GX,"vB,S,R,vsmbMBN,p of 2",I 165
,NGC 4149,UMa,13.2,,1.3x0.3,12 10 32.9,+58 18 14,GX,"F,S,E",II 802
,NGC 4154,UMa,,,,12 10 32.9,+58 18 14,Dup,"vF,S,E90",III 845
,NGC 4150,Com,11.6,,2.3x1.6,12 10 33.7,+30 24 06,GX,"B,S,R,pgmbM,vsvBN",I 73
,NGC 4152,Com,12.2,,2.2x1.7,12 10 37.5,+16 01 59,GX,"pB,pL,R,pgmbM,r",II 83
,NGC 4156,CVn,13.2,,1.4x1.1,12 10 49.5,+39 28 22,GX,"pF,S,E,vgbM,f of 2,sBN,narrow bar",II 642
,NGC 4159,Dra,13.4,,1.3x0.5,12 10 53.6,+76 07 34,GX,"eF,pS,R,tri 2*",III 941
,NGC 4157,UMa,11.3,,6.8x1.3,12 11 04.9,+50 29 07,GX,"pF,cL,vmE60",I 208
,NGC 4158,Com,12.1,,1.9x1.7,12 11 10.2,+20 10 32,GX,"F,pS,lE,bM,pB* sf,vBN",II 405
,NGC 4161,UMa,12.9,,1.1x0.7,12 11 33.3,+57 44 14,GX,"F,S,R",II 803
,NGC 4162,Com,12.2,,2.3x1.4,12 11 52.5,+24 07 25,GX,"B,L,iE,bM",II 353
,NGC 4163,CVn,14,,1.8x1.6,12 12 09.1,+36 10 09,GX,"vF,pL,vlE,r",III 399
,NGC 4172,UMa,13.2,,1.3x1.1,12 12 15.0,+56 10 38,GX,"F,S,lE,gbM",II 792
,NGC 4168,Vir,11.2,,2.8x2.3,12 12 17.2,+13 12 18,GX,"pB,pL,iF,psbM,r,* inv",II 105
,NGC 4169,Com,12.2,,1.8x0.9,12 12 18.7,+29 10 46,GX,"F,S,1st of 4",III 358
,NGC 4173,Com,13,,5.0x0.7,12 12 21.6,+29 12 24,GX,"F,S,2nd of 4",II 372
,NGC 4174,Com,13.3,,0.8x0.3,12 12 26.9,+29 08 57,GX,"F,S,3rd of 4",III 359
,NGC 4175,Com,13.2,,1.8x0.4,12 12 31.1,+29 10 07,GX,"F,eS,4th of 4",III 360
,NGC 4177,Crv,12.5,,1.6x1.1,12 12 41.2,-14 00 52,GX,"vF,pL,R,vgbM",III 534
,NGC 4181,UMa,14,,0.8x0.6,12 12 48.9,+52 54 11,GX,"eF,S,stellar",III 777
,NGC 4179,Vir,11,,4.0x1.1,12 12 52.1,+01 17 57,GX,"pB,pS,pmE135,bMN",I 9
,NGC 4180,Vir,12.6,,1.6x0.6,12 13 03.0,+07 02 20,GX,"pF,S,lE0,r",II 133
,NGC 4183,CVn,12.3,,5.2x0.8,12 13 17.0,+43 41 53,GX,"vF,cL,mE170,B center,no def. N",III 697
,NGC 4185,Com,12.1,,2.6x1.9,12 13 22.1,+28 30 40,GX,"cF,L,R,gbM",II 373
,NGC 4187,CVn,13.2,,1.3x1.0,12 13 29.2,+50 44 29,GX,"pB,S,lE",II 813
,NGC 4190,CVn,13.3,,1.8x1.7,12 13 44.5,+36 38 05,GX,"cF,pS,R,vglbM,r",II 409
,NGC 4189,Com,11.7,,2.7x2.2,12 13 47.5,+13 25 33,GX,"F,L,lE,vglbM,r",II 106
,NGC 4193,Vir,12.3,,2.3x2.1,12 13 53.6,+13 10 22,GX,"vF,pL,E,vgbM",II 163
,NGC 4194,UMa,12.5,,2.3x1.6,12 14 09.6,+54 31 35,GX,"pB,vS,vsbM *12",II 867
,NGC 4195,UMa,14.2,,1.7x1.5,12 14 18.1,+59 36 55,GX,eF,III 796
,NGC 4198,UMa,13.6,,1.0x0.6,12 14 22.0,+56 00 42,GX,"pF,pS,lE,gbM",II 793
,NGC 4196,Com,12.8,,1.6x1.2,12 14 29.7,+28 25 23,GX,"pB,S,R,vsmbM *",II 374
,NGC 4197,Vir,12.8,,3.5x0.7,12 14 38.6,+05 48 21,GX,"pF,pmE,vgbM",II 134
,NGC 4200,Vir,13,,1.5x0.8,12 14 44.2,+12 10 51,GX,"cF,lE,lbM",II 164
,NGC 4199,UMa,14.5,,0.5x0.5,12 14 48.6,+59 54 22,GX,"vF,S",III 797
,NGC 4203,Com,10.9,,3.4x3.2,12 15 05.0,+33 11 50,GX,"vB,S,R,psmbM",I 175
,NGC 4204,Com,12.4,,3.6x2.9,12 15 14.3,+20 39 31,GX,"vF,cL,iR,vgbM",III 397
,NGC 4210,Dra,12.5,,2.0x1.5,12 15 15.9,+65 59 07,GX,"pF,pS,R,vgbM,sBN in narrow B bar",III 850
,NGC 4206,Vir,12.2,,6.2x1.2,12 15 16.7,+13 01 26,GX,"F,vmE",II 165
,NGC 4213,Com,12.5,,1.7x1.7,12 15 37.6,+23 58 55,GX,"cF,vS,R",II 354
,NGC 4214,CVn,9.8,,8.5x6.6,12 15 38.9,+36 19 50,GX,"cB,cL,iE,biN,=NGC 4208",I 95
,NGC 4208,Com,,,,12 15 39.3,+13 54 05,Dup,"vF,pL,R,gbM,(=4212)",II 107
,NGC 4212,Com,11.2,,3.2x1.9,12 15 39.3,+13 54 05,GX,"B,L,E107,g,sbM,r",II 108
,NGC 4218,CVn,12.5,,1.2x0.7,12 15 46.3,+48 07 53,GX,"vF,vS",III 718
,NGC 4217,CVn,11.2,,5.2x1.5,12 15 50.6,+47 05 33,GX,"pF,L,mE45,**n,p of 2",II 748
,NGC 4216,Vir,10,,8.1x1.8,12 15 54.2,+13 08 59,GX,"vB,vL,vmE17,sbMN",I 35
,NGC 4215,Vir,12.1,,1.9x0.7,12 15 54.5,+06 24 04,GX,"B,pS,E,sbM*11",II 135
,NGC 4209,Com,,,,12 15.5,+28 31,NF,"F,pS",II 375
,NGC 4220,CVn,11.4,,3.9x1.4,12 16 11.7,+47 53 00,GX,"cB,pL,pmE134,psbM,sBN",I 209
,NGC 4222,Com,13.3,,3.3x0.5,12 16 23.0,+13 18 34,GX,"vF,pS,R",II 109
,NGC 4227,CVn,12.7,,1.5x0.9,12 16 33.7,+33 31 19,GX,"F,vS,vlE,psbM,sp of 2",II 518
,NGC 4224,Vir,11.8,,2.6x1.0,12 16 33.8,+07 27 42,GX,"pB,pS,lE,gbM,r",II 136
,NGC 4229,CVn,13.2,,1.1x0.8,12 16 38.8,+33 33 39,GX,"cF,vS,lE,psbM,nf of 2",II 519
,NGC 4236,Dra,9.6,,21.9x7.2,12 16 43.5,+69 27 34,GX,"vF,eL,mE160,vgbM",V 51
,NGC 4231,CVn,13.3,,1.2x1.1,12 16 48.9,+47 27 27,GX,"vF,vS,n of Dneb",III 719
,NGC 4232,CVn,13.6,,1.4x0.7,12 16 49.0,+47 26 20,GX,"vF,vS,s of Dneb",III 720
,NGC 4238,Dra,13.6,,1.8x0.5,12 16 55.8,+63 24 37,GX,"vF,pS,iR,vglbM",III 851
,NGC 4233,Vir,11.9,,2.4x1.1,12 17 07.6,+07 37 26,GX,"pF,R,vsbMSN",II 496
,NGC 4235,Vir,11.6,,4.2x0.9,12 17 09.8,+07 11 28,GX,"pB,pL,pmE,bM,p of 2",II 17
,NGC 4237,Com,11.6,,2.1x1.3,12 17 11.4,+15 19 26,GX,"pB,pL,lE,vgbM,r",II 11
,NGC 4223,Vir,11.9,,2.6x1.3,12 17 25.8,+06 41 24,GX,"pF,pL,R,r,=4241?",II 137
,NGC 4250,Dra,11.8,,2.7x2.1,12 17 26.2,+70 48 09,GX,"pB,S,R,pgbM,vsvBN",I 264
,NGC 4244,CVn,10.4,,16.6x1.9,12 17 29.4,+37 48 24,GX,"pB,vL,eE43,vgbM,vsBN or *?",V 41
,NGC 4242,CVn,10.8,,5.0x3.8,12 17 30.1,+45 37 08,GX,"vF,cL,iR,vgbM,r",III 725
,NGC 4245,Com,11.4,,2.9x2.2,12 17 36.8,+29 36 29,GX,"cB,pL,vlE,smbM,r,vsvBN",I 74
,NGC 4248,CVn,12.5,,3.0x1.1,12 17 50.4,+47 24 31,GX,"vF,S,pmE,psbM",II 742
,NGC 4246,Vir,12.7,,2.4x1.3,12 17 58.1,+07 11 08,GX,eF,III 91
,NGC 4241,Vir,13.1,,1.7x1.4,12 17 59.8,+06 39 16,GX,"vF,pL,E",III 480
,NGC 4251,Com,10.7,,3.6x1.5,12 18 08.4,+28 10 31,GX,"vB,S,E,vsvmbMN,*6-7 f 90''",I 89
,NGC 4253,Com,13.1,,1.0x0.8,12 18 26.5,+29 48 46,GX,"vF,vS,R",III 702
,NGC 4256,Dra,11.9,,4.5x0.8,12 18 42.9,+65 53 54,GX,"pB,L,cE38,bMBN,sBN in B bulge",II 846
,NGC 4258,CVn,8.4,,18.6x7.2,12 18 57.5,+47 18 15,GX,"!,vB,vL,vmE0,sbMBN",V 43
,NGC 4260,Vir,11.8,,2.7x1.3,12 19 22.2,+06 05 55,GX,"pB,E,psbM",II 138
,NGC 4261,Vir,10.4,,4.1x3.6,12 19 23.2,+05 49 29,GX,"pB,pS,R,gbM",II 139
,NGC 4262,Com,11.6,,1.9x1.7,12 19 30.6,+14 52 39,GX,"B,S,R,r",II 110
,NGC 4271,UMa,12.6,,1.5x1.3,12 19 32.7,+56 44 12,GX,"pB,pL,iF",II 804
,NGC 4264,Vir,12.8,,1.0x0.8,12 19 35.8,+05 50 48,GX,"F,pS,R,gbM",II 140
,NGC 4263,Crv,12.6,,1.2x0.6,12 19 42.2,-12 13 32,GX,"vF,pL,iF",III 535
,NGC 4267,Vir,10.9,,3.2x3.0,12 19 45.2,+12 47 54,GX,"pB,vS,R,vsmbM",II 166
,NGC 4272,Com,13.1,,1.0x0.9,12 19 47.6,+30 20 20,GX,"cF,S,iR,gmbM",III 299
,NGC 4270,Vir,12.2,,2.0x0.9,12 19 49.5,+05 27 48,GX,"pB,S,E",II 568?
,NGC 4274,Com,10.4,,6.8x2.5,12 19 50.6,+29 36 51,GX,"vB,vL,E90,mbMN",I 75
,NGC 4275,Com,13.1,,0.8x0.7,12 19 52.6,+27 37 16,GX,"F,S,vlE,gbM,*15 nr",II 376
,NGC 4273,Vir,11.9,,2.3x1.5,12 19 56.0,+05 20 35,GX,"pB,L,E,gbM",II 569?
,NGC 4277,Vir,13.4,,1.0x0.9,12 20 03.7,+05 20 28,GX,"vF,eS",II 571
,NGC 4278,Com,10.2,,4.1x3.8,12 20 06.8,+29 16 50,GX,"vB,pL,R,mbM,r,1 of 3",I 90=II 322
,NGC 4284,UMa,13.5,,2.5x1.2,12 20 12.6,+58 05 34,GX,"cF,lE,p of 2",III 798
,NGC 4291,Dra,11.5,,1.9x1.6,12 20 17.7,+75 22 15,GX,"pB,vS,R,lbM,3*f",I 275
,NGC 4283,Com,12.1,,1.5x1.5,12 20 20.8,+29 18 39,GX,"B,S,R,bM,2 of 3,svB center",II 323=II 377
,NGC 4281,Vir,11.3,,3.0x1.5,12 20 21.5,+05 23 11,GX,"B,vL,R,pgbM","II 573, II 570?"
,NGC 4288,CVn,12.9,,2.1x1.6,12 20 38.1,+46 17 31,GX,"vF,pS,R,vgbM,r",III 726
,NGC 4286,Com,13.1,,1.6x1.0,12 20 42,+29 20.8,GX,"vF,3 of 3",III 300
,NGC 4290,UMa,11.8,,2.3x1.6,12 20 47.5,+58 05 33,GX,"pB,L,R,gmbM",II 805
,NGC 4293,Com,10.4,,5.6x2.6,12 21 13.0,+18 23 00,GX,"F,vL,E,lbM,r,vsBN",V 5
,NGC 4294,Vir,12.1,,3.2x1.2,12 21 17.8,+11 30 37,GX,"F,L,mE135,biN,p of 2",II 61
,NGC 4297,Vir,14.2,,0.5x0.2,12 21 27.4,+06 40 16,GX,"eF,eS",III 93
,NGC 4296,Vir,12.7,,1.3x0.9,12 21 28.4,+06 39 12,GX,"vF,vS",III 92
,NGC 4298,Com,11.3,,3.2x1.8,12 21 32.8,+14 36 24,GX,"F,L,E,vgbM,p of 2",II 111
,NGC 4299,Vir,12.5,,1.7x1.6,12 21 40.8,+11 30 03,GX,"F,L,lE,vgbM,f of 2",II 62
,NGC 4300,Vir,12.9,,1.5x0.6,12 21 41.5,+05 23 05,GX,"F,lE,vgbM",II 572
,NGC 4302,Com,11.6,,5.5x1.0,12 21 42.3,+14 35 59,GX,"L,vmE177,f of 2",II 112
,NGC 4319,Dra,11.9,,3.0x2.3,12 21 43.9,+75 19 20,GX,"pB,pS,vlE,sbM,vsvBN in bar",I 276
,NGC 4303,Vir,9.7,,6.5x5.8,12 21 54.9,+04 28 25,GX,"vB,vL,vsbM*,biN",I 139
,NGC 4310,Com,12.2,,2.2x1.2,12 22 26.3,+29 12 31,GX,"F,cL,lE,n of 2",II 378
,NGC 4312,Com,11.7,,4.6x1.1,12 22 31.4,+15 32 16,GX,"pB,cL,E,gbM",II 628
,NGC 4314,Com,10.6,,4.2x3.7,12 22 32.0,+29 53 44,GX,"cB,L,E150,sbM,* np,eBN w spir struct",I 76
,NGC 4331,Dra,14.1,,2.2x0.4,12 22 35.9,+76 10 21,GX,"eF,E0",III 942
,NGC 4313,Vir,11.6,,4.0x1.0,12 22 38.6,+11 48 04,GX,"vF,L,E135",II 63
,NGC 4332,Dra,12.2,,2.1x1.5,12 22 46.8,+65 50 37,GX,"pF,S,vlE,vgbM,B bar,2 F smooth arms",II 847
,NGC 4317,Com,,,,12 22.6,+31 02,NF,"F,S",II 324
,NGC 4335,UMa,12.4,,1.9x1.5,12 23 01.9,+58 26 40,GX,"pB,S,E,gbM",II 806
,NGC 4368,Vir,,,,12 23 06.6,+10 37 16,Dup,"vF,vS",III 38
,NGC 4326,Vir,13.3,,1.5x1.1,12 23 11.6,+06 04 19,GX,"vF,S,R,bM,1 of 3",II 141
,NGC 4328,Com,13,,1.3x0.9,12 23 20.0,+15 49 13,GX,"F,S,R,r",II 84
,NGC 4333,Vir,13.6,,0.9x0.7,12 23 22.2,+06 02 26,GX,"F,pS,R,bM,2 of 3",II 142
,NGC 4346,CVn,11.1,,3.3x1.3,12 23 27.9,+46 59 38,GX,"vF,S,mE100,vsmbMBN",I 210
,NGC 4363,Dra,13.5,,1.4x1.4,12 23 28.4,+74 57 08,GX,"eF,pL,iF",III 938
,NGC 4336,Com,12.5,,2.0x0.9,12 23 29.8,+19 25 36,GX,"vF,pL,iR,biN?",II 406
,NGC 4339,Vir,11.3,,2.4x2.3,12 23 35.0,+06 04 54,GX,"B,pL,R,bM,3 of 3",II 143
,NGC 4340,Com,11.2,,3.5x2.8,12 23 35.2,+16 43 21,GX,"pB,S,R,psbM",II 85
,NGC 4344,Com,12.3,,1.7x1.6,12 23 37.5,+17 32 28,GX,"vF,pS,R,vglbM,tri 2*",III 31
,NGC 4343,Vir,12.1,,2.5x0.7,12 23 38.8,+06 57 15,GX,"pF,S,E,D?",III 942
,NGC 4342,Vir,12.5,,1.3x0.6,12 23 39.1,+07 03 14,GX,"eF,vS,R",III 96
,NGC 4341,Vir,13.2,,1.6x0.5,12 23 53.5,+07 06 25,GX,"eF,vS,R",III 95
,NGC 4348,Vir,12.5,,3.2x0.7,12 23 53.9,-03 26 36,GX,"F,pL,E70,vlbM",II 625
,NGC 4350,Com,11,,3.0x1.4,12 23 57.8,+16 41 36,GX,"cB,vS,mE,vsbM",II 86
,NGC 4381,CVn,,,,12 23 58.9,+48 46 47,Dup,"F,S,=4357?",II 743
,NGC 4358,UMa,13.4,,1.3x1.2,12 24 02.1,+58 23 07,GX,"eF,eS,lE",III 799
,NGC 4352,Vir,12.6,,2.1x1.0,12 24 05.0,+11 13 05,GX,"cF,cS,lE",II 64
,NGC 4362,UMa,14.3,,0.7x0.3,12 24 11.3,+58 21 38,GX,"vF,cS,R,r",III 800
,NGC 4364,UMa,,,,12 24 11.3,+58 21 38,Dup,"eF,eS,R",III 801
,NGC 4359,Com,12.7,,3.5x0.8,12 24 11.7,+31 31 20,GX,"cF,pmE90,vlbM",III 648
,NGC 4356,Vir,13.3,,2.8x0.5,12 24 14.9,+08 32 16,GX,vF,III 481
,NGC 4365,Vir,9.6,,6.9x5.0,12 24 28.3,+07 19 03,GX,"cB,pL,vlE,gl,smbM",I 30
,NGC 4386,Dra,11.7,,2.5x1.3,12 24 28.3,+75 31 44,GX,"pB,cL,lE,psmbM",I 277
,NGC 4361,Crv,11,,"93""x37""",12 24 30.8,-18 47 05,PN,"vB,L,R,vsmbMN,r",I 65
,NGC 4369,CVn,11.7,,2.1x2.0,12 24 36.2,+39 22 58,GX,"cB,S,R,mbMN,r",I 166
,NGC 4366,Vir,14.3,,0.9x0.6,12 24 47.0,+07 21 11,GX,,III 97
,NGC 4370,Vir,12.6,,1.4x0.7,12 24 55.0,+07 26 40,GX,"pF,pS,lE,bM",II 144
,NGC 4371,Vir,10.8,,4.0x2.2,12 24 55.4,+11 42 15,GX,"B,pS,R,gbM",I 22
,NGC 4375,Com,12.8,,1.4x1.2,12 25 00.4,+28 33 31,GX,"F,S,R,bM,* nf 90''",II 379
,NGC 4384,UMa,13,,1.3x1.0,12 25 12.0,+54 30 22,GX,"cF,S,iR",III 879
,NGC 4377,Com,11.9,,1.7x1.4,12 25 12.4,+14 45 44,GX,"B,S,R,smbM",I 12
,NGC 4379,Com,11.7,,1.9x1.6,12 25 14.7,+15 36 27,GX,"pS,R,psbMN",II 87
,NGC 4378,Vir,11.7,,2.9x2.7,12 25 18.1,+04 55 30,GX,"B,S,*8,9 sf 3'",I 123
,NGC 4376,Vir,13.4,,1.4x0.9,12 25 18.2,+05 44 29,GX,"F,S",II 530
,NGC 4391,Dra,12.7,,1.1x1.1,12 25 18.8,+64 56 00,GX,"cF,S,R,sbM,*** sp",III 852
,NGC 4392,CVn,13.7,,0.7x0.6,12 25 18.8,+45 50 51,GX,"cF,S,R,vgbM",III 729
,NGC 4389,CVn,11.7,,2.6x1.3,12 25 35.4,+45 41 03,GX,"pB,pL,iE,vglbM,sB narrow bar",II 749
,NGC 4387,Vir,12.1,,1.8x1.1,12 25 41.7,+12 48 38,GX,"pF,vS,R,*13 np 90'',np of 2",II 167
,NGC 4388,Vir,11,,5.6x1.3,12 25 46.7,+12 39 41,GX,"vF,E,sf of 2",II 168
,NGC 4395,CVn,10.2,,13.2x11.0,12 25 48.9,+33 32 51,GX,"eF,vL,np of Dneb",V 29.1
,NGC 4390,Vir,12.6,,1.7x1.3,12 25 50.7,+10 27 33,GX,"vF,pL,R",III 39
,NGC 4393,Com,12.1,,3.2x3.0,12 25 51.6,+27 33 43,GX,"vF,vL,iF,B* p",III 361
,NGC 4394,Com,10.9,,3.6x3.2,12 25 55.6,+18 12 50,GX,"pB,lE,bM",II 55
,NGC 4401,CVn,,,,12 25 57.5,+33 31 42,KNT,"vF,vL,pslbM,sf of Dneb",V 29.2
,NGC 4405,Com,12,,1.8x1.1,12 26 07.1,+16 10 52,GX,"pF,S,R,vsbM,r",II 88
,NGC 4403,Vir,13,,2.0x0.6,12 26 12.8,-07 41 05,GX,"vF,vS,E",III 755
,NGC 4404,Vir,11.2,,1.5x1.2,12 26 16.2,-07 40 51,GX,"vF,vS,E",III 756
,NGC 4414,Com,10.1,,3.6x2.0,12 26 27.0,+31 13 23,GX,"vB,L,E,g,vsmbM*,B diff N in B bulge",I 77
,NGC 4413,Vir,12.3,,2.3x1.5,12 26 32.2,+12 36 39,GX,"cF,S,gbM,2* n,np",II 169
,NGC 4412,Vir,12.4,,1.4x1.3,12 26 36.1,+03 57 52,GX,"F,pL,R,gbM,r",II 34
,NGC 4415,Vir,12.1,,1.3x1.2,12 26 40.5,+08 26 08,GX,"eF,pS",III 482
,NGC 4417,Vir,11.1,,3.4x1.3,12 26 50.6,+09 35 03,GX,"F,pL,E,lbp",II 155
,NGC 4418,Vir,13.1,,1.4x0.7,12 26 54.6,-00 52 40,GX,"F or vF,S or cL,R or mE,* nr",III 492
,NGC 4419,Com,11.2,,3.3x1.1,12 26 56.3,+15 02 51,GX,"B,pmE135,sbM",II 113
,NGC 4409,Vir,,,,12 26 58.5,+02 29 39,Dup,"vF,pS,r,=4420?",III 17
,NGC 4420,Vir,12.1,,2.0x1.0,12 26 58.5,+02 29 39,GX,"F,pL,lE,r,=4409?",II 23
,NGC 4421,Com,11.6,,2.7x2.0,12 27 02.6,+15 27 41,GX,"pB,pL,pgbM,B* np",II 89
,NGC 4423,Vir,13.5,,2.3x0.4,12 27 08.9,+05 52 47,GX,"vF,vS,E",II 145
,NGC 4422,Vir,13.8,,1.3x1.3,12 27 12.1,-05 49 52,GX,"F,vS,R,psbM,2S* nr",III 114
,NGC 4425,Vir,11.8,,3.0x1.0,12 27 13.4,+12 44 05,GX,"pF,S,R,bM",II 170
,NGC 4441,Dra,12.7,,3.2x2.5,12 27 20.3,+64 48 06,GX,"pB,S,iR,bM",II 848
,NGC 4430,Vir,12,,2.3x2.0,12 27 26.2,+06 15 45,GX,"cF,L,R,gbM",II 146
,NGC 4429,Vir,10,,5.6x2.6,12 27 26.4,+11 06 29,GX,"B,L,cE,psbM,*10 nf",II 65
,NGC 4431,Vir,12.9,,1.7x1.1,12 27 27.4,+12 17 24,GX,"vF,vS,cE,gbM",II 171
,NGC 4434,Vir,12.2,,1.4x1.4,12 27 36.6,+08 09 15,GX,"pF,vS",II 497
,NGC 4435,Vir,10.8,,2.8x2.0,12 27 40.5,+13 04 44,GX,"See CGCG Corrections, MT.",I 28.1
,NGC 4436,Vir,13,,1.5x0.7,12 27 41.2,+12 18 57,GX,"cF,S,gbM",II 172
,NGC 4438,Vir,10.2,,8.5x3.2,12 27 45.5,+13 00 32,GX,"B,cL,vlE,r,sf of 2",I 28.2
,NGC 4440,Vir,11.7,,1.9x1.5,12 27 53.6,+12 17 36,GX,"B,pS,R,bM,r",II 173
,NGC 4442,Vir,10.4,,4.6x1.8,12 28 03.8,+09 48 13,GX,"vB,pL,R,smbM",II 156
,NGC 4449,CVn,9.6,,6.2x4.4,12 28 11.2,+44 05 36,GX,"vB,cL,mE,D or bifid,rrr,*F,B center w N or *",I 213
,NGC 4448,Com,11.1,,3.9x1.4,12 28 15.4,+28 37 13,GX,"B,L,E90,sbM",I 91
,NGC 4450,Com,10.1,,5.2x3.9,12 28 29.6,+17 05 06,GX,"B,L,R,gvmbM*,r,B* sp",II 56=II 90
,NGC 4452,Vir,12,,2.8x0.6,12 28 43.3,+11 45 18,GX,"pB,S,vmE",I 23
,NGC 4455,Com,12.3,,2.8x0.8,12 28 44.1,+22 49 21,GX,"F,L,E,gbM,2 B* nf",II 355
,NGC 4460,CVn,11.3,,4.0x1.2,12 28 45.6,+44 51 52,GX,"B,pL,E123,psbM",I 212=II 750
,NGC 4453,Vir,14.8,,0.5x0.2,12 28 46.7,+06 30 42,GX,"F,pS,bM,r",II 26
,NGC 4454,Vir,11.9,,2.0x1.7,12 28 51.0,-01 56 27,GX,"F,L,R,gbM,er,vsBN,broad weak bar",II 180
,NGC 4458,Vir,12.1,,1.7x1.6,12 28 57.6,+13 14 31,GX,"pB,S,R,bM,p of 2",II 121
,NGC 4457,Vir,10.9,,2.7x2.3,12 28 59.0,+03 34 14,GX,"cB,pS,R,smbMN,vBN",II 35
,NGC 4459,Com,10.4,,3.5x2.7,12 29 00.0,+13 58 43,GX,"pB,pL,iR,bM,r,*8 sf 2'",I 161
,NGC 4461,Vir,11.2,,3.5x1.4,12 29 03.0,+13 11 02,GX,"pF,S,R,bM,f of 2",II 122=II 174
,NGC 4462,Crv,11.9,,3.2x1.2,12 29 21.2,-23 10 01,GX,"pB,pS,E130,sbM",III 764
,NGC 4464,Vir,12.5,,1.1x0.8,12 29 21.3,+08 09 23,GX,"F,vS,R,pgbM(=4665)",III 483
,NGC 4469,Vir,11.2,,3.8x1.3,12 29 28.0,+08 45 00,GX,"pF,pL,mE,bM",II 157
,NGC 4468,Com,12.8,,1.4x1.1,12 29 30.9,+14 02 56,GX,"F,cL",II 630
,NGC 4470,Vir,12.1,,1.3x0.9,12 29 37.9,+07 49 25,GX,"F,pL,iR,bM",II 18=II 498
,NGC 4610,Vir,,,,12 29 37.9,+07 49 25,Dup,"F,vL",II 19
,NGC 4475,Com,13.6,,1.7x1.0,12 29 47.6,+27 14 36,GX,"eF,pL,R",III 362
,NGC 4473,Com,10.2,,4.5x2.5,12 29 48.8,+13 25 46,GX,pB,II 114
,NGC 4474,Com,11.5,,2.4x1.4,12 29 53.6,+14 04 07,GX,"pF,R,r",II 117=II 629
,NGC 4476,Vir,12.2,,1.7x1.2,12 29 59.1,+12 20 55,GX,"F,S,R,bM,1 of 3",II 123
,NGC 4477,Com,10.4,,3.8x3.5,12 30 02.0,+13 38 12,GX,"pB,cL",II 115
,NGC 4482,Vir,12.7,,1.7x1.0,12 30 10.4,+10 46 46,GX,"eF,pL",III 40
,NGC 4478,Vir,11.4,,1.9x1.6,12 30 17.4,+12 19 43,GX,"pB,S,R,psbM,2 of 3",II 124
,NGC 4479,Com,12.4,,1.5x1.3,12 30 18.4,+13 34 39,GX,"pB,pL",II 116
,NGC 4480,Vir,12.4,,2.3x1.2,12 30 26.7,+04 14 48,GX,"pF,pS,E,bs",II 531
,NGC 4485,CVn,11.9,,2.3x1.6,12 30 31.4,+41 42 01,GX,"B,pS,iR,np of 2",I 197
,NGC 4490,CVn,9.8,,6.3x3.1,12 30 36.1,+41 38 34,GX,"vB,vL,mE130,r,sf of 2",I 198
,NGC 4488,Vir,12.2,,3.7x1.5,12 30 51.4,+08 21 36,GX,"vF,vS,lE",III 484
,NGC 4489,Com,12,,1.7x1.5,12 30 52.3,+16 45 32,GX,"pF,cS,R,gbM",II 91
,NGC 4491,Vir,12.6,,1.7x0.9,12 30 57.1,+11 29 00,GX,"F,L,R",III 41
,NGC 4492,Vir,12.6,,1.7x1.6,12 30 59.7,+08 04 40,GX,"pF,pL,vglbM,2* nr",II 499
