,NGC 2577,CHAMAELEON,12.4,spring,2.1,08 22 43.4,+22 33 11,"Galaxy - F,S,iF,r,II 259 "
,NGC 2582,CHAMAELEON,13,spring,1.7,08 25 12.0,+20 20 05,"Galaxy - vF,pS,R,glbM,* p 75'',III 753 "
,NGC 2592,CHAMAELEON,12.3,spring,2.2,08 27 08.1,+25 58 13,"Galaxy - pF,S,R,vsbM *,II 315 "
,NGC 2595,CHAMAELEON,12.3,spring,4.0,08 27 42.0,+21 28 44,"Galaxy - vF,pL,iF,R,D* sp 2',III 599 "
,NGC 2599,CHAMAELEON,12.2,spring,2.5,08 32 11.3,+22 33 37,"Galaxy - vF,S,stellar,III 234 "
,NGC 2613,PYXIS,10.3,spring,7.4,08 33 22.6,-22 58 21,"Galaxy - cB,L,vmE 110 deg,II 266 "
,NGC 2604,CHAMAELEON,12.3,spring,3.0,08 33 22.9,+29 32 17,"Galaxy - vF,pL,R,lbM,r,D* nr,III 292 "
,NGC 2610,HYDRA,13,winter,7.1,08 33 23.4,-16 08 57,"Planetary Nebula - F,S,att to *13,*7 nf,IV 35 "
,NGC 2608,CHAMAELEON,12.3,spring,2.7,08 35 17.2,+28 28 23,"Galaxy - F,vlE,mbM,r,II 318 "
,NGC 2618,HYDRA,12.1,winter,3.1,08 35 53.5,+00 42 26,"Galaxy - eF,pL,iF,III 257 "
,NGC 2627,PYXIS,,spring,15.6,08 37 15,-29 57.0,"Open Cluster - Cl,cL,pRi,pC,*11..13,VII 63 "
,NGC 2619,CHAMAELEON,12.4,spring,2.7,08 37 32.7,+28 42 18,"Galaxy - F,pS,R,bM,r,II 319 "
,NGC 2628,CHAMAELEON,13.3,spring,1.6,08 40 22.7,+23 32 22,"Galaxy - eF,S,III 235 "
,NGC 2648,CHAMAELEON,11.8,spring,3.4,08 42 39.9,+14 17 09,"Galaxy - F,S,vlE135,psbM,III 49 "
,NGC 2639,URSA MAJOR,11.6,any,2.1,08 43 38.0,+50 12 20,"Galaxy - cB,S,E130,psmbM,I 204 "
,NGC 2649,LYNX,12.3,spring,2.2,08 44 08.3,+34 43 02,"Galaxy - F,L,R,r,II 727 "
,NGC 2661,CHAMAELEON,12.8,spring,1.9,08 45 59.5,+12 37 15,"Galaxy - eF,cL,R,lbM,III 50 "
,NGC 2629,URSA MAJOR,12.3,any,2.3,08 47 15.8,+72 59 08,"Galaxy - vF,S,stellar,III 982 "
,NGC 2641,URSA MAJOR,13.6,any,1.7,08 47 57.5,+72 53 45,"Galaxy - vF,S,stellar,III 983 "
,NGC 2672,CHAMAELEON,11.7,spring,4.1,08 49 21.9,+19 04 29,"Galaxy - pB,pL,iR,mbM,II 80=II 48 "
,NGC 2650,URSA MAJOR,13.3,any,2.0,08 49 58.4,+70 17 58,"Galaxy - pB,pL,iF,eR,II 908 "
,NGC 2677,CHAMAELEON,14.2,spring,0.7,08 50 01.3,+19 00 35,"Galaxy - eF,vS,rr (vS Cl),II 48? "
,NGC 2678,CHAMAELEON,,spring,14.1,08 50 03,+11 20.3,"Asterism - Cl,vlC,P,VIII 10 "
,NGC 2679,CHAMAELEON,13.3,spring,2.5,08 51 32.8,+30 51 52,"Galaxy - pF,pS,R,bM,P w 2680,III 294 "
,NGC 2683,LYNX,9.8,spring,9.6,08 52 41.4,+33 25 14,"Galaxy - vB,vL,vmE39,gmbM,I 200 "
,NGC 2681,URSA MAJOR,10.3,any,4.9,08 53 32.8,+51 18 50,"Galaxy - vB,vL,vg,vsmbM *10,I 242 "
,NGC 2695,HYDRA,11.9,winter,2.1,08 54 27.0,-03 04 01,"Galaxy - pF,cS,R,II 280 "
,NGC 2691,LYNX,13.1,spring,1.4,08 54 46.3,+39 32 19,"Galaxy - pF,vS,mbM,II 658 "
,NGC 2684,URSA MAJOR,12.9,any,1.2,08 54 54.1,+49 09 38,"Galaxy - F,pL,R,gbM,4S* nr,III 712 "
,NGC 2655,CAMELOPARDALIS,10.1,winter,6.4,08 55 38.5,+78 13 25,"Galaxy - vB,cL,lE 90,gsvmbM,diff,I 288 "
,NGC 2708,HYDRA,12,winter,2.9,08 56 07.9,-03 21 37,"Galaxy - pF,pS,E,2* nr,II 281 "
,NGC 2704,LYNX,13.4,spring,1.4,08 56 47.7,+39 22 56,"Galaxy - vF,vS,III 625 "
,NGC 2692,URSA MAJOR,13.3,any,1.4,08 56 58.0,+52 03 57,"Galaxy - vF,S,R,psbM,III 831 "
,NGC 2693,URSA MAJOR,11.9,any,3.2,08 56 59.3,+51 20 51,"Galaxy - pB,lE,psmbM,II 823 "
,NGC 2722,HYDRA,12.6,winter,2.2,08 58 46.1,-03 42 37,"Galaxy - vF,vS,stellar,III 264 "
,NGC 2718,HYDRA,11.8,winter,3.0,08 58 50.4,+06 17 35,"Galaxy - F,pL,E,am 3*,II 557 "
,NGC 2721,HYDRA,11.7,winter,3.2,08 58 56.5,-04 54 07,"Galaxy - cF,pL,R,vgbM,II 529 "
,NGC 2701,URSA MAJOR,12.3,any,2.7,08 59 05.4,+53 46 13,"Galaxy - pB,fan-shaped,*11 att,IV 66 "
,NGC 2710,URSA MAJOR,12.9,any,2.2,08 59 48.4,+55 42 23,"Galaxy - vF,S,III 841 "
,NGC 2719,LYNX,13.1,spring,1.3,09 00 15.7,+35 43 39,"Galaxy - vF,S,E 110 deg,2 vF" 
,NGC 2744,CHAMAELEON,13.5,spring,2.0,09 04 39.1,+18 27 53,"Galaxy - vF,S,R,r,D* nr,III 60 "
,NGC 2743,CHAMAELEON,13.7,spring,1.4,09 04 54.3,+25 00 14,"Galaxy - eF,S,R,vlbM,III 608 "
,NGC 2726,URSA MAJOR,12.5,any,1.7,09 04 56.8,+59 55 58,"Galaxy - cF,pS,iR,er,II 834 "
,NGC 2750,CHAMAELEON,11.9,spring,2.9,09 05 48.0,+25 26 13,"Galaxy - vF,cL,R,bMN,2 c "
,NGC 2746,LYNX,13.1,spring,2.2,09 05 59.5,+35 22 38,"Galaxy - eF,S,R,vglbM,*12 nnp 50'',III 825 "
,NGC 2763,HYDRA,12,winter,3.0,09 06 49.1,-15 30 00,"Galaxy - vF,pS,bM,S* 30'' n,III 275 "
,NGC 2742,URSA MAJOR,11.4,any,3.4,09 07 33.2,+60 28 46,"Galaxy - cB,cL,E 90 deg,er,I 249 "
,NGC 2765,HYDRA,12.1,winter,2.4,09 07 36.6,+03 23 34,"Galaxy - vF,pL,E,gbM,er,II 520 "
,NGC 2755,LYNX,13.2,spring,1.4,09 07 58.3,+41 42 32,"Galaxy - vF,S,iF,lbM,r,III 626 "
,NGC 2764,CHAMAELEON,12.9,spring,1.7,09 08 17.5,+21 26 37,"Galaxy - cF,vS,R,er,bet 2 pB *,III 236 "
,NGC 2759,LYNX,13,spring,1.2,09 08 37.3,+37 37 17,"Galaxy - vF,cS,R,III 647 "
,NGC 2756,URSA MAJOR,12.4,any,2.0,09 09 01.1,+53 50 58,"Galaxy - pB,pS,E,vgbM,II 828 "
,NGC 2770,LYNX,12.2,spring,4.0,09 09 33.6,+33 07 26,"Galaxy - F,L,mE150,r,2* n,II 490 "
,NGC 2775,CHAMAELEON,10.1,spring,5.4,09 10 20.2,+07 02 16,"Galaxy - cB,cL,R,vgvsmbM,r,I 2 "
,NGC 2774,CHAMAELEON,13.7,spring,1.3,09 10 40.0,+18 41 47,"Galaxy - vF,S,R,am 5 S *,III 61 "
,NGC 2781,HYDRA,11.6,winter,3.4,09 11 27.4,-14 49 01,"Galaxy - B,S,vlE,psmbM,I 66 "
,NGC 2768,URSA MAJOR,9.9,any,9.2,09 11 37.6,+60 02 15,"Galaxy - cB,cL,lE,psbM,LBN,I 250 "
,NGC 2784,HYDRA,10.2,winter,5.9,09 12 19.2,-24 10 18,"Galaxy - B,L,mE 64 deg,gmbM,I 59 "
,NGC 2778,LYNX,12.4,spring,1.7,09 12 24.3,+35 01 39,"Galaxy - pB,S,R,psmbM,II 564 "
,NGC 2780,LYNX,13.3,spring,1.1,09 12 44.3,+34 55 32,"Galaxy - vF,S,R,S D* p,III 826 "
,NGC 2783,CHAMAELEON,12.6,spring,2.6,09 13 39.5,+29 59 34,"Galaxy - vF,vS,R,2 pB* sp,III 295 "
,NGC 2782,LYNX,11.6,spring,4.4,09 14 05.2,+40 06 48,"Galaxy - cB,R,mbMBN,I 167 "
,NGC 2811,HYDRA,11.3,winter,2.7,09 16 11.1,-16 18 46,"Galaxy - pB,pS,E,psmbM,II 505 "
,NGC 2815,HYDRA,11.9,winter,3.7,09 16 19.6,-23 38 00,"Galaxy - F,S,lE,gbM,III 242 "
,NGC 2802,CHAMAELEON,14.5,spring,1.3,09 16 41.4,+18 57 48,"Galaxy - vF,S,R,r,np of 2,III 62 "
,NGC 2796,CHAMAELEON,13.8,spring,1.5,09 16 41.8,+30 54 57,"Galaxy - eF,S,R,lbM,III 296 "
,NGC 2803,CHAMAELEON,14.3,spring,1.8,09 16 43.9,+18 57 16,"Galaxy - vF,S,R,r,sf of 2,III 63 "
,NGC 2798,LYNX,12.3,spring,2.8,09 17 22.8,+42 00 00,"Galaxy - pB,S,stellar,II 708 "
,NGC 2800,URSA MAJOR,12.8,any,1.7,09 18 35.2,+52 30 52,"Galaxy - vF,S,lE,* att,* inv,III 832 "
,NGC 2787,URSA MAJOR,10.8,any,3.8,09 19 18.5,+69 12 11,"Galaxy - B,pL,lE 90 deg,mbM,r,vS* sf inv,I 216 "
,NGC 2832,LYNX,11.9,spring,3.0,09 19 46.8,+33 44 59,"Galaxy - cB,cL,E,3rd of 3,I 113 "
,NGC 2848,HYDRA,11.8,winter,3.2,09 20 09.8,-16 31 34,"Galaxy - vF,cL,E 45 deg,glbM,*11 nf 3',III 488 "
,NGC 2805,URSA MAJOR,11,any,7.9,09 20 20.4,+64 06 10,"Galaxy - vF,L,R,mbM,III 878 "
,NGC 2843,CHAMAELEON,15.5,spring,0.4,09 20 28.7,+18 55 34,"Galaxy - S* and neb,III 64 "
,NGC 2838,LYNX,13.6,spring,0.8,09 20 43.0,+39 18 56,"Galaxy - vF,vS,R,III 627 "
,NGC 2840,LYNX,13.8,spring,1.3,09 20 52.7,+35 22 06,"Galaxy - cF,S,R,*10 np 2',III 827 "
,NGC 2814,URSA MAJOR,13.7,any,1.2,09 21 11.5,+64 15 06,"Galaxy - F,S,iF,1st of 2,II 868 "
,NGC 2855,HYDRA,11.6,winter,3.3,09 21 27.5,-11 54 37,"Galaxy - pB,pL,R,gmbMN,I 132 "
,NGC 2820,URSA MAJOR,12.8,any,4.1,09 21 45.6,+64 15 29,"Galaxy - F,S,E,2nd of 2,II 869 "
,NGC 2844,LYNX,13,spring,1.7,09 21 48.0,+40 09 05,"Galaxy - cF,cS,III 628 "
,NGC 2841,URSA MAJOR,9.2,any,8.8,09 22 02.3,+50 58 35,"Galaxy - vB,L,vmE151,vsmbM = *10,I 205 "
,NGC 2810,URSA MAJOR,12.2,any,2.4,09 22 04.5,+71 50 38,"Galaxy - F,cS,bM,III 749 "
,NGC 2852,LYNX,13.2,spring,1.2,09 23 14.6,+40 09 49,"Galaxy - vF,cS,R,*10 p2',1st of 2,III 629 "
,NGC 2853,LYNX,13.3,spring,1.9,09 23 17.4,+40 12 00,"Galaxy - vF,S,vgbM,2nd of 2,III 630 "
,NGC 2863,HYDRA,12.7,winter,1.4,09 23 36.5,-10 26 00,"Galaxy - cF,S,E,bet 2* 12,16,III 520 "
,NGC 2854,URSA MAJOR,13,any,1.8,09 24 03.1,+49 12 15,"Galaxy - cF,cS,vlE,pglbM,III 714 "
,NGC 2856,URSA MAJOR,13.1,any,1.2,09 24 16.0,+49 14 57,"Galaxy - cF,cS,lE,bM,III 713 "
,NGC 2859,LIBRA,10.9,summer,5.7,09 24 18.6,+34 30 48,"Galaxy - vB,pL,R,smbM,I 137 "
,NGC 2872,LEO,11.9,spring,2.8,09 25 42.5,+11 25 55,"Galaxy - pF,pS,R,bM,II 57=II 546 "
,NGC 2874,LEO,12.5,spring,2.5,09 25 47.3,+11 25 27,"Galaxy - vF,pL,mE,II 58=II 547 "
,NGC 2889,HYDRA,11.7,winter,2.9,09 27 12.5,-11 38 37,"Galaxy - pF,pS,vlE,vglbM,r,II 555 "
,NGC 2870,URSA MAJOR,13,any,2.6,09 27 53.5,+57 22 33,"Galaxy - cF,S,E,vglbM,III 846 "
,NGC 2894,LEO,12.4,spring,2.1,09 29 30.4,+07 43 06,"Galaxy - vF,E,er,2 or 3* inv,III 8 "
,NGC 2880,URSA MAJOR,11.5,any,2.3,09 29 34.5,+62 29 27,"Galaxy - B,cS,R,mbM,am st,in field of 23 Ursa Majoris,I 260 "
,NGC 2893,LEO,13.2,spring,1.5,09 30 17.0,+29 32 24,"Galaxy - vF,S,R,vsbM *12,III 297 "
,NGC 2902,HYDRA,12.2,winter,1.8,09 30 52.8,-14 44 07,"Galaxy - vF,vS,stellar,III 276 "
,NGC 2907,HYDRA,11.6,winter,2.1,09 31 36.6,-16 44 07,"Galaxy - pF,S,lE,mb sf,II 506 "
,NGC 2906,LEO,12.7,spring,1.7,09 32 06.3,+08 26 30,"Galaxy - F,pS,lE,gbM,II 495 "
,NGC 2903,LEO,9,spring,14.0,09 32 10.0,+21 30 02,"Galaxy - cB,vL,E,gmbM,r,sp of 2,I 56 "
,NGC 2905,LEO,,spring,,09 32 11.9,+21 31 05,"Single star - vF,cL,R,psbM,r,nf of 2,I 57 "
,NGC 2911,LEO,11.5,spring,5.2,09 33 46.1,+10 09 09,"Galaxy - F,pL,R,gbM,p of 2,II 40 "
,NGC 2914,LEO,13.2,spring,1.2,09 34 02.8,+10 06 31,"Galaxy - vF,S,R,bMN,f of 2,III 513 "
,NGC 2921,HYDRA,12,winter,3.0,09 34 31.3,-20 55 13,"Galaxy - vF,pS,lE,vglbM,f of 2,III 597 "
,NGC 2916,LEO,12.1,spring,3.0,09 34 57.7,+21 42 19,"Galaxy - F,S,vlE,II 260 "
,NGC 2918,LEO,12.6,spring,1.7,09 35 44.1,+31 42 20,"Galaxy - vF,cS,R,sbMN,III 298 "
,NGC 2935,HYDRA,11.4,winter,4.6,09 36 44.8,-21 07 41,"Galaxy - pB,pS,vlE,gmbM,II 556 "
,NGC 2939,LEO,12.5,spring,2.7,09 38 08.1,+09 31 23,"Galaxy - vF,S,vlE,bM,triangle st nf,III 4 "
,NGC 2938,DRACO,13.5,any,2.0,09 38 24.0,+76 19 10,"Galaxy - eF,S,iF,D* f 3',III 963? "
,NGC 2948,LEO,12.9,spring,1.7,09 38 59.2,+06 57 19,"Galaxy - vF,pL,vgbM,III 519 "
,NGC 2955,LIBRA,12.9,summer,1.9,09 41 16.6,+35 52 56,"Galaxy - cF,pS,iR,glbM,r,III 541 "
,NGC 2969,SCUTUM,13.1,summer,1.8,09 41 54.5,-08 36 11,"Galaxy - vF,pS,iR,vglbM,III 527 "
,NGC 2967,SCUTUM,11.6,summer,4.1,09 42 03.7,+00 20 08,"Galaxy - pF,pL,R,vglbM,II 275 "
,NGC 2974,SCUTUM,10.9,summer,4.0,09 42 33.0,-03 41 59,"Galaxy - B,cS,iR,bM,*9 sp 43'',I 61 "
,NGC 2950,URSA MAJOR,10.9,any,3.2,09 42 35.1,+58 51 04,"Galaxy - B,pS,R,vgvmbMN,IV 68 "
,NGC 2964,LEO,11.3,spring,3.3,09 42 54.3,+31 50 50,"Galaxy - B,vL,lE,vgbM,sp of 3,I 114 "
,NGC 2979,SCUTUM,12.8,summer,2.0,09 43 08.6,-10 23 01,"Galaxy - pF,pS,vlE,psbM,III 521 "
,NGC 2968,LEO,11.7,spring,2.8,09 43 12.0,+31 55 44,"Galaxy - pB,pL,lE,vglbM,2nd of 3,II 491 "
,NGC 2980,SCUTUM,13,summer,1.8,09 43 12.0,-09 36 47,"Galaxy - vF,pS,lE 0 deg,vglbM,III 528 "
,NGC 2965,LIBRA,13.4,summer,1.5,09 43 19.1,+36 14 52,"Galaxy - eF,vS,R,bM,r,III 751 "
,NGC 2908,DRACO,14.1,any,1.1,09 43 31.6,+79 42 05,"Galaxy - eF,vS,III 977 "
,NGC 2984,LEO,13.4,spring,1.0,09 43 40.4,+11 03 39,"Galaxy - eF,vS,R,bM,III 34 "
,NGC 2983,HYDRA,11.8,winter,2.9,09 43 41.1,-20 28 38,"Galaxy - F,pS,R,bM,r,stellar,III 289 "
,NGC 2977,DRACO,12.5,any,2.0,09 43 46.7,+74 51 35,"Galaxy - cB,pL,iF,I 282 "
,NGC 2986,HYDRA,10.8,winter,4.3,09 44 15.9,-21 16 41,"Galaxy - pB,pS,iR,mbM,II 311 "
,NGC 2997,ANTLIA,9.4,spring,11.2,09 45 38.6,-31 11 25,"Galaxy - ! vF,vL,vgvsbMN 4'',19s.5 d,V 50 "
,NGC 2992,HYDRA,12.2,winter,3.7,09 45 41.9,-14 19 37,"Galaxy - cF,S,R,bM,stellar,p of 2,III 277 "
,NGC 2993,HYDRA,12.6,winter,1.6,09 45 48.3,-14 22 07,"Galaxy - cF,S,R,bM,stellar,f of 2,III 278 "
,NGC 2990,SCUTUM,12.7,summer,1.5,09 46 17.2,+05 42 31,"Galaxy - F,pS,lE 90 deg,II 624 "
,NGC 2976,URSA MAJOR,10.2,any,6.5,09 47 15.3,+67 55 00,"Galaxy - B,vL,mE152,st inv,I 285 "
,NGC 2963,DRACO,13.5,any,1.3,09 47 50.4,+72 57 52,"Galaxy - vF,vS,R,bM,III 315 "
,NGC 3003,LIBRA,11.9,summer,5.9,09 48 35.6,+33 25 17,"Galaxy - !,cB,L,vmE90,V 26 "
,NGC 2998,URSA MAJOR,12.5,any,3.2,09 48 43.6,+44 04 52,"Galaxy - pF,pL,E51,bMN,r,II 717 "
,NGC 3020,LEO,11.9,spring,3.6,09 50 06.6,+12 48 48,"Galaxy - eF,pS,lE 0,r,III 51 "
,NGC 2985,URSA MAJOR,10.4,any,5.8,09 50 22.1,+72 16 44,"Galaxy - vB,cL,R,psmbM,* inv f,I 78 "
,NGC 3024,LEO,13.1,spring,2.2,09 50 27.3,+12 45 57,"Galaxy - eF,pL,E,r,III 52 "
,NGC 3021,LIBRA,12.1,summer,1.8,09 50 57.2,+33 33 15,"Galaxy - pB,pS,vlE,mbM,*10 sp,I 115 "
,NGC 3041,LEO,11.5,spring,4.4,09 53 07.2,+16 40 40,"Galaxy - F,L,R,vglbM,rr,2 B st sp,II 98 "
,NGC 3044,SCUTUM,11.9,summer,4.9,09 53 40.8,+01 34 46,"Galaxy - vF,vL,vmE 122,III 254 "
,NGC 3052,HYDRA,12.2,winter,2.4,09 54 28.0,-18 38 21,"Galaxy - F,pL,R,glbM,nf of 2,III 272 "
,NGC 3055,SCUTUM,12.1,summer,2.5,09 55 18.1,+04 16 11,"Galaxy - F,pL,vlE,vgbM,rr,*7 f 92,VI 4 "
,NGC 3053,LEO,12.7,spring,2.0,09 55 33.6,+16 25 58,"Galaxy - vF,S,vlE,gbM,III 600 "
,NGC 3027,URSA MAJOR,11.8,any,4.7,09 55 40.5,+72 12 13,"Galaxy - vF,vL,lE,r,III 52 "
,NGC 3034,URSA MAJOR,8.4,any,12.0,09 55 53.5,+69 40 54,"Galaxy - vB,vL,vmE(ray),IV 79=4 H O N "
,NGC 3061,DRACO,12.8,any,2.3,09 56 11.9,+75 51 59,"Galaxy - vF,pL,r,II 903? "
,NGC 3043,URSA MAJOR,12.6,any,1.8,09 56 14.6,+59 18 25,"Galaxy - cF,pS,lE,vgbM,*10 n 7',II 835 "
,NGC 3060,LEO,13,spring,2.3,09 56 19.2,+16 49 52,"Galaxy - vF,cS,vlE,eR,III 601 "
,NGC 3072,HYDRA,12.7,winter,2.0,09 57 23.9,-19 21 18,"Galaxy - vF,pS,lE,glbM,III 273 "
,NGC 3070,LEO,12.3,spring,2.0,09 58 06.9,+10 21 35,"Galaxy - pB,pS,R,gmbMN,am 3 st,II 59 "
,NGC 3067,LEO,12.1,spring,2.7,09 58 21.3,+32 22 10,"Galaxy - pB,pL,E 106,gbM,*9 4' E,II 492 "
,NGC 3078,HYDRA,11.1,winter,3.3,09 58 24.5,-26 55 36,"Galaxy - pB,S,R,mbM,II 268 "
,NGC 3068,LEO,14.3,spring,1.4,09 58 40.1,+28 52 39,"Galaxy - eeF,eS,stellar (?),III 293 "
,NGC 3081,HYDRA,12,winter,2.6,09 59 29.5,-22 49 35,"Galaxy - vF,cS,lbM,tri S st np,III 596 "
,NGC 3074,LIBRA,12.7,summer,3.1,09 59 41.2,+35 23 34,"Galaxy - vF,pL,iR,vgvlbM,III 542 "
,NGC 3080,LEO,13.4,spring,1.2,09 59 55.9,+13 02 37,"Galaxy - vF,III 934 "
,NGC 3091,HYDRA,11.1,winter,3.6,10 00 14.1,-19 38 11,"Galaxy - pB,pS,iR,bM,p of 2,II 293 "
,NGC 3073,URSA MAJOR,13.4,any,1.8,10 00 52.0,+55 37 07,"Galaxy - vF,S,vglbM,III 853 "
,NGC 3088,LEO,13.7,spring,0.7,10 01 08.4,+22 24 20,"Galaxy - vF,S,III 24 "
,NGC 3063,URSA MAJOR,,any,,10 01 41.6,+72 07 05,"Single star - F,pS,R,II 909? "
,NGC 3065,URSA MAJOR,12.5,any,2.4,10 01 55.3,+72 10 13,"Galaxy - pF,vS,R,bM,*11 nr,II 333 "
,NGC 3079,URSA MAJOR,10.9,any,8.0,10 01 57.3,+55 40 54,"Galaxy - vB,L,mE 135,long streak,V 47 "
,NGC 3066,URSA MAJOR,12.9,any,1.5,10 02 11.0,+72 07 31,"Galaxy - vF,vS,vglbM,II 334=II 909? "
,NGC 3099,LIBRA,14.8,summer,0.7,10 02 36.5,+32 42 25,"Galaxy - eF,S,III 478 "
,NGC 3077,URSA MAJOR,9.9,any,7.0,10 03 19.1,+68 43 59,"Galaxy - cB,cL,mbM,R w ray,I 286 "
,NGC 3104,LIBRA,13.1,summer,4.0,10 03 57.3,+40 45 25,"Galaxy - eF,pL,E,vf "
,NGC 3122,SCUTUM,,summer,,10 04 02.0,-06 28 29,"Disk unseen object - F,S,lE,er,II 305 "
,NGC 3106,LIBRA,12.4,summer,2.5,10 04 05.2,+31 11 07,"Galaxy - F,S,R,sbM,II 320 "
,NGC 3107,LEO,13.4,spring,0.9,10 04 22.4,+13 37 17,"Galaxy - pF,pL,iR,*8 148,112'',II 898 "
,NGC 3102,URSA MAJOR,13.3,any,1.1,10 04 31.7,+60 06 29,"Galaxy - vF,vS,R,bM,*11,142°,III 916 "
,NGC 3115,SCUTUM,8.9,summer,7.6,10 05 14.1,-07 43 07,"Galaxy - vB,L,vmE 46,vgsmbMEN,I 163 "
,NGC 3057,DRACO,13,any,2.6,10 05 39.5,+80 17 09,"Galaxy - eF,pL,vlbM,2 S "
,NGC 3129,LEO,,spring,,10 08 19.2,+18 25 51,"Single star - eF,cS,vlE,r,III 35 "
,NGC 3145,HYDRA,11.7,winter,3.5,10 10 10.0,-12 26 02,"Galaxy - F,pL,R,vgslbM,III 518 "
,NGC 3156,SCUTUM,12.3,summer,2.2,10 12 41.2,+03 07 45,"Galaxy - F,cS,R,psbM,*9-10 sf 2',III 255 "
,NGC 3153,LEO,12.6,spring,2.3,10 12 50.5,+12 39 59,"Galaxy - eF,pL,vlE,R,st inv,III 53 "
,NGC 3162,LEO,11.6,spring,3.9,10 13 31.6,+22 44 15,"Galaxy - pF,cL,R,vglbM,R,S* inv,II 43 "
,NGC 3166,SCUTUM,10.4,summer,5.3,10 13 44.9,+03 25 31,"Galaxy - B,pS,R,psmbM,2nd of 3,I 3 "
,NGC 3158,LIBRA,11.9,summer,2.7,10 13 50.5,+38 45 53,"Galaxy - cB,cS,R,psbM,R,II 639 "
,NGC 3163,LIBRA,13.3,summer,1.6,10 14 07.1,+38 39 09,"Galaxy - F,S,R,gbM,II 640 "
,NGC 3169,SCUTUM,10.2,summer,5.2,10 14 14.8,+03 28 00,"Galaxy - B,pL,vlE,pgmbM,*11,78,80'' "
,NGC 3197,DRACO,13.5,any,1.6,10 14 27.7,+77 49 13,"Galaxy - vF,vS,III 966 "
,NGC 3174,DRACO,,any,,10 15 32.0,+74 13 14,"Disk unseen object - cF,S,stellar,S* f nr,III 964 "
,NGC 3177,LEO,12.4,spring,1.8,10 16 34.1,+21 07 23,"Galaxy - cF,S,R,psbM,III 255 "
,NGC 3147,DRACO,10.6,any,5.2,10 16 53.5,+73 24 02,"Galaxy - vB,L,R,vgvsvmbM,I 79 "
,NGC 3194,DRACO,,any,,10 17 39.9,+74 20 51,"Disk unseen object - vF,vS,III 965 "
,NGC 3190,LEO,11.1,spring,4.6,10 18 05.7,+21 49 57,"Galaxy - B,pS,E,psbMN,II 44 "
,NGC 3184,URSA MAJOR,9.8,any,10.1,10 18 17.0,+41 25 27,"Galaxy - pB,vL,R,vgbM,I 168 "
,NGC 3193,LEO,10.9,spring,4.0,10 18 25.0,+21 53 37,"Galaxy - B,S,vlE,pslbM,*9.5,354,80'' "
,NGC 3196,LEO,15.7,spring,0.4,10 18 49.1,+27 40 08,"Galaxy - eeF,pS,lE,III 348 "
,NGC 3192,URSA MAJOR,,any,,10 19 05.1,+46 27 15,"Disk unseen object - eF,vS,(=3191),III 704 "
,NGC 3182,URSA MAJOR,12.1,any,2.3,10 19 33.0,+58 12 21,"Galaxy - cB,cL,iR,vgbM,I 265 "
,NGC 3188,URSA MAJOR,13.7,any,1.3,10 19 42.9,+57 25 24,"Galaxy - vF,pL,R,III 910 "
,NGC 3198,URSA MAJOR,10.3,any,9.1,10 19 54.8,+45 32 59,"Galaxy - pB,vL,mE 45,vgbM,I 199 "
,NGC 3202,URSA MAJOR,13.2,any,1.4,10 20 31.7,+43 01 18,"Galaxy - cF,S,R,vgbM,1st of 3,II 720 "
,NGC 3205,URSA MAJOR,13.2,any,1.8,10 20 50.0,+42 58 19,"Galaxy - cF,S,R,vgbM,2nd of 3,II 721 "
,NGC 3207,URSA MAJOR,13.2,any,1.5,10 21 00.6,+42 59 07,"Galaxy - cF,S,R,stellar,3rd of 3,II 722 "
,NGC 3216,LEO,13.4,spring,1.6,10 21 41.2,+23 55 23,"Galaxy - vF,pS,R,bM,III 330 "
,NGC 3206,URSA MAJOR,11.9,any,3.6,10 21 47.6,+56 55 50,"Galaxy - pB,cL,E,vglbM,I 266 "
,NGC 3218,DRACO,11.9,any,2.7,10 21 49.4,+74 10 37,"Disk unseen object - cB,cL,er [place??],I 283 "
,NGC 3226,LEO,11.4,spring,4.3,10 23 27.0,+19 53 54,"Galaxy - pB,cL,R,D,II 28 "
,NGC 3227,LEO,10.3,spring,6.5,10 23 30.6,+19 51 55,"Galaxy - pB,cL,R,D,II 29 "
,NGC 3220,URSA MAJOR,13,any,1.8,10 23 45.2,+57 01 38,"Galaxy - pF,cL,E 92,*9 f 9'.5,III 911 "
,NGC 3242,HYDRA,7.3,winter,6.3,10 24 46.1,-18 38 32,"Planetary Nebula - ! vB,lE 147,45'' d,blue,IV 27 "
,NGC 3239,LEO,11.3,spring,6.0,10 25 05.5,+17 09 35,"Galaxy - vF,*9 inv nr M,IV 10 "
,NGC 3225,URSA MAJOR,12.6,any,2.2,10 25 10.0,+58 09 00,"Galaxy - cF,pL,lE,vgbM,II 882 "
,NGC 3237,URSA MAJOR,13,any,1.8,10 25 43.3,+39 38 47,"Galaxy - vF,vS,R,pgbM,III 631 "
,NGC 3238,URSA MAJOR,12.9,any,1.9,10 26 43.0,+57 13 35,"Galaxy - F,S,R,pslbM,II 883 "
,NGC 3245,LIBRA,10.8,summer,3.7,10 27 18.4,+28 30 26,"Galaxy - vB,pL,E 0,smbMEN,I 86 "
,NGC 3248,LEO,12.4,spring,2.7,10 27 45.4,+22 50 49,"Galaxy - pB,S,R,psbM,II 347 "
